date,CHK
2015-01-02,3909.5610445574
2015-01-05,3658.2886494872
2015-01-06,3559.3625096958
2015-01-07,3547.4913729208
2015-01-08,3642.4604671206
2015-01-09,3634.5463759373
2015-01-12,3500.0068258209
2015-01-13,3548.9752650177
2015-01-14,3729.9034157833
2015-01-15,3644.4098939929
2015-01-16,3783.5853945819
2015-01-20,3793.5265017668
2015-01-21,3950.5959952886
2015-01-22,3900.890459364
2015-01-23,3908.8433451119
2015-01-26,4004.2779740872
2015-01-27,4026.148409894
2015-01-28,3803.4676089517
2015-01-29,3819.3733804476
2015-01-30,3813.4087161366
2015-02-02,4079.8303886926
2015-02-03,4177.2532391048
2015-02-04,4079.8303886926
2015-02-05,4145.4416961131
2015-02-06,4133.5123674912
2015-02-09,4073.8657243816
2015-02-10,4022.17196702
2015-02-11,3988.3722025913
2015-02-12,4075.8539458186
2015-02-13,4191.1707891637
2015-02-17,4226.9587750294
2015-02-18,4125.5594817432
2015-02-19,4055.9717314488
2015-02-20,4036.0895170789
2015-02-23,3918.7844522968
2015-02-24,3952.5842167256
2015-02-25,3574.8221436985
2015-02-26,3419.7408716137
2015-02-27,3316.3533568905
2015-03-02,3300.4475853946
2015-03-03,3220.9187279152
2015-03-04,3079.7550058893
2015-03-05,3165.2485276796
2015-03-06,3016.1319199058
2015-03-09,2831.2273262662
2015-03-10,2751.6984687868
2015-03-11,2841.1684334511
2015-03-12,2767.6042402827
2015-03-13,2743.7455830389
2015-03-16,2775.5571260306
2015-03-17,2745.7338044759
2015-03-18,2809.3568904594
2015-03-19,2684.0989399293
2015-03-20,2705.9693757362
2015-03-23,2805.3804475854
2015-03-24,2835.2037691402
2015-03-25,2851.109540636
2015-03-26,2827.2508833922
2015-03-27,2789.4746760895
2015-03-30,2777.5453474676
2015-03-31,2815.3215547703
2015-04-01,2853.097762073
2015-04-02,2900.8150765607
2015-04-06,3012.1554770318
2015-04-07,3051.9199057715
2015-04-08,3002.2143698469
2015-04-09,3028.0612485277
2015-04-10,2968.4146054181
2015-04-13,2954.0
2015-04-14,3050.0
2015-04-15,3204.0
2015-04-16,3174.0
2015-04-17,3090.0
2015-04-20,3060.0
2015-04-21,2914.0
2015-04-22,2882.0
2015-04-23,2908.0
2015-04-24,2908.0
2015-04-27,2878.0
2015-04-28,2910.0
2015-04-29,3020.0
2015-04-30,3154.0
2015-05-01,3308.0
2015-05-04,3278.0
2015-05-05,3172.0
2015-05-06,2944.0
2015-05-07,2900.0
2015-05-08,3056.0
2015-05-11,3036.0
2015-05-12,3090.0
2015-05-13,3046.0
2015-05-14,3018.0
2015-05-15,3000.0
2015-05-18,2978.0
2015-05-19,2914.0
2015-05-20,2950.0
2015-05-21,3062.0
2015-05-22,3012.0
2015-05-26,2984.0
2015-05-27,2952.0
2015-05-28,2810.0
2015-05-29,2822.0
2015-06-01,2772.0
2015-06-02,2810.0
2015-06-03,2712.0
2015-06-04,2608.0
2015-06-05,2630.0
2015-06-08,2632.0
2015-06-09,2644.0
2015-06-10,2612.0
2015-06-11,2500.0
2015-06-12,2450.0
2015-06-15,2442.0
2015-06-16,2506.0
2015-06-17,2418.0
2015-06-18,2376.0
2015-06-19,2358.0
2015-06-22,2378.0
2015-06-23,2356.0
2015-06-24,2310.0
2015-06-25,2222.0
2015-06-26,2232.0
2015-06-29,2206.0
2015-06-30,2234.0
2015-07-01,2110.0
2015-07-02,2154.0
2015-07-06,2084.0
2015-07-07,2292.0
2015-07-08,2262.0
2015-07-09,2336.0
2015-07-10,2274.0
2015-07-13,2180.0
2015-07-14,2276.0
2015-07-15,2258.0
2015-07-16,2316.0
2015-07-17,2188.0
2015-07-20,2054.0
2015-07-21,1858.0
2015-07-22,1810.0
2015-07-23,1742.0
2015-07-24,1656.0
2015-07-27,1674.0
2015-07-28,1800.0
2015-07-29,1830.0
2015-07-30,1794.0
2015-07-31,1732.0
2015-08-03,1630.0
2015-08-04,1600.0
2015-08-05,1406.0
2015-08-06,1638.0
2015-08-07,1664.0
2015-08-10,1726.0
2015-08-11,1642.0
2015-08-12,1604.0
2015-08-13,1500.0
2015-08-14,1498.0
2015-08-17,1514.0
2015-08-18,1552.0
2015-08-19,1468.0
2015-08-20,1430.0
2015-08-21,1374.0
2015-08-24,1322.0
2015-08-25,1206.0
2015-08-26,1268.0
2015-08-27,1404.0
2015-08-28,1478.0
2015-08-31,1562.0
2015-09-01,1514.0
2015-09-02,1476.0
2015-09-03,1488.0
2015-09-04,1454.0
2015-09-08,1534.0
2015-09-09,1526.0
2015-09-10,1518.0
2015-09-11,1514.0
2015-09-14,1584.0
2015-09-15,1578.0
2015-09-16,1800.0
2015-09-17,1722.0
2015-09-18,1792.0
2015-09-21,1716.0
2015-09-22,1600.0
2015-09-23,1516.0
2015-09-24,1552.0
2015-09-25,1478.0
2015-09-28,1342.0
2015-09-29,1358.0
2015-09-30,1466.0
2015-10-01,1442.0
2015-10-02,1578.0
2015-10-05,1684.0
2015-10-06,1796.0
2015-10-07,1830.0
2015-10-08,1868.0
2015-10-09,1776.0
2015-10-12,1648.0
2015-10-13,1598.0
2015-10-14,1644.0
2015-10-15,1670.0
2015-10-16,1680.0
2015-10-19,1618.0
2015-10-20,1638.0
2015-10-21,1574.0
2015-10-22,1560.0
2015-10-23,1566.0
2015-10-26,1426.0
2015-10-27,1344.0
2015-10-28,1394.0
2015-10-29,1388.0
2015-10-30,1426.0
2015-11-02,1490.0
2015-11-03,1522.0
2015-11-04,1492.0
2015-11-05,1504.0
2015-11-06,1468.0
2015-11-09,1454.0
2015-11-10,1412.0
2015-11-11,1308.0
2015-11-12,1264.0
2015-11-13,1220.0
2015-11-16,1268.0
2015-11-17,1174.0
2015-11-18,1200.0
2015-11-19,1080.0
2015-11-20,1016.0
2015-11-23,1028.0
2015-11-24,1098.0
2015-11-25,1082.0
2015-11-27,1052.0
2015-11-30,1054.0
2015-12-01,1102.0
2015-12-02,1104.0
2015-12-03,974.0
2015-12-04,910.0
2015-12-07,854.0
2015-12-08,880.0
2015-12-09,894.0
2015-12-10,912.0
2015-12-11,832.0
2015-12-14,800.0
2015-12-15,752.0
2015-12-16,780.0
2015-12-17,744.0
2015-12-18,810.0
2015-12-21,812.0
2015-12-22,796.0
2015-12-23,880.0
2015-12-24,890.0
2015-12-28,814.0
2015-12-29,916.0
2015-12-30,880.0
2015-12-31,900.0
