Date,TROW
2015-01-02,55.92214584350586
2015-01-05,54.637542724609375
2015-01-06,53.67247009277344
2015-01-07,54.46148681640625
2015-01-08,55.10702896118164
2015-01-09,54.689720153808594
2015-01-12,54.0767707824707
2015-01-13,54.16154861450195
2015-01-14,53.32036209106445
2015-01-15,52.83781814575195
2015-01-16,53.144290924072266
2015-01-20,53.0529899597168
2015-01-21,52.95517349243164
2015-01-22,54.22675704956055
2015-01-23,53.581180572509766
2015-01-26,54.07023239135742
2015-01-27,53.45075607299805
2015-01-28,51.6640739440918
2015-01-29,51.63800048828125
2015-01-30,51.33150100708008
2015-02-02,52.17269515991211
2015-02-03,52.981266021728516
2015-02-04,52.85737991333008
2015-02-05,53.30732345581055
2015-02-06,53.67247009277344
2015-02-09,53.111698150634766
2015-02-10,53.61379623413086
2015-02-11,53.53553771972656
2015-02-12,53.65288162231445
2015-02-13,53.763763427734375
2015-02-17,53.79637908935547
2015-02-18,53.28122329711914
2015-02-19,54.10285186767578
2015-02-20,54.468013763427734
2015-02-23,54.18110275268555
2015-02-24,54.78752136230469
2015-02-25,54.46148681640625
2015-02-26,54.331077575683594
2015-02-27,53.861576080322266
2015-03-02,54.3766975402832
2015-03-03,54.024593353271484
2015-03-04,53.75072479248047
2015-03-05,54.12242126464844
2015-03-06,53.555091857910156
2015-03-09,53.93330764770508
2015-03-10,52.92258071899414
2015-03-11,53.26167297363281
2015-03-12,54.42324447631836
2015-03-13,53.93760681152344
2015-03-16,54.81699752807617
2015-03-17,54.8366584777832
2015-03-18,55.04665756225586
2015-03-19,54.35761260986328
2015-03-20,55.1188850402832
2015-03-23,54.66607666015625
2015-03-24,54.59387969970703
2015-03-25,53.53728103637695
2015-03-26,53.261661529541016
2015-03-27,53.294464111328125
2015-03-30,53.64229965209961
2015-03-31,53.14353561401367
2015-04-01,53.5504150390625
2015-04-02,53.78666305541992
2015-04-06,53.891685485839844
2015-04-07,53.17194747924805
2015-04-08,54.22126388549805
2015-04-09,54.77954864501953
2015-04-10,54.47013854980469
2015-04-13,54.752662658691406
2015-04-14,55.20331573486328
2015-04-15,55.6876106262207
2015-04-16,55.86924362182617
2015-04-17,55.43872833251953
2015-04-20,55.82886505126953
2015-04-21,55.694339752197266
2015-04-22,55.5530891418457
2015-04-23,55.20331573486328
2015-04-24,55.53964614868164
2015-04-27,55.4252815246582
2015-04-28,55.680877685546875
2015-04-29,55.115867614746094
2015-04-30,54.60464096069336
2015-05-01,54.813175201416016
2015-05-04,55.1024169921875
2015-05-05,54.74593734741211
2015-05-06,54.227989196777344
2015-05-07,54.315425872802734
2015-05-08,54.94098663330078
2015-05-11,54.920799255371094
2015-05-12,54.57101058959961
2015-05-13,54.60464096069336
2015-05-14,55.142765045166016
2015-05-15,54.85350799560547
2015-05-18,55.24368667602539
2015-05-19,55.12258529663086
2015-05-20,55.01498794555664
2015-05-21,54.947715759277344
2015-05-22,54.86698913574219
2015-05-26,54.26161575317383
2015-05-27,54.66520309448242
2015-05-28,54.67192077636719
