Date,WMT
2015-01-02,23.127540588378906
2015-01-05,23.06023406982422
2015-01-06,23.23793601989746
2015-01-07,23.8544864654541
2015-01-08,24.35795783996582
2015-01-09,24.056407928466797
2015-01-12,24.23680877685547
2015-01-13,24.045642852783203
2015-01-14,23.31870460510254
2015-01-15,23.52601432800293
2015-01-16,23.361778259277344
2015-01-20,23.34024429321289
2015-01-21,23.326780319213867
2015-01-22,23.773717880249023
2015-01-23,23.830257415771484
2015-01-26,23.86256217956543
2015-01-27,23.56640625
2015-01-28,23.37525177001953
2015-01-29,23.617557525634766
2015-01-30,22.879846572875977
2015-02-02,23.076391220092773
2015-02-03,23.205623626708984
2015-02-04,23.329479217529297
2015-02-05,23.499088287353516
2015-02-06,23.512554168701172
2015-02-09,23.130239486694336
2015-02-10,23.50178337097168
2015-02-11,23.24600601196289
2015-02-12,23.12484359741211
2015-02-13,23.103322982788086
2015-02-17,23.143693923950195
2015-02-18,23.2325439453125
2015-02-19,22.486751556396484
2015-02-20,22.696760177612305
2015-02-23,22.777536392211914
2015-02-24,22.769458770751953
2015-02-25,22.500219345092773
2015-02-26,22.5621395111084
2015-02-27,22.597145080566406
2015-03-02,22.605224609375
2015-03-03,22.446367263793945
2015-03-04,22.233675003051758
2015-03-05,22.500219345092773
2015-03-06,22.236370086669922
2015-03-09,22.314443588256836
2015-03-10,22.096357345581055
2015-03-11,21.855304718017578
2015-03-12,22.18303680419922
2015-03-13,22.18303680419922
2015-03-16,22.55951690673828
2015-03-17,22.3780460357666
2015-03-18,22.35367774963379
2015-03-19,22.080110549926758
2015-03-20,22.545984268188477
2015-03-23,22.564943313598633
2015-03-24,22.49451446533203
2015-03-25,22.02593231201172
2015-03-26,22.180328369140625
2015-03-27,22.034067153930664
2015-03-30,22.35367774963379
2015-03-31,22.277833938598633
2015-04-01,21.8607177734375
2015-04-02,21.866132736206055
2015-04-06,21.93655776977539
2015-04-07,21.80384063720703
2015-04-08,21.947399139404297
2015-04-09,21.895925521850586
2015-04-10,21.84446144104004
2015-04-13,21.746965408325195
2015-04-14,21.70903778076172
2015-04-15,21.597993850708008
2015-04-16,21.462570190429688
2015-04-17,21.094196319580078
2015-04-20,21.164621353149414
2015-04-21,21.13482093811035
2015-04-22,21.2431640625
2015-04-23,21.446306228637695
2015-04-24,21.625076293945312
2015-04-27,21.49776840209961
2015-04-28,21.424636840820312
2015-04-29,21.094196319580078
2015-04-30,21.140241622924805
2015-05-01,21.28921890258789
2015-05-04,21.446306228637695
2015-05-05,21.16190528869629
2015-05-06,21.164642333984375
2015-05-07,21.268207550048828
2015-05-08,21.404491424560547
2015-05-11,21.287296295166016
2015-05-12,21.521699905395508
2015-05-13,21.30364227294922
2015-05-14,21.456281661987305
2015-05-15,21.5980224609375
2015-05-18,21.783361434936523
2015-05-19,20.832115173339844
2015-05-20,20.687646865844727
2015-05-21,20.74488639831543
2015-05-22,20.67674446105957
2015-05-26,20.415081024169922
2015-05-27,20.494129180908203
2015-05-28,20.398733139038086
2015-05-29,20.24336814880371
2015-06-01,20.368749618530273
2015-06-02,20.314228057861328
