Date,KMI
2015-10-15,18.752723693847656
2015-10-16,18.741085052490234
2015-10-19,18.455989837646484
2015-10-20,18.578166961669922
2015-10-21,18.28143310546875
2015-10-22,17.30975914001465
2015-10-23,17.007198333740234
2015-10-26,16.035531997680664
2015-10-27,15.872612953186035
2015-10-28,16.140260696411133
2015-10-29,16.122478485107422
2015-10-30,16.21139144897461
2015-11-02,15.7786865234375
2015-11-03,16.30622673034668
2015-11-04,15.891304969787598
2015-11-05,15.357844352722168
2015-11-06,15.446758270263672
2015-11-09,15.150388717651367
2015-11-10,15.085184097290039
2015-11-11,14.462806701660156
2015-11-12,13.905634880065918
2015-11-13,13.840439796447754
2015-11-16,14.243494033813477
2015-11-17,13.846364974975586
2015-11-18,14.403534889221191
2015-11-19,14.024184226989746
2015-11-20,13.864144325256348
2015-11-23,14.03011417388916
2015-11-24,14.46873664855957
2015-11-25,14.28498649597168
2015-11-27,14.148660659790039
2015-11-30,13.970834732055664
2015-12-01,13.289193153381348
2015-12-02,12.24596881866455
2015-12-03,11.416132926940918
2015-12-04,9.969854354858398
2015-12-07,9.732758522033691
2015-12-08,9.317841529846191
2015-12-09,9.963929176330566
2015-12-10,10.082475662231445
2015-12-11,9.875016212463379
2015-12-14,9.483810424804688
2015-12-15,9.388972282409668
2015-12-16,9.44824504852295
2015-12-17,9.110383033752441
2015-12-18,8.974052429199219
2015-12-21,8.974052429199219
2015-12-22,9.080745697021484
2015-12-23,9.72683334350586
2015-12-24,9.531229972839355
2015-12-28,9.045183181762695
2015-12-29,8.950346946716309
2015-12-30,8.618412971496582
2015-12-31,8.843650817871094
