Date,KMI
2015-01-02,24.033781051635742
2015-01-05,23.382551193237305
2015-01-06,22.922197341918945
2015-01-07,23.225353240966797
2015-01-08,23.769922256469727
2015-01-09,23.472373962402344
2015-01-12,23.360095977783203
2015-01-13,22.95587921142578
2015-01-14,23.141143798828125
2015-01-15,22.888513565063477
2015-01-16,23.3151798248291
2015-01-20,23.47798728942871
2015-01-21,23.579038619995117
2015-01-22,23.623958587646484
2015-01-23,23.730621337890625
2015-01-26,23.730621337890625
2015-01-27,23.820446014404297
2015-01-28,23.219743728637695
2015-01-29,23.10622787475586
2015-01-30,23.299198150634766
2015-02-02,23.622724533081055
2015-02-03,23.543262481689453
2015-02-04,23.15730857849121
2015-02-05,23.548933029174805
2015-02-06,23.503541946411133
2015-02-09,23.384342193603516
2015-02-10,23.582984924316406
2015-02-11,23.3900146484375
2015-02-12,23.702184677124023
2015-02-13,23.821380615234375
2015-02-17,23.895156860351562
2015-02-18,23.940568923950195
2015-02-19,23.844079971313477
2015-02-20,23.76462173461914
2015-02-23,23.855436325073242
2015-02-24,23.934894561767578
2015-02-25,23.900836944580078
2015-02-26,23.395692825317383
2015-02-27,23.276506423950195
2015-03-02,23.174331665039062
2015-03-03,23.321916580200195
2015-03-04,23.293527603149414
2015-03-05,23.180007934570312
2015-03-06,22.935949325561523
2015-03-09,22.754331588745117
2015-03-10,22.754331588745117
2015-03-11,22.59540367126465
2015-03-12,22.572696685791016
2015-03-13,22.657838821411133
2015-03-16,23.055133819580078
2015-03-17,23.174331665039062
2015-03-18,23.588668823242188
2015-03-19,23.571638107299805
2015-03-20,23.906513214111328
2015-03-23,23.923542022705078
2015-03-24,23.395692825317383
2015-03-25,23.3446044921875
2015-03-26,23.42974281311035
2015-03-27,23.424068450927734
2015-03-30,23.87813377380371
2015-03-31,23.87246322631836
2015-04-01,23.792999267578125
2015-04-02,23.679475784301758
2015-04-06,23.821380615234375
2015-04-07,23.832727432250977
2015-04-08,23.866783142089844
2015-04-09,24.03138542175293
2015-04-10,24.366252899169922
2015-04-13,24.394634246826172
2015-04-14,24.411659240722656
2015-04-15,24.65005111694336
2015-04-16,24.791948318481445
2015-04-17,24.916812896728516
2015-04-20,24.808975219726562
2015-04-21,24.752206802368164
2015-04-22,25.013290405273438
2015-04-23,25.29709243774414
2015-04-24,25.166545867919922
2015-04-27,25.036006927490234
2015-04-28,24.78925132751465
2015-04-29,24.71466827392578
2015-04-30,24.64580535888672
2015-05-01,24.749094009399414
2015-05-04,24.576942443847656
2015-05-05,24.473649978637695
2015-05-06,24.48512840270996
2015-05-07,24.479394912719727
2015-05-08,24.69171142578125
2015-05-11,24.467914581298828
2015-05-12,24.502342224121094
2015-05-13,24.192476272583008
2015-05-14,24.180999755859375
2015-05-15,24.456436157226562
2015-05-18,24.576942443847656
2015-05-19,24.59415054321289
2015-05-20,24.43922233581543
2015-05-21,24.479394912719727
2015-05-22,24.496597290039062
2015-05-26,24.152315139770508
2015-05-27,24.09492301940918
2015-05-28,23.882617950439453
2015-05-29,23.808012008666992
2015-06-01,23.693246841430664
2015-06-02,23.693246841430664
2015-06-03,23.452239990234375
2015-06-04,23.010395050048828
2015-06-05,23.182538986206055
2015-06-08,23.067785263061523
2015-06-09,23.090734481811523
2015-06-10,23.08500099182129
2015-06-11,22.82677459716797
2015-06-12,22.333280563354492
2015-06-15,22.585765838623047
2015-06-16,22.660362243652344
2015-06-17,22.677576065063477
2015-06-18,22.998924255371094
2015-06-19,22.68906021118164
2015-06-22,22.752178192138672
2015-06-23,22.625932693481445
2015-06-24,22.63741683959961
2015-06-25,22.367708206176758
2015-06-26,22.356233596801758
2015-06-29,22.011940002441406
2015-06-30,22.02916145324707
2015-07-01,21.793888092041016
2015-07-02,21.822574615478516
2015-07-06,21.518451690673828
2015-07-07,21.656169891357422
2015-07-08,21.4036922454834
2015-07-09,21.518451690673828
2015-07-10,21.857006072998047
2015-07-13,21.914386749267578
2015-07-14,21.81683921813965
2015-07-15,21.564353942871094
2015-07-16,21.461069107055664
2015-07-17,21.168420791625977
2015-07-20,20.82986068725586
2015-07-21,20.565898895263672
2015-07-22,20.29046630859375
2015-07-23,20.055191040039062
2015-07-24,19.997814178466797
2015-07-27,20.210126876831055
2015-07-28,20.410968780517578
2015-07-29,20.504066467285156
2015-07-30,20.381877899169922
2015-07-31,20.154958724975586
2015-08-03,19.637117385864258
2015-08-04,19.58475685119629
2015-08-05,18.758543014526367
2015-08-06,19.02036476135254
2015-08-07,18.70035743713379
2015-08-10,18.90981674194336
2015-08-11,19.136734008789062
2015-08-12,19.695301055908203
2015-08-13,19.282194137573242
2015-08-14,19.759309768676758
2015-08-17,19.992046356201172
2015-08-18,19.747669219970703
2015-08-19,19.538209915161133
2015-08-20,19.02036476135254
2015-08-21,18.49671173095703
2015-08-24,17.618131637573242
2015-08-25,17.41448211669922
2015-08-26,17.914873123168945
2015-08-27,18.618898391723633
2015-08-28,18.985462188720703
2015-08-31,18.857454299926758
2015-09-01,18.26397705078125
2015-09-02,18.21742820739746
2015-09-03,18.083606719970703
2015-09-04,17.903234481811523
2015-09-08,18.089426040649414
2015-09-09,17.827594757080078
2015-09-10,17.746143341064453
2015-09-11,17.513404846191406
2015-09-14,17.373756408691406
2015-09-15,17.56577491760254
2015-09-16,17.856685638427734
2015-09-17,17.938148498535156
2015-09-18,17.676313400268555
2015-09-21,17.84505271911621
2015-09-22,17.51922035217285
2015-09-23,16.908288955688477
2015-09-24,17.071203231811523
2015-09-25,17.11775016784668
2015-09-28,16.02971076965332
2015-09-29,15.220953941345215
2015-09-30,16.105344772338867
2015-10-01,16.36717987060547
2015-10-02,17.23993492126465
2015-10-05,18.00796890258789
2015-10-06,18.49089813232422
2015-10-07,18.70035743713379
2015-10-08,19.014549255371094
2015-10-09,18.822538375854492
2015-10-12,18.78763198852539
2015-10-13,18.316343307495117
2015-10-14,18.461803436279297
