Date,NWSA
2015-01-02,13.633955001831055
2015-01-05,13.22292709350586
2015-01-06,13.03927230834961
2015-01-07,13.004292488098145
2015-01-08,13.415325164794922
2015-01-09,13.47653865814209
2015-01-12,13.3628511428833
2015-01-13,13.319123268127441
2015-01-14,13.205435752868652
2015-01-15,13.126726150512695
2015-01-16,13.170453071594238
2015-01-20,13.056764602661133
2015-01-21,13.07425594329834
2015-01-22,13.292886734008789
2015-01-23,13.275396347045898
2015-01-26,13.590228080749512
2015-01-27,13.511520385742188
2015-01-28,13.240418434143066
2015-01-29,13.056764602661133
2015-01-30,13.021781921386719
2015-02-02,13.065508842468262
2015-02-03,13.651445388793945
2015-02-04,13.633955001831055
2015-02-05,13.756390571594238
2015-02-06,14.219893455505371
2015-02-09,14.622177124023438
2015-02-10,14.66590404510498
2015-02-11,14.657156944274902
2015-02-12,14.72712230682373
2015-02-13,14.770846366882324
2015-02-17,14.963245391845703
2015-02-18,14.832064628601074
2015-02-19,14.902029991149902
2015-02-20,14.989480018615723
2015-02-23,15.146890640258789
2015-02-24,15.120662689208984
2015-02-25,15.251837730407715
2015-02-26,15.155640602111816
2015-02-27,15.103171348571777
2015-03-02,15.251837730407715
2015-03-03,15.05069637298584
2015-03-04,14.945754051208496
2015-03-05,14.954498291015625
2015-03-06,14.718375205993652
2015-03-09,14.587197303771973
2015-03-10,14.193655014038086
2015-03-11,14.342325210571289
2015-03-12,14.64841365814209
2015-03-13,14.60468864440918
2015-03-16,14.79708194732666
2015-03-17,14.64841365814209
2015-03-18,14.770846366882324
2015-03-19,14.595941543579102
2015-03-20,14.72712230682373
2015-03-23,14.762101173400879
2015-03-24,14.66590404510498
2015-03-25,14.35981559753418
2015-03-26,14.149928092956543
2015-03-27,14.12369155883789
2015-03-30,14.184910774230957
2015-03-31,14.001256942749023
2015-04-01,14.088711738586426
2015-04-02,14.149928092956543
2015-04-06,14.21114730834961
2015-04-07,14.097455978393555
2015-04-08,14.044986724853516
2015-04-09,13.940041542053223
2015-04-10,13.9225492477417
2015-04-13,14.053730964660645
2015-04-14,13.975022315979004
2015-04-15,13.948785781860352
2015-04-16,13.896315574645996
2015-04-17,13.633955001831055
2015-04-20,13.686426162719727
2015-04-21,13.572737693786621
2015-04-22,13.607718467712402
2015-04-23,13.607718467712402
2015-04-24,13.581482887268066
2015-04-27,13.616461753845215
2015-04-28,13.966279029846191
2015-04-29,13.808862686157227
2015-04-30,13.800119400024414
2015-05-01,14.036240577697754
2015-05-04,14.141183853149414
2015-05-05,14.010004997253418
2015-05-06,13.109235763549805
2015-05-07,13.091745376586914
2015-05-08,13.240418434143066
2015-05-11,13.738898277282715
2015-05-12,13.424068450927734
2015-05-13,13.345359802246094
2015-05-14,13.459049224853516
2015-05-15,13.59897518157959
2015-05-18,13.712661743164062
2015-05-19,13.712661743164062
2015-05-20,13.668937683105469
2015-05-21,13.668937683105469
2015-05-22,13.590228080749512
2015-05-26,13.415325164794922
2015-05-27,13.502775192260742
2015-05-28,13.424068450927734
2015-05-29,13.249161720275879
2015-06-01,13.319123268127441
2015-06-02,13.257906913757324
2015-06-03,13.310378074645996
2015-06-04,13.117982864379883
2015-06-05,13.117982864379883
2015-06-08,12.978058815002441
2015-06-09,12.733186721801758
2015-06-10,12.811897277832031
2015-06-11,12.750678062438965
2015-06-12,12.602008819580078
2015-06-15,12.418354988098145
2015-06-16,12.418354988098145
2015-06-17,12.435846328735352
2015-06-18,12.715696334838867
2015-06-19,13.091745376586914
2015-06-22,13.161709785461426
2015-06-23,13.109235763549805
2015-06-24,12.969310760498047
2015-06-25,12.899349212646484
2015-06-26,13.292886734008789
2015-06-29,12.636987686157227
