date,WFM
2015-01-02,47.988615660797
2015-01-05,47.682284980337
2015-01-06,47.347235798584
2015-01-07,48.026906995854
2015-01-08,48.47683018278
2015-01-09,47.816304653038
2015-01-12,49.601638150093
2015-01-13,49.520269063096
2015-01-14,49.376676556631
2015-01-15,48.551332691933
2015-01-16,49.386273578313
2015-01-20,49.242318253075
2015-01-21,50.605095331995
2015-01-22,50.619490864519
2015-01-23,51.036961307709
2015-01-26,51.334468979867
2015-01-27,51.008170242661
2015-01-28,50.576304266947
2015-01-29,50.864214917423
2015-01-30,49.995684455154
2015-02-02,51.008170242661
2015-02-03,51.257692806407
2015-02-04,51.516812391836
2015-02-05,51.224103230518
2015-02-06,51.368058555756
2015-02-09,50.806632787328
2015-02-10,50.88820747163
2015-02-11,51.353663023232
2015-02-12,54.031232072659
2015-02-13,53.88247823658
2015-02-17,53.676142270405
2015-02-18,54.894964024087
2015-02-19,54.347933788183
2015-02-20,54.429508472484
2015-02-23,54.683829547071
2015-02-24,54.395918896595
2015-02-25,54.597456351929
2015-02-26,54.443904005008
2015-02-27,54.213575484627
2015-03-02,53.954455899199
2015-03-03,53.292261403104
2015-03-04,53.109917991136
2015-03-05,53.887276747421
2015-03-06,53.417022684977
2015-03-09,53.393030130771
2015-03-10,52.294171148121
2015-03-11,51.910290280819
2015-03-12,52.409335408311
2015-03-13,52.02545454101
2015-03-16,52.457320516724
2015-03-17,51.747140912216
2015-03-18,51.631976652026
2015-03-19,51.45923026174
2015-03-20,51.795126020629
2015-03-23,51.123334502852
2015-03-24,50.576304266947
2015-03-25,49.520631881869
2015-03-26,50.048468074408
2015-03-27,49.837333597392
2015-03-30,50.240408508059
2015-03-31,49.98128892263
2015-04-01,49.347885491583
2015-04-02,50.077259139456
2015-04-06,49.933303814218
2015-04-07,49.44865421925
2015-04-08,49.405467621678
2015-04-09,49.718160454727
2015-04-10,49.578651344598
2015-04-13,49.949072085286
2015-04-14,49.05910017584
2015-04-15,48.308637376523
2015-04-16,47.490825351627
2015-04-17,46.961652864929
2015-04-20,46.538314875571
2015-04-21,47.115593951969
2015-04-22,46.75960518819
2015-04-23,46.422859060292
2015-04-24,47.750600936006
2015-04-27,47.086729998149
2015-04-28,46.961652864929
2015-04-29,46.384373788532
2015-04-30,45.951414481234
2015-05-01,46.350699175742
2015-05-04,46.932788911109
2015-05-05,45.730124168615
2015-05-06,45.912929209474
2015-05-07,41.439016367394
2015-05-08,40.972382447306
2015-05-11,41.107080898466
2015-05-12,40.900222562756
2015-05-13,41.092648921556
2015-05-14,41.275453962415
2015-05-15,41.443827026364
2015-05-18,41.083027603616
