Date,VMC
2015-01-02,61.0832633972168
2015-01-05,59.39612579345703
2015-01-06,59.25935363769531
2015-01-07,60.38106155395508
2015-01-08,62.268829345703125
2015-01-09,62.27794647216797
2015-01-12,62.24148178100586
2015-01-13,61.42984390258789
2015-01-14,61.77635955810547
2015-01-15,60.39017868041992
2015-01-16,61.0012092590332
2015-01-20,61.092384338378906
2015-01-21,61.9952507019043
2015-01-22,63.76445388793945
2015-01-23,63.600284576416016
2015-01-26,64.31163024902344
2015-01-27,64.04716491699219
2015-01-28,63.86477279663086
2015-01-29,65.0594482421875
2015-01-30,64.3025131225586
2015-02-02,65.15067291259766
2015-02-03,65.49715423583984
2015-02-04,65.1780014038086
2015-02-05,67.49437713623047
2015-02-06,68.60697174072266
2015-02-09,69.4642333984375
2015-02-10,70.91422271728516
2015-02-11,71.13309478759766
2015-02-12,72.41899108886719
2015-02-13,72.83847045898438
2015-02-17,73.65013885498047
2015-02-18,73.9328384399414
2015-02-19,74.10613250732422
2015-02-20,73.85076141357422
2015-02-23,73.15765380859375
2015-02-24,73.62279510498047
2015-02-25,75.22067260742188
2015-02-26,75.22982025146484
2015-02-27,75.78681182861328
2015-03-02,77.15645599365234
2015-03-03,77.40296173095703
2015-03-04,77.24774169921875
2015-03-05,77.5855941772461
2015-03-06,77.38471984863281
2015-03-09,77.01950073242188
2015-03-10,75.26632690429688
2015-03-11,76.00594329833984
2015-03-12,77.70429229736328
2015-03-13,77.25689697265625
2015-03-16,77.71341705322266
2015-03-17,77.70429229736328
2015-03-18,78.31608581542969
2015-03-19,76.88250732421875
2015-03-20,76.74552154541016
2015-03-23,76.98294067382812
2015-03-24,77.74080657958984
2015-03-25,76.6451416015625
2015-03-26,76.70902252197266
2015-03-27,76.85515594482422
2015-03-30,77.96910858154297
2015-03-31,76.97386169433594
2015-04-01,76.90078735351562
2015-04-02,76.98294067382812
2015-04-06,77.12904357910156
2015-04-07,75.9968032836914
2015-04-08,75.96941375732422
2015-04-09,75.59503936767578
2015-04-10,76.09725952148438
2015-04-13,75.81417846679688
2015-04-14,76.01508331298828
2015-04-15,76.52640533447266
2015-04-16,75.55850219726562
2015-04-17,74.809814453125
2015-04-20,74.66368103027344
2015-04-21,74.29845428466797
2015-04-22,73.87841033935547
2015-04-23,75.17504119873047
2015-04-24,76.2159652709961
2015-04-27,75.89636993408203
2015-04-28,75.86897277832031
2015-04-29,75.85071563720703
2015-04-30,78.08779907226562
2015-05-01,80.65359497070312
2015-05-04,80.4435806274414
2015-05-05,78.0695571899414
2015-05-06,79.75873565673828
2015-05-07,81.721923828125
2015-05-08,82.60761260986328
2015-05-11,83.35636901855469
2015-05-12,82.38845825195312
2015-05-13,82.97286224365234
2015-05-14,84.66207885742188
2015-05-15,83.99551391601562
2015-05-18,84.16902160644531
2015-05-19,84.31510162353516
2015-05-20,83.94987487792969
2015-05-21,83.95901489257812
2015-05-22,83.71221160888672
2015-05-26,82.52387237548828
2015-05-27,83.15460968017578
2015-05-28,82.7249755859375
2015-05-29,82.2039566040039
2015-06-01,81.87487030029297
2015-06-02,82.45077514648438
2015-06-03,81.4818115234375
2015-06-04,81.00648498535156
2015-06-05,81.46354675292969
2015-06-08,80.94253540039062
2015-06-09,80.51290893554688
2015-06-10,81.92058563232422
2015-06-11,81.7743148803711
2015-06-12,81.25331115722656
2015-06-15,80.23865509033203
2015-06-16,80.2477798461914
2015-06-17,79.95531463623047
2015-06-18,81.24414825439453
2015-06-19,81.61895751953125
2015-06-22,82.12166595458984
2015-06-23,81.50926208496094
2015-06-24,80.20211029052734
2015-06-25,79.14176177978516
2015-06-26,79.05036163330078
2015-06-29,76.9205093383789
2015-06-30,76.71943664550781
2015-07-01,77.98999786376953
2015-07-02,78.03571319580078
2015-07-06,78.47445678710938
2015-07-07,79.02291870117188
2015-07-08,78.05400848388672
2015-07-09,78.53846740722656
2015-07-10,82.59703063964844
2015-07-13,82.66099548339844
2015-07-14,82.2588119506836
2015-07-15,81.38126373291016
2015-07-16,82.90779876708984
2015-07-17,83.79447174072266
2015-07-20,85.95173645019531
2015-07-21,85.46724700927734
2015-07-22,85.82374572753906
2015-07-23,83.99555969238281
2015-07-24,82.07598114013672
2015-07-27,80.6591567993164
2015-07-28,81.49095153808594
2015-07-29,83.29170989990234
2015-07-30,83.63909149169922
2015-07-31,83.20030975341797
2015-08-03,81.95716094970703
2015-08-04,87.79815673828125
2015-08-05,89.05962371826172
2015-08-06,87.11261749267578
2015-08-07,86.39049530029297
2015-08-10,87.73417663574219
2015-08-11,87.96270751953125
2015-08-12,88.90421295166016
2015-08-13,88.56600189208984
2015-08-14,89.37042236328125
2015-08-17,90.32106018066406
2015-08-18,90.54045104980469
2015-08-19,88.48372650146484
2015-08-20,85.36668395996094
2015-08-21,83.87512969970703
2015-08-24,80.83711242675781
2015-08-25,78.70499420166016
2015-08-26,80.0044174194336
2015-08-27,83.82939910888672
2015-08-28,84.57058715820312
2015-08-31,85.66869354248047
2015-09-01,84.11305236816406
2015-09-02,87.48051452636719
2015-09-03,89.15509033203125
2015-09-04,87.21514129638672
2015-09-08,90.14334106445312
2015-09-09,90.26229858398438
2015-09-10,89.90543365478516
2015-09-11,90.710693359375
2015-09-14,91.36038970947266
2015-09-15,91.58916473388672
2015-09-16,92.6780776977539
2015-09-17,92.60488891601562
2015-09-18,90.54597473144531
2015-09-21,91.35124969482422
2015-09-22,88.99951171875
2015-09-23,85.75102233886719
2015-09-24,84.48824310302734
2015-09-25,84.20455932617188
2015-09-28,79.2998046875
2015-09-29,77.9180679321289
2015-09-30,81.62406921386719
2015-10-01,85.03727722167969
2015-10-02,87.48965454101562
2015-10-05,87.31578826904297
2015-10-06,85.06471252441406
2015-10-07,86.42817687988281
2015-10-08,87.37986755371094
2015-10-09,86.8399429321289
2015-10-12,86.19942474365234
2015-10-13,83.28036499023438
2015-10-14,82.25548553466797
2015-10-15,83.71955871582031
2015-10-16,83.655517578125
2015-10-19,81.82540130615234
2015-10-20,81.60580444335938
2015-10-21,80.61750793457031
2015-10-22,85.38497161865234
2015-10-23,86.47393035888672
2015-10-26,84.1862564086914
2015-10-27,83.82022094726562
2015-10-28,86.71184539794922
