Date,MS
2015-01-02,28.405527114868164
2015-01-05,27.51763343811035
2015-01-06,26.72511100769043
2015-01-07,27.10669708251953
2015-01-08,27.510299682617188
2015-01-09,27.062679290771484
2015-01-12,26.688425064086914
2015-01-13,26.438941955566406
2015-01-14,25.837221145629883
2015-01-15,25.374929428100586
2015-01-16,25.602399826049805
2015-01-20,25.49966812133789
2015-01-21,25.4849910736084
2015-01-22,26.07202911376953
2015-01-23,25.79318618774414
2015-01-26,25.763832092285156
2015-01-27,25.43362808227539
2015-01-28,24.85223960876465
2015-01-29,25.293800354003906
2015-01-30,24.881675720214844
2015-02-02,25.330595016479492
2015-02-03,25.786874771118164
2015-02-04,25.58817481994629
2015-02-05,25.7059268951416
2015-02-06,26.338817596435547
2015-02-09,26.221067428588867
2015-02-10,26.611108779907227
2015-02-11,26.76565170288086
2015-02-12,27.155702590942383
2015-02-13,27.067392349243164
2015-02-17,27.17041015625
2015-02-18,26.76565170288086
2015-02-19,26.736223220825195
2015-02-20,27.03795623779297
2015-02-23,26.69205093383789
2015-02-24,27.03795623779297
2015-02-25,26.927553176879883
2015-02-26,26.53750991821289
2015-02-27,26.338817596435547
2015-03-02,26.66999053955078
2015-03-03,26.360898971557617
2015-03-04,25.823671340942383
2015-03-05,26.140111923217773
2015-03-06,26.147470474243164
2015-03-09,26.250505447387695
2015-03-10,25.669124603271484
2015-03-11,25.720640182495117
2015-03-12,27.295520782470703
2015-03-13,26.750930786132812
2015-03-16,27.030582427978516
2015-03-17,26.89812469482422
2015-03-18,27.030582427978516
2015-03-19,26.57431411743164
2015-03-20,26.861324310302734
2015-03-23,26.721500396728516
2015-03-24,26.66999053955078
2015-03-25,26.088600158691406
2015-03-26,26.213706970214844
2015-03-27,26.368255615234375
2015-03-30,26.721500396728516
2015-03-31,26.26522445678711
2015-04-01,26.47128677368164
2015-04-02,26.53750991821289
2015-04-06,26.427122116088867
2015-04-07,26.44919776916504
2015-04-08,26.684711456298828
2015-04-09,26.964345932006836
2015-04-10,26.66999053955078
2015-04-13,26.71413803100586
2015-04-14,27.111536026000977
2015-04-15,27.516300201416016
2015-04-16,27.494226455688477
2015-04-17,27.045305252075195
2015-04-20,27.199846267700195
2015-04-21,27.045305252075195
2015-04-22,27.3764705657959
2015-04-23,27.508941650390625
2015-04-24,27.494226455688477
2015-04-27,27.266084671020508
2015-04-28,27.369531631469727
2015-04-29,27.70205307006836
2015-04-30,27.569049835205078
2015-05-01,27.71681785583496
2015-05-04,28.012386322021484
2015-05-05,27.672487258911133
2015-05-06,27.376916885375977
2015-05-07,27.73899269104004
2015-05-08,27.997615814208984
2015-05-11,28.263628005981445
2015-05-12,27.87199592590332
2015-05-13,27.916336059570312
2015-05-14,28.18233871459961
2015-05-15,27.96805191040039
2015-05-18,28.322734832763672
2015-05-19,28.5887451171875
2015-05-20,28.322734832763672
2015-05-21,28.10844612121582
2015-05-22,28.204511642456055
2015-05-26,27.923728942871094
2015-05-27,28.537012100219727
2015-05-28,28.61829948425293
2015-05-29,28.226673126220703
2015-06-01,28.507469177246094
2015-06-02,28.4631404876709
2015-06-03,28.825204849243164
2015-06-04,28.59613609313965
2015-06-05,29.032106399536133
2015-06-08,28.884309768676758
2015-06-09,28.91387176513672
2015-06-10,29.475448608398438
2015-06-11,29.460664749145508
2015-06-12,29.268550872802734
2015-06-15,29.20943260192871
2015-06-16,29.364614486694336
2015-06-17,29.246389389038086
2015-06-18,29.401548385620117
2015-06-19,29.09121322631836
2015-06-22,29.445899963378906
2015-06-23,29.711910247802734
2015-06-24,29.290719985961914
2015-06-25,28.980375289916992
2015-06-26,29.187267303466797
2015-06-29,28.307958602905273
2015-06-30,28.66263771057129
2015-07-01,29.083833694458008
2015-07-02,28.81781005859375
2015-07-06,28.70696449279785
2015-07-07,28.537012100219727
2015-07-08,27.923728942871094
2015-07-09,28.152788162231445
2015-07-10,28.55179786682129
2015-07-13,29.05427360534668
2015-07-14,29.342453002929688
2015-07-15,29.335060119628906
2015-07-16,29.4902286529541
2015-07-17,29.704513549804688
2015-07-20,29.586284637451172
2015-07-21,29.615848541259766
2015-07-22,29.95574951171875
2015-07-23,29.512392044067383
2015-07-24,29.261165618896484
2015-07-27,29.002540588378906
2015-07-28,29.002540588378906
