Date,HST
2015-01-02,15.13420581817627
2015-01-05,15.013437271118164
2015-01-06,14.949873924255371
2015-01-07,15.032509803771973
2015-01-08,15.191412925720215
2015-01-09,15.089715957641602
2015-01-12,15.121498107910156
2015-01-13,15.096071243286133
2015-01-14,15.076996803283691
2015-01-15,15.102431297302246
2015-01-16,15.076996803283691
2015-01-20,15.057929039001465
2015-01-21,15.00708293914795
2015-01-22,15.324893951416016
2015-01-23,15.337606430053711
2015-01-26,15.343965530395508
2015-01-27,15.242262840270996
2015-01-28,14.937162399291992
2015-01-29,15.026147842407227
2015-01-30,14.549429893493652
2015-02-02,14.606642723083496
2015-02-03,14.816393852233887
2015-02-04,14.663848876953125
2015-02-05,14.886312484741211
2015-02-06,14.721052169799805
2015-02-09,14.581214904785156
2015-02-10,14.708337783813477
2015-02-11,14.746477127075195
2015-02-12,15.064285278320312
2015-02-13,15.013437271118164
2015-02-17,14.975301742553711
2015-02-18,14.962590217590332
2015-02-19,13.901092529296875
2015-02-20,13.837533950805664
2015-02-23,13.735834121704102
2015-02-24,13.551506996154785
2015-02-25,13.507011413574219
2015-02-26,13.42437744140625
2015-02-27,13.348105430603027
2015-03-02,13.621421813964844
2015-03-03,13.564217567443848
2015-03-04,13.284541130065918
2015-03-05,13.131994247436523
2015-03-06,12.890458106994629
2015-03-09,12.985801696777344
2015-03-10,12.877744674682617
2015-03-11,12.960376739501953
2015-03-12,13.25275993347168
2015-03-13,13.220979690551758
2015-03-16,13.367175102233887
2015-03-17,13.38624382019043
2015-03-18,13.589643478393555
2015-03-19,13.494295120239258
2015-03-20,13.805750846862793
2015-03-23,13.678629875183105
2015-03-24,13.443451881408691
2015-03-25,13.03664779663086
2015-03-26,12.890458106994629
2015-03-27,12.864776611328125
2015-03-30,13.063785552978516
2015-03-31,12.954648971557617
2015-04-01,13.006009101867676
2015-04-02,13.153657913208008
2015-04-06,13.057366371154785
2015-04-07,12.83910083770752
2015-04-08,12.961068153381348
2015-04-09,12.787741661071777
2015-04-10,12.794164657592773
2015-04-13,12.986748695373535
2015-04-14,12.813421249389648
2015-04-15,12.794164657592773
2015-04-16,12.99316692352295
2015-04-17,13.224268913269043
2015-04-20,13.224268913269043
2015-04-21,13.192172050476074
2015-04-22,13.23711109161377
2015-04-23,13.275630950927734
2015-04-24,13.282048225402832
2015-04-27,13.243534088134766
2015-04-28,13.095880508422852
2015-04-29,13.012425422668457
2015-04-30,12.92896842956543
2015-05-01,13.044525146484375
2015-05-04,13.044525146484375
2015-05-05,12.72996711730957
2015-05-06,12.486024856567383
2015-05-07,12.710704803466797
2015-05-08,13.044525146484375
2015-05-11,12.92896842956543
2015-05-12,12.90971565246582
2015-05-13,12.832681655883789
2015-05-14,13.095880508422852
2015-05-15,13.224268913269043
2015-05-18,13.192172050476074
2015-05-19,13.230692863464355
2015-05-20,13.050945281982422
2015-05-21,12.980328559875488
2015-05-22,12.89687728881836
2015-05-26,12.851936340332031
2015-05-27,12.954648971557617
2015-05-28,12.89687728881836
2015-05-29,12.787741661071777
2015-06-01,13.012425422668457
2015-06-02,12.986748695373535
2015-06-03,12.90329647064209
2015-06-04,12.75564193725586
2015-06-05,12.563055992126465
2015-06-08,12.453924179077148
2015-06-09,12.473183631896973
2015-06-10,12.556639671325684
2015-06-11,12.652929306030273
2015-06-12,12.787741661071777
2015-06-15,12.652929306030273
2015-06-16,12.807000160217285
2015-06-17,12.90971565246582
2015-06-18,13.172918319702148
2015-06-19,13.102296829223633
2015-06-22,13.140812873840332
2015-06-23,13.025264739990234
2015-06-24,13.30772590637207
2015-06-25,13.031689643859863
2015-06-26,13.057618141174316
2015-06-29,12.681580543518066
2015-06-30,12.856633186340332
2015-07-01,13.226186752319336
2015-07-02,13.297504425048828
2015-07-06,13.329924583435059
