Date,DE
2015-01-02,72.45175170898438
2015-01-05,70.90168762207031
2015-01-06,70.3111801147461
2015-01-07,70.00772094726562
2015-01-08,70.93450164794922
2015-01-09,70.24556732177734
2015-01-12,70.08153533935547
2015-01-13,70.44239807128906
2015-01-14,70.92630767822266
2015-01-15,71.51678466796875
2015-01-16,71.59883117675781
2015-01-20,71.45939636230469
2015-01-21,71.86943817138672
2015-01-22,73.41134643554688
2015-01-23,72.4599609375
2015-01-26,72.52556610107422
2015-01-27,70.5654296875
2015-01-28,69.36801147460938
2015-01-29,70.45881652832031
2015-01-30,69.86831665039062
2015-02-02,71.05753326416016
2015-02-03,72.68959045410156
2015-02-04,72.7305908203125
2015-02-05,73.09146118164062
2015-02-06,72.97666931152344
2015-02-09,72.9520492553711
2015-02-10,72.78802490234375
2015-02-11,72.8454360961914
2015-02-12,73.29652404785156
2015-02-13,73.84601593017578
2015-02-17,73.74758911132812
2015-02-18,76.068603515625
2015-02-19,75.21565246582031
2015-02-20,75.8061752319336
2015-02-23,74.61695098876953
2015-02-24,75.04341125488281
2015-02-25,75.141845703125
2015-02-26,74.7809829711914
2015-02-27,74.3052978515625
2015-03-02,74.657958984375
2015-03-03,74.85477447509766
2015-03-04,74.18228912353516
2015-03-05,74.19047546386719
2015-03-06,74.02645111083984
2015-03-09,75.4698715209961
2015-03-10,74.6251449584961
2015-03-11,74.00186157226562
2015-03-12,73.96083068847656
2015-03-13,73.39493560791016
2015-03-16,73.10787963867188
2015-03-17,72.68959045410156
2015-03-18,73.25553894042969
2015-03-19,72.238525390625
2015-03-20,73.14070129394531
2015-03-23,73.31294250488281
2015-03-24,72.55840301513672
2015-03-25,72.4189682006836
2015-03-26,72.18111419677734
2015-03-27,72.2223892211914
2015-03-30,73.17206573486328
2015-03-31,72.41234588623047
2015-04-01,72.33802032470703
2015-04-02,72.65179443359375
2015-04-06,73.064697265625
2015-04-07,73.03166961669922
2015-04-08,72.54442596435547
2015-04-09,73.0399169921875
2015-04-10,73.5519027709961
2015-04-13,72.6683120727539
2015-04-14,72.6022720336914
2015-04-15,73.7748794555664
2015-04-16,73.44451904296875
2015-04-17,72.26371002197266
2015-04-20,73.41152954101562
2015-04-21,72.6022720336914
2015-04-22,72.75092315673828
2015-04-23,73.15552520751953
2015-04-24,72.99036407470703
2015-04-27,73.4363021850586
2015-04-28,73.40323638916016
2015-04-29,74.21253204345703
2015-04-30,74.74928283691406
2015-05-01,75.46770477294922
2015-05-04,75.0548324584961
2015-05-05,74.43550109863281
2015-05-06,74.29509735107422
2015-05-07,74.01434326171875
2015-05-08,74.22906494140625
2015-05-11,75.26129913330078
2015-05-12,74.65845489501953
2015-05-13,74.848388671875
