Date,WM
2015-01-02,41.549381256103516
2015-01-05,41.13187789916992
2015-01-06,41.16399383544922
2015-01-07,41.196109771728516
2015-01-08,41.6697998046875
2015-01-09,41.372737884521484
2015-01-12,41.32459259033203
2015-01-13,41.35668182373047
2015-01-14,41.597557067871094
2015-01-15,41.60557174682617
2015-01-16,41.94279098510742
2015-01-20,42.480712890625
2015-01-21,42.33619689941406
2015-01-22,42.3763427734375
2015-01-23,42.5529899597168
2015-01-26,42.721580505371094
2015-01-27,42.66538619995117
2015-01-28,42.26394271850586
2015-01-29,42.191680908203125
2015-01-30,41.292449951171875
2015-02-02,41.3968391418457
2015-02-03,41.94279098510742
2015-02-04,41.92673873901367
2015-02-05,42.23182678222656
2015-02-06,42.103370666503906
2015-02-09,42.175621032714844
2015-02-10,42.312103271484375
2015-02-11,42.19971466064453
2015-02-12,42.312103271484375
2015-02-13,41.18003463745117
2015-02-17,43.307701110839844
2015-02-18,43.8616943359375
2015-02-19,43.66899108886719
2015-02-20,43.76533508300781
2015-02-23,43.81350326538086
2015-02-24,43.73322677612305
2015-02-25,43.78140640258789
2015-02-26,43.58068084716797
2015-02-27,43.74124526977539
2015-03-02,44.038330078125
2015-03-03,44.30327224731445
2015-03-04,44.21495819091797
2015-03-05,44.06536865234375
2015-03-06,43.37812423706055
2015-03-09,43.39427185058594
2015-03-10,42.77980041503906
2015-03-11,42.60192108154297
2015-03-12,42.92534255981445
2015-03-13,43.111297607421875
2015-03-16,43.98452377319336
2015-03-17,44.04111862182617
2015-03-18,44.526248931884766
2015-03-19,44.251338958740234
2015-03-20,44.10580825805664
2015-03-23,44.40495681762695
2015-03-24,44.15432357788086
2015-03-25,43.547908782958984
2015-03-26,43.17599868774414
2015-03-27,43.17599868774414
2015-03-30,43.669185638427734
2015-03-31,43.84707260131836
2015-04-01,43.37812423706055
2015-04-02,43.58025360107422
2015-04-06,44.10580825805664
2015-04-07,44.259429931640625
2015-04-08,44.15432357788086
2015-04-09,44.44538497924805
2015-04-10,44.58284378051758
2015-04-13,44.34028625488281
2015-04-14,43.855167388916016
2015-04-15,43.863243103027344
2015-04-16,43.65302276611328
2015-04-17,42.75554275512695
2015-04-20,42.86874771118164
2015-04-21,42.72320556640625
2015-04-22,42.537235260009766
2015-04-23,42.593833923339844
2015-04-24,42.57766342163086
2015-04-27,42.27851104736328
2015-04-28,42.42403793334961
2015-04-29,40.329933166503906
2015-04-30,40.04693603515625
2015-05-01,40.49972152709961
2015-05-04,40.305667877197266
2015-05-05,39.505218505859375
2015-05-06,39.189884185791016
2015-05-07,39.505218505859375
2015-05-08,39.885231018066406
2015-05-11,39.96607971191406
2015-05-12,40.03076171875
2015-05-13,39.91756820678711
2015-05-14,40.2005500793457
2015-05-15,40.289493560791016
2015-05-18,40.305667877197266
2015-05-19,40.313758850097656
2015-05-20,40.2005500793457
2015-05-21,40.52396774291992
2015-05-22,40.475467681884766
2015-05-26,40.079288482666016
2015-05-27,40.29756164550781
2015-05-28,40.257164001464844
2015-05-29,40.14396667480469
2015-06-01,40.216732025146484
2015-06-02,40.071197509765625
2015-06-03,40.13229751586914
2015-06-04,39.667816162109375
2015-06-05,39.447818756103516
2015-06-08,39.488555908203125
2015-06-09,39.37447738647461
2015-06-10,39.47227096557617
2015-06-11,39.51301193237305
2015-06-12,39.47227096557617
2015-06-15,38.877403259277344
2015-06-16,38.95075225830078
2015-06-17,39.01594161987305
2015-06-18,39.35818099975586
2015-06-19,38.91814422607422
2015-06-22,38.869266510009766
2015-06-23,38.57591247558594
2015-06-24,38.437381744384766
2015-06-25,38.24996566772461
2015-06-26,38.32329177856445
2015-06-29,37.76918411254883
2015-06-30,37.76918411254883
2015-07-01,37.89956283569336
2015-07-02,37.78548812866211
2015-07-06,37.915863037109375
2015-07-07,38.31515884399414
2015-07-08,38.1440315246582
2015-07-09,38.42108154296875
2015-07-10,38.90999984741211
2015-07-13,39.056671142578125
2015-07-14,39.60264205932617
2015-07-15,39.439666748046875
2015-07-16,39.879695892333984
2015-07-17,39.667816162109375
2015-07-20,39.54558563232422
2015-07-21,39.3011474609375
2015-07-22,38.95075225830078
2015-07-23,39.9937858581543
2015-07-24,39.79006576538086
2015-07-27,39.97748565673828
2015-07-28,40.873836517333984
2015-07-29,41.31386184692383
2015-07-30,41.72129821777344
2015-07-31,41.66426086425781
2015-08-03,41.395355224609375
2015-08-04,41.53389358520508
2015-08-05,42.047245025634766
2015-08-06,41.54203414916992
2015-08-07,41.36275863647461
2015-08-10,41.87613296508789
2015-08-11,41.98207092285156
2015-08-12,42.250972747802734
2015-08-13,42.29170608520508
2015-08-14,42.57691192626953
2015-08-17,42.89470291137695
2015-08-18,42.94359588623047
2015-08-19,42.86211395263672
2015-08-20,42.83767318725586
2015-08-21,42.07984161376953
2015-08-24,40.31157684326172
2015-08-25,40.05083465576172
2015-08-26,40.336029052734375
2015-08-27,40.767906188964844
2015-08-28,40.91458511352539
2015-08-31,40.792354583740234
2015-09-01,40.18120193481445
2015-09-02,40.56419372558594
2015-09-03,40.971622467041016
2015-09-04,40.6864128112793
2015-09-08,41.31386184692383
2015-09-09,40.84939193725586
2015-09-10,40.89455032348633
2015-09-11,41.05879211425781
2015-09-14,40.968467712402344
2015-09-15,41.181976318359375
2015-09-16,41.190181732177734
2015-09-17,41.116275787353516
2015-09-18,40.968467712402344
2015-09-21,41.14912414550781
2015-09-22,40.9520378112793
2015-09-23,41.01773452758789
2015-09-24,40.89455032348633
2015-09-25,41.362632751464844
2015-09-28,40.87813949584961
2015-09-29,40.41828155517578
2015-09-30,40.90277862548828
2015-10-01,41.140907287597656
2015-10-02,41.494014739990234
2015-10-05,42.2577018737793
2015-10-06,42.23307800292969
2015-10-07,42.553340911865234
2015-10-08,43.48127365112305
2015-10-09,43.6536979675293
2015-10-12,43.859004974365234
2015-10-13,43.57159423828125
2015-10-14,43.07067108154297
2015-10-15,43.111732482910156
2015-10-16,43.07067108154297
2015-10-19,43.11995315551758
2015-10-20,43.284183502197266
2015-10-21,43.88364028930664
2015-10-22,43.94111251831055
2015-10-23,43.6783332824707
2015-10-26,43.6783332824707
2015-10-27,44.62269973754883
2015-10-28,44.844417572021484
2015-10-29,44.72122573852539
2015-10-30,44.14642333984375
2015-11-02,44.70481872558594
2015-11-03,44.384559631347656
2015-11-04,44.45845413208008
2015-11-05,44.696598052978516
2015-11-06,44.696598052978516
2015-11-09,44.088924407958984
2015-11-10,44.05609893798828
2015-11-11,44.03966522216797
2015-11-12,43.333457946777344
2015-11-13,42.8325309753418
2015-11-16,43.16099548339844
2015-11-17,43.25954818725586
2015-11-18,43.998600006103516
2015-11-19,44.03966522216797
2015-11-20,44.44204330444336
2015-11-23,44.45845413208008
2015-11-24,44.32706069946289
2015-11-25,44.36812973022461
2015-11-27,44.27779769897461
2015-11-30,44.15462875366211
2015-12-01,44.27779769897461
2015-12-02,44.25712203979492
2015-12-03,42.87590026855469
2015-12-04,43.554115295410156
2015-12-07,43.0909423828125
2015-12-08,43.44658279418945
2015-12-09,42.917266845703125
2015-12-10,43.024784088134766
2015-12-11,42.462364196777344
2015-12-14,42.86764144897461
2015-12-15,44.116519927978516
2015-12-16,44.604496002197266
2015-12-17,44.0669059753418
2015-12-18,43.61200714111328
2015-12-21,43.67816925048828
2015-12-22,44.000732421875
2015-12-23,44.38118362426758
2015-12-24,44.19097137451172
2015-12-28,44.58796310424805
2015-12-29,44.95186233520508
2015-12-30,44.64585494995117
2015-12-31,44.14133834838867
