date,DNB
2015-05-26,123.97217869219642
2015-05-27,125.63174050183832
2015-05-28,125.0494381124903
2015-05-29,124.15657444882332
2015-06-01,124.62241636030174
2015-06-02,124.4865458027872
2015-06-03,125.70938082041808
2015-06-04,122.94344447101491
2015-06-05,123.17636542675412
2015-06-08,123.22489062586645
2015-06-09,124.49625084260967
2015-06-10,126.25286305047624
2015-06-11,126.77693520088945
2015-06-12,125.31147418769692
2015-06-15,123.96247365237397
2015-06-16,123.22489062586645
2015-06-17,123.40928638249333
2015-06-18,124.67094155941409
2015-06-19,124.4865458027872
2015-06-22,124.41861052402992
2015-06-23,124.63212140012419
2015-06-24,123.80719301521448
2015-06-25,122.98226463030477
2015-06-26,122.95314951083738
2015-06-29,118.87703278540113
2015-06-30,118.40148583410024
2015-07-01,119.65343597119852
2015-07-02,119.4787452543941
2015-07-06,118.72175214824166
2015-07-07,119.34287469687956
2015-07-08,116.87779458197289
2015-07-09,118.24620519694076
2015-07-10,120.54629963486549
2015-07-13,121.93412032947832
2015-07-14,122.28350176308713
2015-07-15,121.07037178527874
2015-07-16,121.57503385604703
2015-07-17,121.30329274101794
2015-07-20,121.06066674545626
2015-07-21,119.14877390043021
2015-07-22,119.25552933847736
2015-07-23,119.0905436614954
2015-07-24,118.45971607303505
2015-07-27,118.37237071463284
2015-07-28,119.40110493581437
2015-07-29,121.38093305959768
2015-07-30,121.56532881622456
2015-07-31,121.08978186492367
2015-08-03,120.53659459504304
2015-08-04,120.96361634723159
2015-08-05,121.7594296126739
2015-08-06,112.74344761760184
2015-08-07,112.68521737866705
2015-08-10,114.44182958653361
2015-08-11,112.69492241848951
2015-08-12,112.37465610434809
2015-08-13,112.60757706008731
2015-08-14,113.05400889192079
2015-08-17,112.48141154239524
2015-08-18,112.74344761760184
2015-08-19,110.66656909559386
2015-08-20,108.54116537447354
2015-08-21,103.73717066235226
2015-08-24,99.61544024975042
2015-08-25,98.64053870101534
2015-08-26,102.07219215256282
2015-08-27,104.53869307086256
2015-08-28,104.3729598075776
2015-08-31,103.31031711945636
2015-09-01,99.50820107938955
2015-09-02,101.88696085830315
2015-09-03,102.21842738487307
2015-09-04,100.5903417984855
2015-09-08,104.3924578385523
2015-09-09,103.86601100223537
2015-09-10,102.65713308180386
2015-09-11,102.35491360169598
2015-09-14,102.18918033841102
2015-09-15,103.71977576992509
2015-09-16,104.967649752306
2015-09-17,103.7977678938239
2015-09-18,102.23792541584778
2015-09-21,103.13483484068405
2015-09-22,102.99834862386115
2015-09-23,102.93985453093704
2015-09-24,102.31591753974658
2015-09-25,102.95935256191173
2015-09-28,99.82016957498477
2015-09-29,99.96640480729505
2015-09-30,102.36466261718334
2015-10-01,103.34931318140578
2015-10-02,104.48994799342582
2015-10-05,106.14728062627545
2015-10-06,105.59158674349645
2015-10-07,108.38955418836613
2015-10-08,110.17362402255132
2015-10-09,110.92429821507733
2015-10-12,110.5148395646086
2015-10-13,109.13047936540478
2015-10-14,107.385405593169
2015-10-15,109.12073034991744
2015-10-16,108.98424413309453
2015-10-19,108.95499708663247
2015-10-20,110.4368474407098
2015-10-21,107.78511522815037
2015-10-22,108.37005615739142
2015-10-23,109.33520869063916
2015-10-26,109.19872247381625
2015-10-27,108.23356994056851
2015-10-28,109.38395376807591
2015-10-29,109.1109813344301
2015-10-30,111.0120393544635
2015-11-02,112.11367810453413
2015-11-03,105.77681803775612
2015-11-04,108.96474610211982
2015-11-05,108.79901283883486
2015-11-06,110.35885531681099
2015-11-09,108.40905221934084
2015-11-10,106.45924912187067
2015-11-11,108.00934258435946
2015-11-12,106.16677865725015
2015-11-13,103.85626198674801
2015-11-16,104.48994799342582
2015-11-17,104.38270882306495
2015-11-18,105.72807296031937
2015-11-19,105.29911627887593
2015-11-20,104.65568125671076
2015-11-23,105.85724741552676
2015-11-24,105.39708365040192
2015-11-25,105.50478155287796
2015-11-27,106.66987704330042
2015-11-30,105.53415370809869
2015-12-01,105.84745669711985
2015-12-02,103.9284758893652
2015-12-03,102.7242175253151
2015-12-04,105.96494531800279
2015-12-07,104.91733844846325
2015-12-08,104.66277976988357
2015-12-09,102.20530944974878
2015-12-10,103.46831212424037
2015-12-11,100.89335318322264
2015-12-14,99.72825769280018
2015-12-15,100.64858522304986
2015-12-16,103.66412649237859
2015-12-17,101.90179717913452
2015-12-18,98.85688375458506
2015-12-21,101.24581904587146
2015-12-22,102.06823939205202
2015-12-23,104.23198815997945
2015-12-24,103.840359423703
2015-12-28,104.06554594706196
2015-12-29,105.26980431111207
2015-12-30,103.5858007451233
2015-12-31,101.75493640303087
