date,DNB
2015-01-02,117.23512587323076
2015-01-05,113.37065522175804
2015-01-06,112.90807519365158
2015-01-07,113.1490022916237
2015-01-08,115.47153951607487
2015-01-09,115.49081368391265
2015-01-12,112.23347931932966
2015-01-13,112.57077725649063
2015-01-14,111.67452845203435
2015-01-15,111.0866663329824
2015-01-16,112.90807519365158
2015-01-20,112.85025269013828
2015-01-21,111.25049675960344
2015-01-22,114.20908152270101
2015-01-23,114.02597692824219
2015-01-26,114.69093571864524
2015-01-27,112.13710848014082
2015-01-28,110.7782796475781
2015-01-29,111.87690721433094
2015-01-30,110.93247299028025
2015-02-02,114.11271068351215
2015-02-03,116.68581208985434
2015-02-04,117.0231100270153
2015-02-05,119.38419558714202
2015-02-06,117.66879464958056
2015-02-09,115.57754743918262
2015-02-10,121.11887069254125
2015-02-11,124.5785838194208
2015-02-12,127.99011152670593
2015-02-13,128.43341738697464
2015-02-17,130.46684209385927
2015-02-18,130.987244625479
2015-02-19,130.60176126872366
2015-02-20,130.97086158281692
2015-02-23,130.1779192725843
2015-02-24,130.13923915989002
2015-02-25,130.62274056856845
2015-02-26,130.52604028683274
2015-02-27,128.10853324344052
2015-03-02,128.2729237223912
2015-03-03,127.63470186293567
2015-03-04,127.0641702006951
2015-03-05,126.24221780594175
2015-03-06,124.79171357990641
2015-03-09,125.10115448146061
2015-03-10,122.56760709998557
2015-03-11,122.38387656468775
2015-03-12,123.7666905935081
2015-03-13,123.49592980464817
2015-03-16,124.49194270652578
2015-03-17,125.67168614370118
2015-03-18,126.5323186511488
2015-03-19,126.40660828489241
2015-03-20,126.27122789046246
2015-03-23,124.62732310095573
2015-03-24,122.72232755076267
2015-03-25,121.6876345361908
2015-03-26,121.61994433897581
2015-03-27,122.35486648016705
2015-03-30,124.91742394616281
2015-03-31,124.12448163593017
2015-04-01,124.77237352355927
2015-04-02,124.82072366442712
2015-04-06,125.44927549570909
2015-04-07,124.2018418613187
2015-04-08,125.18818473502274
2015-04-09,126.06815729881751
2015-04-10,126.59033882019021
2015-04-13,125.76838642543687
2015-04-14,128.00216293353128
2015-04-15,130.29395961066712
2015-04-16,129.58804755399657
2015-04-17,126.91911977809156
2015-04-20,128.3986340886476
2015-04-21,127.77975228553917
2015-04-22,127.94414276448987
2015-04-23,127.97315284901057
2015-04-24,127.50899149667927
2015-04-27,126.31957803133028
2015-04-28,125.86508670717255
2015-04-29,124.23085194583942
2015-04-30,123.4572496919539
2015-05-01,124.34689228392224
2015-05-04,125.30422507310557
2015-05-05,122.21948608573709
2015-05-06,120.82700202874317
2015-05-07,120.9720524513467
2015-05-08,121.6876345361908
2015-05-11,122.00674546591857
2015-05-12,120.80766197239603
2015-05-13,121.80367487427361
2015-05-14,124.96577408703064
2015-05-15,124.23085194583942
2015-05-18,125.43960546753553
2015-05-19,125.44927549570909
2015-05-20,124.67567324182359
2015-05-21,125.45894552388268
2015-05-22,124.71435335451785
