Date,ECL
2015-01-02,92.19293975830078
2015-01-05,90.13360595703125
2015-01-06,87.43787384033203
2015-01-07,88.71941375732422
2015-01-08,90.6992416381836
2015-01-09,89.55911254882812
2015-01-12,89.0552978515625
2015-01-13,90.08055877685547
2015-01-14,89.55911254882812
2015-01-15,88.98457336425781
2015-01-16,90.3368911743164
2015-01-20,90.64620208740234
2015-01-21,91.91895294189453
2015-01-22,94.01363372802734
2015-01-23,93.58052062988281
2015-01-26,94.5881118774414
2015-01-27,94.11085510253906
2015-01-28,91.5477294921875
2015-01-29,92.25479888916016
2015-01-30,91.71562957763672
2015-02-02,91.46817016601562
2015-02-03,93.75730895996094
2015-02-04,92.30781555175781
2015-02-05,94.02245330810547
2015-02-06,94.28758239746094
2015-02-09,94.78254699707031
2015-02-10,95.74595642089844
2015-02-11,96.61209106445312
2015-02-12,97.90251922607422
2015-02-13,98.65376281738281
2015-02-17,98.69793701171875
2015-02-18,98.60074615478516
2015-02-19,98.78634643554688
2015-02-20,99.45804595947266
2015-02-23,98.46818542480469
2015-02-24,99.87346649169922
2015-02-25,102.21562194824219
2015-02-26,102.65751647949219
2015-02-27,102.11837768554688
2015-03-02,102.48961639404297
2015-03-03,102.69287109375
2015-03-04,102.68406677246094
2015-03-05,103.20552062988281
2015-03-06,101.6544418334961
2015-03-09,102.70914459228516
2015-03-10,101.83169555664062
2015-03-11,101.4859848022461
2015-03-12,102.64712524414062
2015-03-13,101.45940399169922
2015-03-16,102.07987976074219
2015-03-17,101.3176040649414
2015-03-18,102.54964447021484
2015-03-19,101.93806457519531
2015-03-20,102.16849517822266
2015-03-23,101.29102325439453
2015-03-24,100.67057037353516
2015-03-25,100.88330078125
2015-03-26,101.27330017089844
2015-03-27,101.25557708740234
2015-03-30,101.74308776855469
2015-03-31,101.37965393066406
2015-04-01,100.63513946533203
2015-04-02,100.48446655273438
2015-04-06,101.61011505126953
2015-04-07,101.54803466796875
2015-04-08,102.2305679321289
2015-04-09,102.6914291381836
2015-04-10,103.13460540771484
2015-04-13,102.31031799316406
2015-04-14,102.9484634399414
2015-04-15,103.7195816040039
2015-04-16,103.55120086669922
2015-04-17,102.10648345947266
2015-04-20,102.9484634399414
2015-04-21,102.70914459228516
2015-04-22,102.8598403930664
2015-04-23,102.68256378173828
2015-04-24,102.4521255493164
2015-04-27,102.89532470703125
2015-04-28,100.12989807128906
2015-04-29,101.40625762939453
2015-04-30,99.25244903564453
2015-05-01,100.99848937988281
2015-05-04,101.01626586914062
2015-05-05,99.5892562866211
2015-05-06,99.71332550048828
2015-05-07,100.40467071533203
2015-05-08,101.74308776855469
2015-05-11,100.67057037353516
2015-05-12,100.55535125732422
2015-05-13,101.05168914794922
2015-05-14,102.80667877197266
2015-05-15,102.92189025878906
2015-05-18,102.68256378173828
2015-05-19,102.57621765136719
2015-05-20,102.43439483642578
2015-05-21,102.8509750366211
2015-05-22,102.15962982177734
2015-05-26,100.88330078125
2015-05-27,101.44169616699219
2015-05-28,101.75192260742188
2015-05-29,101.61897277832031
2015-06-01,101.98237609863281
2015-06-02,102.5230484008789
2015-06-03,103.13460540771484
2015-06-04,101.06056213378906
2015-06-05,101.05168914794922
2015-06-08,100.68830108642578
2015-06-09,100.74147033691406
2015-06-10,102.4698715209961
2015-06-11,102.5584945678711
2015-06-12,101.56295013427734
2015-06-15,101.22516632080078
2015-06-16,101.73182678222656
2015-06-17,102.2562255859375
2015-06-18,104.19404602050781
2015-06-19,104.14958190917969
2015-06-22,104.6473617553711
2015-06-23,104.19404602050781
2015-06-24,103.34070587158203
2015-06-25,103.07405090332031
2015-06-26,102.86959075927734
2015-06-29,100.38075256347656
2015-06-30,100.50519561767578
2015-07-01,100.62073516845703
2015-07-02,100.27410125732422
2015-07-06,99.46519470214844
2015-07-07,99.71408081054688
2015-07-08,98.32744598388672
2015-07-09,98.31855773925781
2015-07-10,99.80294799804688
2015-07-13,101.09183502197266
2015-07-14,101.95404815673828
2015-07-15,101.86515808105469
2015-07-16,101.95404815673828
2015-07-17,100.2474136352539
2015-07-20,100.23851013183594
2015-07-21,100.06072998046875
2015-07-22,99.42074584960938
2015-07-23,98.87854766845703
2015-07-24,97.35856628417969
2015-07-27,96.34525299072266
2015-07-28,101.1274185180664
2015-07-29,102.50514221191406
2015-07-30,103.1985092163086
2015-07-31,102.94070434570312
2015-08-03,102.46961975097656
2015-08-04,102.50514221191406
2015-08-05,103.7762451171875
