Date,LUV
2015-01-02,37.53781509399414
2015-01-05,36.614540100097656
2015-01-06,35.57694625854492
2015-01-07,35.87590789794922
2015-01-08,36.8255615234375
2015-01-09,35.867122650146484
2015-01-12,35.39228820800781
2015-01-13,35.59453201293945
2015-01-14,34.6800422668457
2015-01-15,34.20521926879883
2015-01-16,34.7152214050293
2015-01-20,35.867122650146484
2015-01-21,36.7816162109375
2015-01-22,39.876766204833984
2015-01-23,40.254886627197266
2015-01-26,40.80005645751953
2015-01-27,40.34281921386719
2015-01-28,40.272464752197266
2015-01-29,41.318851470947266
2015-01-30,39.727294921875
2015-02-02,39.155738830566406
2015-02-03,38.03022384643555
2015-02-04,39.25245666503906
2015-02-05,39.10298538208008
2015-02-06,38.812808990478516
2015-02-09,38.03901672363281
2015-02-10,38.49626159667969
2015-02-11,38.25005340576172
2015-02-12,38.25005340576172
2015-02-13,38.07418441772461
2015-02-17,37.44987869262695
2015-02-18,38.29402160644531
2015-02-19,38.47867202758789
2015-02-20,39.37556838989258
2015-02-23,39.29642868041992
2015-02-24,39.876766204833984
2015-02-25,38.79521179199219
2015-02-26,38.76005554199219
2015-02-27,38.02143859863281
2015-03-02,38.88315963745117
2015-03-03,38.70705032348633
2015-03-04,38.75106430053711
2015-03-05,38.83031463623047
2015-03-06,38.12591552734375
2015-03-09,38.213958740234375
2015-03-10,37.808937072753906
2015-03-11,38.60139083862305
2015-03-12,39.59638214111328
2015-03-13,39.19132995605469
2015-03-16,40.06303787231445
2015-03-17,40.68819046020508
2015-03-18,40.274349212646484
2015-03-19,40.81146240234375
2015-03-20,40.82027053833008
2015-03-23,40.01020050048828
2015-03-24,39.552337646484375
2015-03-25,38.4957275390625
2015-03-26,38.02025604248047
2015-03-27,38.95359802246094
2015-03-30,39.25297546386719
2015-03-31,39.00642013549805
2015-04-01,38.25800323486328
2015-04-02,37.73851013183594
2015-04-06,36.179988861083984
2015-04-07,36.40012741088867
2015-04-08,37.72968292236328
2015-04-09,37.70327377319336
2015-04-10,37.70327377319336
2015-04-13,37.65043640136719
2015-04-14,37.42151641845703
2015-04-15,36.866790771484375
2015-04-16,37.20139694213867
2015-04-17,36.796363830566406
2015-04-20,37.483150482177734
2015-04-21,37.88817596435547
2015-04-22,37.72968292236328
2015-04-23,38.09070587158203
2015-04-24,38.293212890625
2015-04-27,37.236610412597656
2015-04-28,36.8844108581543
2015-04-29,36.056732177734375
2015-04-30,35.71333312988281
2015-05-01,37.50956344604492
2015-05-04,36.83157730102539
2015-05-05,35.686912536621094
2015-05-06,35.99509811401367
2015-05-07,37.069313049316406
2015-05-08,38.064266204833984
2015-05-11,37.879371643066406
2015-05-12,37.20139694213867
2015-05-13,36.338497161865234
2015-05-14,37.08692169189453
2015-05-15,36.8844108581543
2015-05-18,37.104530334472656
2015-05-19,36.02151870727539
2015-05-20,32.74602508544922
2015-05-21,32.781246185302734
2015-05-22,32.4554557800293
2015-05-26,31.698226928710938
2015-05-27,32.56991958618164
2015-05-28,32.41143798828125
2015-05-29,32.62275695800781
2015-06-01,33.39476013183594
2015-06-02,33.3682975769043
2015-06-03,33.28006362915039
2015-06-04,32.92713928222656
2015-06-05,32.794795989990234
2015-06-08,31.859569549560547
2015-06-09,30.518474578857422
2015-06-10,30.39496612548828
2015-06-11,30.615554809570312
2015-06-12,30.88022232055664
2015-06-15,30.165576934814453
2015-06-16,29.91852378845215
2015-06-17,29.856781005859375
2015-06-18,29.87441635131836
2015-06-19,30.19204330444336
2015-06-22,30.694950103759766
2015-06-23,30.50966453552246
2015-06-24,30.30672836303711
2015-06-25,30.430255889892578
2015-06-26,30.2802734375
2015-06-29,29.274459838867188
2015-06-30,29.195049285888672
2015-07-01,28.780372619628906
2015-07-02,28.683320999145508
2015-07-06,29.14211082458496
2015-07-07,29.47738265991211
2015-07-08,28.550973892211914
2015-07-09,28.6921443939209
2015-07-10,29.847944259643555
2015-07-13,29.936180114746094
2015-07-14,29.87441635131836
2015-07-15,29.927349090576172
2015-07-16,30.50084114074707
2015-07-17,30.66847801208496
2015-07-20,30.271451950073242
2015-07-21,30.62436294555664
2015-07-22,30.98610496520996
2015-07-23,32.18601608276367
2015-07-24,30.88022232055664
2015-07-27,30.95963478088379
2015-07-28,31.815454483032227
2015-07-29,31.339021682739258
2015-07-30,32.03603744506836
2015-07-31,31.93899154663086
2015-08-03,33.1124382019043
2015-08-04,33.465328216552734
2015-08-05,33.430057525634766
2015-08-06,33.359466552734375
2015-08-07,33.15653991699219
2015-08-10,33.34183120727539
2015-08-11,33.84473419189453
2015-08-12,34.12706756591797
2015-08-13,34.38294219970703
2015-08-14,34.72701644897461
2015-08-17,35.68871307373047
2015-08-18,35.52519607543945
2015-08-19,35.7550163269043
2015-08-20,34.52635955810547
2015-08-21,33.509822845458984
2015-08-24,32.89107131958008
2015-08-25,32.28116989135742
2015-08-26,33.0501823425293
2015-08-27,32.97947692871094
2015-08-28,32.79383850097656
2015-08-31,32.44027328491211
2015-09-01,32.13972473144531
2015-09-02,33.34188461303711
2015-09-03,33.08554458618164
2015-09-04,32.90875244140625
2015-09-08,33.686614990234375
2015-09-09,33.854549407958984
2015-09-10,33.907596588134766
2015-09-11,34.06670379638672
2015-09-14,34.3584098815918
2015-09-15,34.384925842285156
2015-09-16,34.59708023071289
2015-09-17,34.90645217895508
2015-09-18,34.888771057128906
2015-09-21,34.8092041015625
2015-09-22,33.8015251159668
2015-09-23,34.102054595947266
2015-09-24,33.73963928222656
2015-09-25,33.66893005371094
2015-09-28,33.10322952270508
2015-09-29,33.306522369384766
2015-09-30,33.624752044677734
2015-10-01,33.9517936706543
2015-10-02,33.92526626586914
2015-10-05,34.738494873046875
2015-10-06,33.58938980102539
2015-10-07,34.21696853637695
