Date,KO
2015-01-02,29.580020904541016
2015-01-05,29.580020904541016
2015-01-06,29.804637908935547
2015-01-07,30.176664352416992
2015-01-08,30.54167938232422
2015-01-09,30.20474624633789
2015-01-12,29.93099594116211
2015-01-13,29.923973083496094
2015-01-14,29.874835968017578
2015-01-15,29.74848747253418
2015-01-16,29.853782653808594
2015-01-20,30.295997619628906
2015-01-21,30.436389923095703
2015-01-22,30.731210708618164
2015-01-23,30.401281356811523
2015-01-26,30.183704376220703
2015-01-27,29.755496978759766
2015-01-28,29.425579071044922
2015-01-29,29.551929473876953
2015-01-30,28.899127960205078
2015-02-02,29.19394302368164
2015-02-03,29.222021102905273
2015-02-04,29.257123947143555
2015-02-05,29.33434295654297
2015-02-06,29.095674514770508
2015-02-09,28.941240310668945
2015-02-10,29.762527465820312
2015-02-11,29.74146270751953
2015-02-12,29.60106658935547
2015-02-13,29.47472381591797
2015-02-17,29.348373413085938
2015-02-18,29.29222297668457
2015-02-19,29.558944702148438
2015-02-20,29.460681915283203
2015-02-23,29.376445770263672
2015-02-24,29.57300567626953
2015-02-25,29.516849517822266
2015-02-26,29.804637908935547
2015-02-27,30.394285202026367
2015-03-02,30.32408332824707
2015-03-03,30.148591995239258
2015-03-04,29.832714080810547
2015-03-05,29.762527465820312
2015-03-06,29.144811630249023
2015-03-09,29.05354118347168
2015-03-10,28.562192916870117
2015-03-11,28.148046493530273
2015-03-12,28.714262008666992
2015-03-13,28.24712371826172
2015-03-16,28.51609230041504
2015-03-17,28.671798706054688
2015-03-18,28.735490798950195
2015-03-19,28.324989318847656
2015-03-20,28.77088165283203
2015-03-23,28.749649047851562
2015-03-24,28.643484115600586
2015-03-25,28.62932586669922
2015-03-26,28.558551788330078
2015-03-27,28.367454528808594
2015-03-30,28.671798706054688
2015-03-31,28.700103759765625
2015-04-01,28.792123794555664
2015-04-02,28.792123794555664
2015-04-06,29.138925552368164
2015-04-07,29.025678634643555
2015-04-08,28.94074249267578
2015-04-09,29.05398941040039
2015-04-10,28.933677673339844
2015-04-13,28.80628204345703
2015-04-14,28.671798706054688
2015-04-15,28.593950271606445
2015-04-16,28.735490798950195
2015-04-17,28.523155212402344
2015-04-20,28.77796745300293
2015-04-21,28.86290168762207
2015-04-22,29.238018035888672
2015-04-23,28.983213424682617
2015-04-24,28.94074249267578
2015-04-27,28.898284912109375
2015-04-28,28.855823516845703
2015-04-29,28.65764808654785
2015-04-30,28.70718765258789
2015-05-01,28.954904556274414
2015-05-04,28.990299224853516
2015-05-05,28.84166145324707
2015-05-06,28.77796745300293
2015-05-07,28.80628204345703
2015-05-08,29.00444984436035
2015-05-11,28.976144790649414
2015-05-12,28.799192428588867
2015-05-13,29.05398941040039
2015-05-14,29.372486114501953
2015-05-15,29.386646270751953
2015-05-18,29.24509048461914
2015-05-19,29.238018035888672
2015-05-20,29.26630973815918
2015-05-21,29.181385040283203
2015-05-22,29.167240142822266
2015-05-26,29.01152992248535
2015-05-27,29.10352897644043
2015-05-28,29.117677688598633
2015-05-29,28.990299224853516
2015-06-01,28.976144790649414
2015-06-02,29.01152992248535
2015-06-03,28.926597595214844
2015-06-04,28.72842788696289
2015-06-05,28.381608963012695
2015-06-08,28.424072265625
2015-06-09,28.452388763427734
2015-06-10,28.544389724731445
2015-06-11,28.61575698852539
2015-06-12,28.51584815979004
2015-06-15,28.251813888549805
2015-06-16,28.601484298706055
2015-06-17,28.73707389831543
2015-06-18,29.008241653442383
2015-06-19,28.829851150512695
2015-06-22,28.886926651000977
2015-06-23,28.815568923950195
2015-06-24,28.67997932434082
2015-06-25,28.55866813659668
2015-06-26,28.544395446777344
2015-06-29,28.11623191833496
2015-06-30,27.99492073059082
2015-07-01,28.187585830688477
2015-07-02,28.180452346801758
2015-07-06,28.130504608154297
2015-07-07,28.722795486450195
2015-07-08,28.444494247436523
2015-07-09,28.487306594848633
2015-07-10,28.82270622253418
2015-07-13,29.0153865814209
2015-07-14,29.379318237304688
2015-07-15,29.350770950317383
2015-07-16,29.600536346435547
