date,HAR
2015-01-02,101.56131090178359
2015-01-05,95.17198050475974
2015-01-06,93.76826397814087
2015-01-07,97.16622605292174
2015-01-08,98.54090016864505
2015-01-09,97.35016132192696
2015-01-12,97.05973721297134
2015-01-13,96.78867471127941
2015-01-14,96.15942247520888
2015-01-15,92.8098644185873
2015-01-16,94.21358094520616
2015-01-20,94.74602514495815
2015-01-21,95.61729747182504
2015-01-22,95.72378631177544
2015-01-23,98.3182416851124
2015-01-26,99.25727963740226
2015-01-27,99.08302517202888
2015-01-28,97.78579748536042
2015-01-29,121.01972620181077
2015-01-30,125.49225747972744
2015-02-02,126.83788918455521
2015-02-03,130.14872402664938
2015-02-04,127.75756552958136
2015-02-05,131.0006347462526
2015-02-06,128.25426985750602
2015-02-09,126.75978154348849
2015-02-10,128.66185757951084
2015-02-11,127.82727319635816
2015-02-12,135.4549862795906
2015-02-13,132.36896495584006
2015-02-17,133.1065046432773
2015-02-18,132.49512306027012
2015-02-19,132.25251132098154
2015-02-20,133.02886888670497
2015-02-23,132.7474392691302
2015-02-24,130.52511573724698
2015-02-25,133.58202365228288
2015-02-26,133.70818175671295
2015-02-27,133.91197561771534
2015-03-02,138.18194222919402
2015-03-03,138.2207601074802
2015-03-04,134.78537787915414
2015-03-05,133.87315773942913
2015-03-06,131.0006347462526
2015-03-09,128.700675457797
2015-03-10,125.74081223847651
2015-03-11,126.876235178347
2015-03-12,128.26397432707756
2015-03-13,126.43953404762757
2015-03-16,130.46688891981773
2015-03-17,129.22471681466027
2015-03-18,132.03901299040763
2015-03-19,132.7862571474164
2015-03-20,132.48541859069857
2015-03-23,132.6989169212725
2015-03-24,131.3694045899712
2015-03-25,128.0407715269321
2015-03-26,129.0888542406587
2015-03-27,129.23442128423181
2015-03-30,132.40778283412624
2015-03-31,129.6808268845228
2015-04-01,128.3124966749353
2015-04-02,129.5934866583789
2015-04-06,130.5542291459616
2015-04-07,130.56393361553316
2015-04-08,131.98078617297836
2015-04-09,134.00902031343077
2015-04-10,134.26133652229086
2015-04-13,133.28118509556506
2015-04-14,132.46600965155548
2015-04-15,134.24192758314777
2015-04-16,134.3098588701486
2015-04-17,132.98034653884724
2015-04-20,137.80346791590387
2015-04-21,139.00682214277515
2015-04-22,140.25869871750413
2015-04-23,142.16077475352648
2015-04-24,140.81185348308205
2015-04-27,139.34647857777915
2015-04-28,139.88022440421398
2015-04-29,136.0566633930262
2015-04-30,126.52687427377145
2015-05-01,122.74213114086989
2015-05-04,123.51848870659327
2015-05-05,119.4814293648316
2015-05-06,119.05443270368373
2015-05-07,120.31601374798426
2015-05-08,125.79421154338377
2015-05-11,128.5187148874546
2015-05-12,126.77697882106645
2015-05-13,123.38108001006391
2015-05-14,122.99186524662522
2015-05-15,122.1064016598022
2015-05-18,122.39831273238123
2015-05-19,120.08248488992103
2015-05-20,123.13782078291473
2015-05-21,121.69772615819159
2015-05-22,121.4836580383003
2015-05-26,119.19702130309803
2015-05-27,119.08025687406641
2015-05-28,119.0218746595506
2015-05-29,117.27040822407652
2015-06-01,117.98072516735212
2015-06-02,118.98295318320675
2015-06-03,120.22844042621054
2015-06-04,118.47697399073645
2015-06-05,119.28459462487173
2015-06-08,117.3677119149362
2015-06-09,116.72550755526235
2015-06-10,114.62374783269344
2015-06-11,119.09971761223835
2015-06-12,117.3385208076783
2015-06-15,116.25844983913593
2015-06-16,118.61319915794
2015-06-17,119.24567314852786
2015-06-18,122.1064016598022
2015-06-19,122.65130232861637
2015-06-22,122.74860601947604
2015-06-23,123.49784443909552
2015-06-24,121.3668936092687
2015-06-25,120.92902700040018
2015-06-26,122.71941491221814
2015-06-29,115.26595219236727
2015-06-30,115.7330099084937
2015-07-01,117.23148674773266
2015-07-02,115.7913921230095
2015-07-06,115.72327953940774
2015-07-07,116.5892823880588
2015-07-08,109.08716782277811
2015-07-09,109.73910255153791
2015-07-10,110.81917352008027
2015-07-13,112.85282065904742
2015-07-14,111.8505926431928
2015-07-15,109.89478845691339
2015-07-16,105.37016683193866
2015-07-17,104.11494921984888
2015-07-20,103.18083378759604
2015-07-21,106.3042822641915
2015-07-22,105.93452823892476
2015-07-23,108.2017042359551
2015-07-24,105.57450458274396
2015-07-27,101.3515243994342
2015-07-28,104.62092841231917
2015-07-29,106.67403628945824
2015-07-30,106.11940525155812
2015-07-31,104.75715357952271
2015-08-03,106.94648662386533
2015-08-04,107.44273544724966
2015-08-05,114.82808558349876
2015-08-06,108.00709685423575
2015-08-07,112.95985471899306
2015-08-10,115.06161444156197
2015-08-11,108.94121228648861
2015-08-12,107.82221984160238
2015-08-13,105.42096453823154
2015-08-14,105.24526293066782
2015-08-17,105.36239733571031
2015-08-18,104.79624771133832
2015-08-19,102.38523120754729
2015-08-20,97.41678019366212
2015-08-21,92.50689638229818
2015-08-24,89.57853625623619
2015-08-25,91.10128352178843
2015-08-26,94.97648008861046
2015-08-27,97.46558619576314
2015-08-28,97.17275018315695
2015-08-31,95.40597290709955
2015-09-01,92.6825979898619
2015-09-02,94.5957932722224
