date,HAR
2015-09-03,95.35716690499852
2015-09-04,93.64895683146236
2015-09-08,98.4319450373636
2015-09-09,95.24979370037624
2015-09-10,94.77149487978612
2015-09-11,95.55239091340265
2015-09-14,94.60555447264261
2015-09-15,98.14887022517762
2015-09-16,99.7399458936713
2015-09-17,100.13039391047955
2015-09-18,98.40266143610299
2015-09-21,98.25624342979988
2015-09-22,94.48842006760013
2015-09-23,92.95591160162769
2015-09-24,93.46349402347843
2015-09-25,92.31167237389404
2015-09-28,89.31498384489062
2015-09-29,89.79328266548073
2015-09-30,93.69776283356339
2015-10-01,96.45042135206167
2015-10-02,97.91460141509266
2015-10-05,102.1119175957815
2015-10-06,101.76051438065406
2015-10-07,102.81472402603637
2015-10-08,104.66935210587565
2015-10-09,104.37651609326944
2015-10-12,103.96654567562076
2015-10-13,102.70735082141411
2015-10-14,101.01866314871836
2015-10-15,102.67806722015348
2015-10-16,103.62490366091353
2015-10-19,102.49260441216956
2015-10-20,101.28221556006395
2015-10-21,100.84296154115465
2015-10-22,102.48284321174935
2015-10-23,105.61618854663568
2015-10-26,105.16717332730617
2015-10-27,103.23445564410527
2015-10-28,104.12272488234407
2015-10-29,106.17257697058746
2015-10-30,107.33415982059203
2015-11-02,107.89054824454382
2015-11-03,108.37860826555416
2015-11-04,107.5489062298366
2015-11-05,108.08577225294795
2015-11-06,107.61574896357112
2015-11-09,105.30480112413501
2015-11-10,103.12115125890513
2015-11-11,101.33897962001797
2015-11-12,97.35357381217689
2015-11-13,96.7954211560419
2015-11-16,99.01823962871985
2015-11-17,97.43191102707303
2015-11-18,99.52743152554476
2015-11-19,98.74405937658337
2015-11-20,98.78322798403143
2015-11-23,99.76244317023317
2015-11-24,101.4173168349141
2015-11-25,102.06359885780726
2015-11-27,100.7416583564349
2015-11-30,101.01583860857139
2015-12-01,101.66212063146453
2015-12-02,100.10516848540378
2015-12-03,98.50904773189494
2015-12-04,97.67671482362346
2015-12-07,95.94350394404638
2015-12-08,94.85657508736246
2015-12-09,93.49546597854204
2015-12-10,93.11357205592336
2015-12-11,89.49047586697692
2015-12-14,88.14895106188054
2015-12-15,90.04862852311192
2015-12-16,93.10377990406134
2015-12-17,89.40234650021877
2015-12-18,86.99347714216249
2015-12-21,87.46350043153932
2015-12-22,86.98368499030047
2015-12-23,91.87976092130917
2015-12-24,91.58599636544865
2015-12-28,92.16373332530767
2015-12-29,93.20170142268152
2015-12-30,92.8002231963388
2015-12-31,92.25186269206583
