Date,ZION
2015-01-02,21.17042350769043
2015-01-05,20.37718391418457
2015-01-06,19.598918914794922
2015-01-07,19.78599739074707
2015-01-08,20.062885284423828
2015-01-09,19.50163459777832
2015-01-12,19.20230484008789
2015-01-13,18.873031616210938
2015-01-14,18.551244735717773
2015-01-15,18.326745986938477
2015-01-16,18.543758392333984
2015-01-20,18.251911163330078
2015-01-21,18.296810150146484
2015-01-22,18.91044807434082
2015-01-23,18.566207885742188
2015-01-26,18.798198699951172
2015-01-27,18.491376876831055
2015-01-28,17.862775802612305
2015-01-29,18.147144317626953
2015-01-30,17.93012809753418
2015-02-02,18.42403221130371
2015-02-03,18.932899475097656
2015-02-04,18.573694229125977
2015-02-05,19.23223304748535
2015-02-06,19.524078369140625
2015-02-09,19.307064056396484
2015-02-10,19.20978355407715
2015-02-11,19.09004020690918
2015-02-12,19.658784866333008
2015-02-13,19.696199417114258
2015-02-17,19.9360294342041
2015-02-18,19.516324996948242
2015-02-19,19.45636749267578
2015-02-20,19.733675003051758
2015-02-23,19.718685150146484
2015-02-24,19.83110237121582
2015-02-25,19.83110237121582
2015-02-26,19.808618545532227
2015-02-27,20.04096031188965
2015-03-02,20.31827163696289
2015-03-03,20.235824584960938
2015-03-04,20.41569709777832
2015-03-05,20.550601959228516
2015-03-06,20.490636825561523
2015-03-09,20.5805721282959
2015-03-10,19.8985595703125
2015-03-11,20.295778274536133
2015-03-12,21.015281677246094
2015-03-13,20.678010940551758
2015-03-16,20.56559181213379
2015-03-17,20.498140335083008
2015-03-18,20.340744018554688
2015-03-19,19.868581771850586
2015-03-20,20.573091506958008
2015-03-23,20.43068504333496
2015-03-24,20.303272247314453
2015-03-25,19.846099853515625
2015-03-26,20.033464431762695
2015-03-27,19.80112648010254
2015-03-30,20.235824584960938
2015-03-31,20.235824584960938
2015-04-01,20.183361053466797
2015-04-02,20.31827163696289
2015-04-06,20.160869598388672
2015-04-07,20.393207550048828
2015-04-08,20.43817901611328
2015-04-09,20.640533447265625
2015-04-10,20.48314666748047
2015-04-13,20.722978591918945
2015-04-14,20.56559181213379
2015-04-15,20.925336837768555
2015-04-16,20.82041358947754
2015-04-17,20.528114318847656
2015-04-20,20.5805721282959
2015-04-21,20.40070152282715
2015-04-22,20.902854919433594
2015-04-23,20.760456085205078
2015-04-24,20.6929988861084
2015-04-27,20.603057861328125
2015-04-28,20.895357131958008
2015-04-29,21.20265007019043
2015-04-30,21.2401180267334
2015-05-01,21.225128173828125
2015-05-04,21.547401428222656
2015-05-05,21.464956283569336
2015-05-06,21.569887161254883
2015-05-07,21.419994354248047
2015-05-08,21.524917602539062
2015-05-11,21.524917602539062
2015-05-12,21.65982437133789
2015-05-13,21.839696884155273
2015-05-14,21.85468864440918
2015-05-15,21.539907455444336
2015-05-18,21.862180709838867
2015-05-19,22.102502822875977
2015-05-20,21.862178802490234
2015-05-21,21.8471622467041
2015-05-22,21.79459571838379
2015-05-26,21.749526977539062
2015-05-27,21.97483253479004
2015-05-28,21.869691848754883
2015-05-29,21.68944549560547
2015-06-01,21.47916030883789
2015-06-02,22.92111587524414
2015-06-03,23.221527099609375
2015-06-04,23.123889923095703
2015-06-05,23.91246795654297
2015-06-08,23.889936447143555
2015-06-09,23.927488327026367
2015-06-10,24.34054946899414
2015-06-11,23.987564086914062
2015-06-12,23.995079040527344
2015-06-15,24.122753143310547
2015-06-16,24.227886199951172
2015-06-17,23.965036392211914
2015-06-18,24.047649383544922
2015-06-19,23.679656982421875
2015-06-22,24.100221633911133
2015-06-23,24.325525283813477
2015-06-24,24.167808532714844
2015-06-25,24.190340042114258
2015-06-26,24.400625228881836
