Date,DTE
2015-01-02,50.88583755493164
2015-01-05,50.38874435424805
2015-01-06,50.312686920166016
2015-01-07,50.90922164916992
2015-01-08,51.143157958984375
2015-01-09,50.763004302978516
2015-01-12,50.72208023071289
2015-01-13,51.00865173339844
2015-01-14,51.55836868286133
2015-01-15,52.03209686279297
2015-01-16,52.61104965209961
2015-01-20,52.68124771118164
2015-01-21,53.14326858520508
2015-01-22,53.0438232421875
2015-01-23,53.35964584350586
2015-01-26,53.17836380004883
2015-01-27,53.394737243652344
2015-01-28,52.768985748291016
2015-01-29,53.53509521484375
2015-01-30,52.435630798339844
2015-02-02,52.915191650390625
2015-02-03,52.65201187133789
2015-02-04,51.82740020751953
2015-02-05,52.38300323486328
2015-02-06,49.856536865234375
2015-02-09,49.6577033996582
2015-02-10,50.70454025268555
2015-02-11,49.534881591796875
2015-02-12,49.11965560913086
2015-02-13,47.69852066040039
2015-02-17,47.903221130371094
2015-02-18,49.41792297363281
2015-02-19,48.77460861206055
2015-02-20,48.65764617919922
2015-02-23,49.0670280456543
2015-02-24,49.242462158203125
2015-02-25,48.40031051635742
2015-02-26,47.93244552612305
2015-02-27,47.973392486572266
2015-03-02,47.04350662231445
2015-03-03,47.2072639465332
2015-03-04,47.12539291381836
2015-03-05,47.452903747558594
2015-03-06,45.856319427490234
2015-03-09,45.891414642333984
2015-03-10,46.07270431518555
2015-03-11,45.70425796508789
2015-03-12,46.28840637207031
2015-03-13,45.85768508911133
2015-03-16,46.5952262878418
2015-03-17,46.38870620727539
2015-03-18,47.32096862792969
2015-03-19,46.955135345458984
2015-03-20,48.12930679321289
2015-03-23,48.02311706542969
2015-03-24,47.42716598510742
2015-03-25,46.931522369384766
2015-03-26,46.87844467163086
2015-03-27,47.29737091064453
2015-03-30,47.63369369506836
2015-03-31,47.61008834838867
2015-04-01,48.01721954345703
2015-04-02,48.430240631103516
2015-04-06,49.1972770690918
2015-04-07,48.47153091430664
2015-04-08,48.270912170410156
2015-04-09,48.02311706542969
2015-04-10,48.223716735839844
2015-04-13,47.8224983215332
2015-04-14,48.04081344604492
2015-04-15,48.07621765136719
2015-04-16,47.757598876953125
2015-04-17,47.61598587036133
2015-04-20,48.400726318359375
2015-04-21,47.8932991027832
2015-04-22,48.33582305908203
2015-04-23,48.86687088012695
2015-04-24,48.86094665527344
2015-04-27,48.07030487060547
2015-04-28,48.306331634521484
2015-04-29,47.96408462524414
2015-04-30,46.98463821411133
2015-05-01,47.250160217285156
2015-05-04,47.56287384033203
