Date,JBHT
2015-01-02,74.6746826171875
2015-01-05,73.44536590576172
2015-01-06,72.18013000488281
2015-01-07,72.06352233886719
2015-01-08,72.91595458984375
2015-01-09,72.51216125488281
2015-01-12,71.668701171875
2015-01-13,71.85712432861328
2015-01-14,70.35858917236328
2015-01-15,70.241943359375
2015-01-16,71.6238021850586
2015-01-20,73.11335754394531
2015-01-21,73.61585235595703
2015-01-22,75.58097076416016
2015-01-23,74.4952392578125
2015-01-26,74.24398803710938
2015-01-27,73.28385925292969
2015-01-28,72.23395538330078
2015-01-29,71.91992950439453
2015-01-30,71.43537902832031
2015-02-02,72.88005828857422
2015-02-03,73.57994079589844
2015-02-04,73.57994079589844
2015-02-05,74.6387939453125
2015-02-06,73.60687255859375
2015-02-09,72.8351821899414
2015-02-10,72.97013092041016
2015-02-11,72.87116241455078
2015-02-12,73.5819091796875
2015-02-13,74.56249237060547
2015-02-17,74.8863754272461
2015-02-18,74.79640197753906
2015-02-19,74.58050537109375
2015-02-20,76.60470581054688
2015-02-23,77.1984634399414
2015-02-24,77.63932037353516
2015-02-25,77.3963851928711
2015-02-26,77.38739013671875
2015-02-27,76.91960144042969
2015-03-02,76.9825439453125
2015-03-03,76.28985595703125
2015-03-04,75.46217346191406
2015-03-05,75.93898010253906
2015-03-06,76.08291625976562
2015-03-09,76.04691314697266
2015-03-10,75.3631820678711
2015-03-11,78.089111328125
2015-03-12,77.73826599121094
2015-03-13,78.05311584472656
2015-03-16,80.33822631835938
2015-03-17,79.83440399169922
2015-03-18,80.30224609375
2015-03-19,79.66349029541016
2015-03-20,80.97698974609375
2015-03-23,79.94239807128906
2015-03-24,78.95277404785156
2015-03-25,77.06351470947266
2015-03-26,76.82060241699219
2015-03-27,76.28084564208984
2015-03-30,76.76660919189453
2015-03-31,76.82960510253906
2015-04-01,76.6856460571289
2015-04-02,75.72306060791016
2015-04-06,76.2628173828125
2015-04-07,76.19086456298828
2015-04-08,77.51335144042969
2015-04-09,77.77424621582031
2015-04-10,78.87179565429688
2015-04-13,78.92578887939453
2015-04-14,82.60533142089844
2015-04-15,82.49736022949219
2015-04-16,82.15552520751953
2015-04-17,81.12992095947266
2015-04-20,82.31742095947266
2015-04-21,82.76724243164062
2015-04-22,82.56934356689453
2015-04-23,82.29047393798828
2015-04-24,81.80465698242188
2015-04-27,80.30224609375
2015-04-28,80.18529510498047
2015-04-29,78.98876953125
2015-04-30,78.44896697998047
2015-05-01,79.28563690185547
2015-05-04,79.42957305908203
2015-05-05,78.36801147460938
2015-05-06,78.64756774902344
2015-05-07,78.73772430419922
2015-05-08,78.84599304199219
2015-05-11,78.81890869140625
2015-05-12,77.87200164794922
2015-05-13,77.39405822753906
2015-05-14,79.13455200195312
2015-05-15,79.92816162109375
2015-05-18,80.23478698730469
2015-05-19,79.85599517822266
2015-05-20,78.25076293945312
2015-05-21,77.9892349243164
2015-05-22,76.87097930908203
2015-05-26,76.41105651855469
2015-05-27,76.9431381225586
2015-05-28,76.2848129272461
2015-05-29,75.7707748413086
2015-06-01,75.4371109008789
2015-06-02,76.34793090820312
2015-06-03,77.12348937988281
2015-06-04,77.06035614013672
2015-06-05,77.61949920654297
2015-06-08,76.47419738769531
2015-06-09,76.519287109375
2015-06-10,77.71869659423828
2015-06-11,78.39506530761719
2015-06-12,77.79085540771484
2015-06-15,77.05136108398438
2015-06-16,76.9431381225586
2015-06-17,76.84394073486328
2015-06-18,77.84495544433594
2015-06-19,78.5123062133789
2015-06-22,79.01731872558594
2015-06-23,78.99024200439453
2015-06-24,76.62747955322266
2015-06-25,75.68058013916016
2015-06-26,75.59042358398438
2015-06-29,74.89600372314453
2015-06-30,74.0302505493164
2015-07-01,74.73368072509766
2015-07-02,74.04828643798828
2015-07-06,73.96714782714844
2015-07-07,75.26576232910156
2015-07-08,74.17454528808594
2015-07-09,75.7707748413086
2015-07-10,76.31185913085938
2015-07-13,77.33090209960938
2015-07-14,76.79883575439453
2015-07-15,76.29378509521484
2015-07-16,76.4651870727539
2015-07-17,76.3749771118164
2015-07-20,75.40103912353516
2015-07-21,76.03230285644531
2015-07-22,75.193603515625
2015-07-23,73.66954803466797
2015-07-24,74.1474838256836
2015-07-27,73.94009399414062
2015-07-28,74.87798309326172
2015-07-29,76.08040618896484
2015-07-30,76.3516616821289
2015-07-31,76.05331420898438
2015-08-03,76.31549072265625
2015-08-04,76.42398834228516
2015-08-05,76.16180419921875
2015-08-06,74.272216796875
2015-08-07,72.65386199951172
2015-08-10,72.81661224365234
2015-08-11,72.74427032470703
2015-08-12,72.70811462402344
2015-08-13,72.40069580078125
2015-08-14,72.64482116699219
2015-08-17,72.46400451660156
