date,ALLE
2015-05-05,54.1064578372
2015-05-06,53.9129062807
2015-05-07,54.0976600392
2015-05-08,54.8806640632
2015-05-11,55.5844879049
2015-05-12,54.3527961818
2015-05-13,54.3176049897
2015-05-14,54.431976364
2015-05-15,54.3615939798
2015-05-18,54.4495719601
2015-05-19,54.3967851719
2015-05-20,54.1416490293
2015-05-21,54.018479857
2015-05-22,53.8953106847
2015-05-26,53.5697921578
2015-05-27,54.3879873739
2015-05-28,54.4935609502
2015-05-29,54.9334508513
2015-06-01,54.5815389304
2015-06-02,54.8894618612
2015-06-03,55.2589693781
2015-06-04,54.3967851719
2015-06-05,54.4583697581
2015-06-08,54.018479857
2015-06-09,53.622578946
2015-06-10,54.2120314135
2015-06-11,54.2384248075
2015-06-12,53.8425238965
2015-06-15,53.6310311676
2015-06-16,53.4107262417
2015-06-17,53.9042092758
2015-06-18,54.1157020047
2015-06-19,54.3448191276
2015-06-22,54.7061192062
2015-06-23,54.7061192062
2015-06-24,54.679682615
2015-06-25,54.3976923099
2015-06-26,54.3095703395
2015-06-29,52.7850602521
2015-06-30,52.996552981
2015-07-01,53.0582383602
2015-07-02,52.6705016906
2015-07-06,52.4854455528
2015-07-07,52.5647553261
2015-07-08,51.5337282728
2015-07-09,52.1593942624
2015-07-10,53.1111115424
2015-07-13,53.7455897291
2015-07-14,54.2126361721
2015-07-15,53.6574677587
2015-07-16,53.9923312462
2015-07-17,54.0980776106
2015-07-20,54.3448191276
2015-07-21,53.5957823795
2015-07-22,53.8160873054
2015-07-23,53.8248995024
2015-07-24,54.1333263987
2015-07-27,53.9306458669
2015-07-28,54.9792973143
2015-07-29,56.1777561113
2015-07-30,55.6930852743
2015-07-31,55.7107096684
2015-08-03,55.2436632254
2015-08-04,55.1907900432
2015-08-05,55.4110949691
2015-08-06,54.8911753439
2015-08-07,55.2260388313
2015-08-10,55.851704821
2015-08-11,55.6578364862
2015-08-12,55.5785267128
2015-08-13,55.7723950476
2015-08-14,56.0455731558
2015-08-17,56.9972904358
2015-08-18,56.9003562684
2015-08-19,56.6007415691
2015-08-20,55.1643534521
2015-08-21,53.2080457099
2015-08-24,51.6042258491
2015-08-25,50.1854621261
2015-08-26,52.0095869128
2015-08-27,53.3226042713
2015-08-28,53.1111115424
2015-08-31,52.529506538
2015-09-01,51.6042258491
2015-09-02,52.2739528239
2015-09-03,52.6881260847
2015-09-04,51.7452210017
2015-09-08,53.1904213158
2015-09-09,53.0494261632
2015-09-10,53.1375481336
2015-09-11,53.4283506358
2015-09-14,53.5957823795
2015-09-15,54.4078396883
2015-09-16,54.5578937562
2015-09-17,54.7609080834
2015-09-18,53.9488507746
2015-09-21,54.4784533673
2015-09-22,53.2868475338
2015-09-23,53.4810351511
2015-09-24,53.1191400461
2015-09-25,52.6424977127
2015-09-28,50.5417407617
2015-09-29,49.4913622862
2015-09-30,50.8948091568
2015-10-01,51.6892130458
2015-10-02,51.2655309717
2015-10-05,52.0864149903
2015-10-06,51.7686534347
2015-10-07,52.6424977127
2015-10-08,52.7307648114
2015-10-09,52.6689778423
2015-10-12,52.2011622188
2015-10-13,51.9540143422
2015-10-14,51.9275342125
2015-10-15,53.2603674041
2015-10-16,53.2427139844
2015-10-19,52.9426058485
2015-10-20,54.716774534
2015-10-21,54.0812514228
2015-10-22,56.4909432195
2015-10-23,56.2526220528
2015-10-26,56.5527301886
2015-10-27,56.9322787134
2015-10-28,57.5501484048
2015-10-29,56.9411054233
2015-10-30,57.5236682752
2015-11-02,58.9182884359
2015-11-03,57.6648956333
2015-11-04,57.1088129109
2015-11-05,56.6321705775
2015-11-06,56.7292643862
2015-11-09,56.2084885034
2015-11-10,55.8995536577
2015-11-11,57.3824409172
2015-11-12,57.0911594912
2015-11-13,56.2173152133
2015-11-16,57.1264663307
2015-11-17,57.0117191023
2015-11-18,58.1238845469
2015-11-19,58.8565014668
2015-11-20,58.7064473989
2015-11-23,57.9826571889
2015-11-24,57.5324949851
2015-11-25,58.6093535902
2015-11-27,59.2537034113
2015-11-30,59.3243170903
2015-12-01,60.0481073003
2015-12-02,59.4125841891
2015-12-03,58.3445522939
2015-12-04,59.2448767014
2015-12-07,58.6005268803
2015-12-08,58.1238845469
2015-12-09,57.5324949851
2015-12-10,57.7178558925
2015-12-11,57.0117191023
2015-12-14,57.3824409172
2015-12-15,57.8421369467
2015-12-16,58.7526886975
2015-12-17,58.0101028036
2015-12-18,57.1525929024
2015-12-21,57.2498362933
2015-12-22,57.6122889319
2015-12-23,58.1869089688
2015-12-24,58.0012624954
2015-12-28,58.6200840736
2015-12-29,59.1947041105
2015-12-30,58.8852933214
2015-12-31,58.2753120514
