date,ANTM
2015-01-02,119.64787157964
2015-01-05,117.54978998012
2015-01-06,119.15196138339
2015-01-07,119.74323892507
2015-01-08,125.45574291648
2015-01-09,123.78681437141
2015-01-12,122.86175112071
2015-01-13,124.24457762948
2015-01-14,125.7036980146
2015-01-15,127.87807349046
2015-01-16,129.70912652277
2015-01-20,130.77724079161
2015-01-21,133.20910810014
2015-01-22,136.2417896849
2015-01-23,134.24861216536
2015-01-26,132.2745081149
2015-01-27,131.39712853692
2015-01-28,127.39170002876
2015-01-29,130.74863058798
2015-01-30,128.70776939573
2015-02-02,129.22275306106
2015-02-03,130.61511630438
2015-02-04,131.27315098786
2015-02-05,130.87260813704
2015-02-06,129.40395101738
2015-02-09,128.63147551938
2015-02-10,132.31265505308
2015-02-11,134.93525705247
2015-02-12,135.42163051418
2015-02-13,134.51564073257
2015-02-17,135.19274888514
2015-02-18,135.26904276148
2015-02-19,136.04151825949
2015-02-20,137.89164476088
2015-02-23,140.52378349482
2015-02-24,140.45702635301
2015-02-25,140.16138758217
2015-02-26,139.92296921859
2015-02-27,139.66547738592
2015-03-02,140.123240644
2015-03-03,139.22678759693
2015-03-04,139.76084473136
2015-03-05,140.04694676765
2015-03-06,139.0312845388
2015-03-09,140.55415407873
2015-03-10,138.18843850412
2015-03-11,138.2842164626
2015-03-12,141.23417758398
2015-03-13,143.67651552539
2015-03-16,146.77972138034
2015-03-17,146.82761035959
2015-03-18,150.74492886168
2015-03-19,150.67788429074
2015-03-20,151.69313065069
2015-03-23,150.91732918695
2015-03-24,150.9460625745
2015-03-25,147.90032349463
2015-03-26,146.36787615885
2015-03-27,149.67221572663
2015-03-30,150.22772788585
2015-03-31,147.89074569878
2015-04-01,147.48847827314
2015-04-02,147.45016708975
2015-04-06,148.86768087535
2015-04-07,148.63781377498
2015-04-08,148.1110350033
2015-04-09,147.00958848071
2015-04-10,147.4214337022
2015-04-13,147.02874407241
2015-04-14,147.73750096521
2015-04-15,144.91205118986
2015-04-16,148.38879108291
2015-04-17,146.0422311
2015-04-20,146.4157651381
2015-04-21,146.42534293394
2015-04-22,146.38703175055
2015-04-23,147.68961198596
2015-04-24,147.76623435275
2015-04-27,144.6438729061
2015-04-28,147.70876757766
2015-04-29,144.69176188534
2015-04-30,144.55767274346
2015-05-01,146.76056578865
2015-05-04,149.26037050514
2015-05-05,147.68961198596
2015-05-06,153.10106664044
2015-05-07,149.22205932175
2015-05-08,151.71228624239
2015-05-11,152.10497587218
2015-05-12,151.77933081333
2015-05-13,152.08582028049
2015-05-14,153.24473357817
2015-05-15,154.55689160944
2015-05-18,156.35751722898
2015-05-19,157.49727493497
2015-05-20,156.66400669614
