Date,EXPE
2015-01-02,80.6661605834961
2015-01-05,79.19881439208984
2015-01-06,79.17058563232422
2015-01-07,79.17058563232422
2015-01-08,82.66962432861328
2015-01-09,82.34983825683594
2015-01-12,80.1111831665039
2015-01-13,79.97010803222656
2015-01-14,80.31812286376953
2015-01-15,77.62801361083984
2015-01-16,78.5215835571289
2015-01-20,78.95423889160156
2015-01-21,79.08592987060547
2015-01-22,80.61909484863281
2015-01-23,82.2463607788086
2015-01-26,82.10527801513672
2015-01-27,81.53148651123047
2015-01-28,80.76961517333984
2015-01-29,81.42806243896484
2015-01-30,80.8260498046875
2015-02-02,81.09883880615234
2015-02-03,82.60376739501953
2015-02-04,82.65082550048828
2015-02-05,82.77307891845703
2015-02-06,73.24479675292969
2015-02-09,73.55518341064453
2015-02-10,73.5457763671875
2015-02-11,73.57400512695312
2015-02-12,84.24984741210938
2015-02-13,84.17459106445312
2015-02-17,83.422119140625
2015-02-18,83.86421203613281
2015-02-19,85.87711334228516
2015-02-20,86.81770324707031
2015-02-23,89.12218475341797
2015-02-24,88.5860366821289
2015-02-25,88.99048614501953
2015-02-26,87.71127319335938
2015-02-27,86.30036163330078
2015-03-02,86.704833984375
2015-03-03,85.61372375488281
2015-03-04,84.53201293945312
2015-03-05,85.95233154296875
2015-03-06,85.05701446533203
2015-03-09,85.33973693847656
2015-03-10,84.20877838134766
2015-03-11,83.8318099975586
2015-03-12,86.13141632080078
2015-03-13,86.09371948242188
2015-03-16,87.62049865722656
2015-03-17,87.017333984375
2015-03-18,88.6289291381836
2015-03-19,89.23207092285156
2015-03-20,90.39132690429688
2015-03-23,89.91067504882812
2015-03-24,89.97664642333984
2015-03-25,88.54408264160156
2015-03-26,87.42257690429688
2015-03-27,88.28963470458984
2015-03-30,88.77030944824219
2015-03-31,88.7137680053711
2015-04-01,88.75145721435547
2015-04-02,92.34223937988281
2015-04-06,92.90770721435547
2015-04-07,92.80403900146484
2015-04-08,92.97367095947266
2015-04-09,92.19143676757812
2015-04-10,93.49202728271484
2015-04-13,93.07735443115234
2015-04-14,92.44588470458984
2015-04-15,92.32337188720703
2015-04-16,91.5788345336914
2015-04-17,90.57038879394531
2015-04-20,91.79558563232422
2015-04-21,92.65323638916016
2015-04-22,93.7464828491211
2015-04-23,93.22813415527344
2015-04-24,93.20928955078125
2015-04-27,93.13389587402344
2015-04-28,92.1725845336914
2015-04-29,90.72117614746094
2015-04-30,88.80799865722656
2015-05-01,95.83875274658203
2015-05-04,95.09420013427734
2015-05-05,93.08675384521484
2015-05-06,93.39778137207031
2015-05-07,95.16016387939453
2015-05-08,96.84719848632812
2015-05-11,97.83674621582031
2015-05-12,97.28070831298828
2015-05-13,96.12146759033203
2015-05-14,98.14776611328125
2015-05-15,97.45977020263672
2015-05-18,97.4974594116211
2015-05-19,97.751953125
2015-05-20,99.42951965332031
2015-05-21,99.79707336425781
2015-05-22,106.49796295166016
2015-05-26,104.44013977050781
2015-05-27,104.71387481689453
2015-05-28,103.11858367919922
2015-05-29,101.24951934814453
2015-06-01,101.42888641357422
2015-06-02,101.59878540039062
2015-06-03,100.6359634399414
2015-06-04,99.72029876708984
2015-06-05,100.43773651123047
2015-06-08,98.91793060302734
2015-06-09,99.13505554199219
2015-06-10,102.1085433959961
2015-06-11,101.82533264160156
2015-06-12,101.65544891357422
2015-06-15,101.21178436279297
2015-06-16,101.90088653564453
2015-06-17,101.84422302246094
2015-06-18,103.53392028808594
2015-06-19,102.58995819091797
2015-06-22,103.364013671875
2015-06-23,103.67552185058594
2015-06-24,102.8731460571289
2015-06-25,103.14690399169922
2015-06-26,104.50621032714844
2015-06-29,100.95690155029297
2015-06-30,103.222412109375
2015-07-01,101.18345642089844
2015-07-02,101.07018280029297
2015-07-06,100.54156494140625
2015-07-07,101.06074523925781
2015-07-08,98.99346160888672
2015-07-09,98.69140625
2015-07-10,101.91974639892578
2015-07-13,104.89321899414062
2015-07-14,101.24951934814453
2015-07-15,101.42888641357422
2015-07-16,103.88318634033203
2015-07-17,104.58171844482422
2015-07-20,103.42064666748047
2015-07-21,103.92094421386719
2015-07-22,104.45901489257812
2015-07-23,103.38288879394531
2015-07-24,99.77696228027344
2015-07-27,99.04066467285156
2015-07-28,101.1645736694336
2015-07-29,100.88140869140625
2015-07-30,101.57991790771484
2015-07-31,114.63495635986328
2015-08-03,115.72048950195312
2015-08-04,117.58011627197266
2015-08-05,119.68514251708984
2015-08-06,114.78596496582031
