Date,VNO
2015-01-02,56.71481704711914
2015-01-05,56.85734176635742
2015-01-06,57.318214416503906
2015-01-07,58.529747009277344
2015-01-08,58.72932815551758
2015-01-09,58.72455978393555
2015-01-12,59.1093864440918
2015-01-13,58.985870361328125
2015-01-14,59.23767852783203
2015-01-15,59.864830017089844
2015-01-16,59.9908332824707
2015-01-20,59.50259017944336
2015-01-21,59.014366149902344
2015-01-22,60.20608139038086
2015-01-23,60.00658416748047
2015-01-26,60.24282455444336
2015-01-27,59.9908332824707
2015-01-28,59.366092681884766
2015-01-29,59.41361999511719
2015-01-30,58.30496597290039
2015-02-02,58.62699508666992
2015-02-03,59.13381576538086
2015-02-04,58.90678787231445
2015-02-05,60.16856002807617
2015-02-06,59.46640396118164
2015-02-09,59.30803298950195
2015-02-10,59.6617546081543
2015-02-11,59.487525939941406
2015-02-12,60.0260124206543
2015-02-13,59.63536071777344
2015-02-17,59.593082427978516
2015-02-18,60.163272857666016
2015-02-19,58.737857818603516
2015-02-20,59.38720703125
2015-02-23,59.74092102050781
2015-02-24,58.62699508666992
2015-02-25,58.31023025512695
2015-02-26,57.7453727722168
2015-02-27,58.09377670288086
2015-03-02,58.59001541137695
2015-03-03,58.42108154296875
2015-03-04,57.375789642333984
2015-03-05,57.63447952270508
2015-03-06,55.25876998901367
2015-03-09,55.58608627319336
2015-03-10,55.14790344238281
2015-03-11,55.21125411987305
2015-03-12,56.08761978149414
2015-03-13,55.834228515625
2015-03-16,56.30935287475586
2015-03-17,56.4307861328125
2015-03-18,57.486656188964844
2015-03-19,57.57112121582031
2015-03-20,59.888755798339844
2015-03-23,59.80426025390625
2015-03-24,59.37137222290039
2015-03-25,58.26270294189453
2015-03-26,58.2152099609375
2015-03-27,58.56892395019531
2015-03-30,59.313316345214844
2015-03-31,59.12852096557617
2015-04-01,58.231048583984375
2015-04-02,58.711448669433594
2015-04-06,59.455848693847656
2015-04-07,58.136024475097656
2015-04-08,57.935386657714844
2015-04-09,56.56277847290039
2015-04-10,56.710594177246094
2015-04-13,56.61555862426758
2015-04-14,57.1804313659668
2015-04-15,56.74755096435547
2015-04-16,56.832027435302734
2015-04-17,56.483577728271484
2015-04-20,56.37799835205078
2015-04-21,56.48886489868164
2015-04-22,56.552223205566406
2015-04-23,56.45716857910156
2015-04-24,56.7317008972168
2015-04-27,56.82674789428711
2015-04-28,56.72641372680664
2015-04-29,55.60721206665039
2015-04-30,54.635807037353516
2015-05-01,55.16904067993164
2015-05-04,55.21653366088867
2015-05-05,53.1787109375
2015-05-06,52.86722946166992
2015-05-07,53.57467269897461
2015-05-08,54.65840148925781
2015-05-11,53.58529281616211
2015-05-12,53.627784729003906
2015-05-13,53.10187911987305
2015-05-14,54.12184143066406
2015-05-15,54.56808090209961
2015-05-18,54.089962005615234
2015-05-19,54.222774505615234
2015-05-20,54.48838424682617
2015-05-21,54.31839370727539
2015-05-22,54.32368087768555
2015-05-26,53.71811294555664
2015-05-27,54.1430778503418
2015-05-28,53.861541748046875
2015-05-29,53.06468963623047
2015-06-01,53.68092727661133
2015-06-02,53.24000930786133
2015-06-03,52.788448333740234
