date,AES
2015-04-23,8.7289305639
2015-04-24,8.8273031849
2015-04-27,8.6895815156
2015-04-28,8.7813959618
2015-04-29,8.8207450101
2015-04-30,8.6895815156
2015-05-01,8.7682796123
2015-05-04,9.0127606565
2015-05-05,8.9070391239
2015-05-06,8.8872163365
2015-05-07,8.9466846986
2015-05-08,9.0259758481
2015-05-11,9.0391910397
2015-05-12,9.059013827
2015-05-13,8.8277479744
2015-05-14,8.9466846986
2015-05-15,9.0524062312
2015-05-18,9.0788366144
2015-05-19,8.9995454649
2015-05-20,9.0061530607
2015-05-21,9.1052669975
2015-05-22,9.0524062312
2015-05-26,8.8673935491
2015-05-27,8.8806087407
2015-05-28,8.807925187
2015-05-29,8.9863302733
2015-06-01,9.0127606565
2015-06-02,8.8872163365
2015-06-03,8.6889884628
2015-06-04,8.6030897176
2015-06-05,8.6889884628
2015-06-08,8.6427352923
2015-06-09,8.9268619112
2015-06-10,8.8013175912
2015-06-11,8.933469507
2015-06-12,8.8211403786
2015-06-15,8.8806087407
2015-06-16,8.9731150818
2015-06-17,9.0325834439
2015-06-18,9.1515201681
2015-06-19,9.1515201681
2015-06-22,9.2109885302
2015-06-23,9.059013827
2015-06-24,9.0127606565
2015-06-25,8.9400771028
2015-06-26,8.8938239323
2015-06-29,8.6955960586
2015-06-30,8.7616720165
2015-07-01,8.715418846
2015-07-02,8.7881023997
2015-07-06,8.7220264418
2015-07-07,8.7484568249
2015-07-08,8.5304061639
2015-07-09,8.5964821218
2015-07-10,8.6559504839
2015-07-13,8.6229125049
2015-07-14,8.6691656755
2015-07-15,8.7088112502
2015-07-16,8.8211403786
2015-07-17,8.7286340376
2015-07-20,8.6427352923
2015-07-21,8.5502289513
2015-07-22,8.7022036544
2015-07-23,8.5502289513
2015-07-24,8.4511150144
2015-07-27,8.5436213555
2015-07-28,8.4378998228
2015-07-29,8.4775453976
2015-07-30,8.4511150144
2015-07-31,8.5243713305
2015-08-03,8.4777536748
2015-08-04,8.3645393681
2015-08-05,8.3845183634
2015-08-06,8.3911780285
2015-08-07,8.4178166889
2015-08-10,8.4444553493
2015-08-11,8.2246864009
2015-08-12,8.6975226232
2015-08-13,8.4311360191
2015-08-14,8.5310309956
2015-08-17,8.5709889863
2015-08-18,8.5376906607
2015-08-19,8.3512200379
2015-08-20,8.1980477405
2015-08-21,7.9915981224
2015-08-24,7.6785938626
2015-08-25,7.5520602256
2015-08-26,7.7585098438
2015-08-27,7.9050224761
2015-08-28,8.0581947734
2015-08-31,7.9915981224
2015-09-01,7.6186568767
2015-09-02,7.5387408954
2015-09-03,7.6186568767
2015-09-04,7.3456106075
2015-09-08,7.5387408954
2015-09-09,7.5254215652
2015-09-10,7.4854635746
2015-09-11,7.4122072585
2015-09-14,7.3722492679
2015-09-15,7.4055475934
2015-09-16,7.445505584
2015-09-17,7.4388459189
2015-09-18,7.2856736216
2015-09-21,7.1791189799
2015-09-22,6.9793290269
2015-09-23,6.7529004134
2015-09-24,6.659665102
2015-09-25,6.6330264416
2015-09-28,6.533131465
2015-09-29,6.3000431865
2015-09-30,6.5198121348
2015-10-01,6.5864087859
2015-10-02,6.7196020879
2015-10-05,6.8394760597
2015-10-06,6.9660096967
2015-10-07,7.0126273524
2015-10-08,7.1657996497
2015-10-09,7.1391609893
2015-10-12,7.1325013242
2015-10-13,7.0792240034
2015-10-14,7.0392660128
2015-10-15,7.1791189799
2015-10-16,7.1791189799
2015-10-19,7.1524803195
2015-10-20,7.245715631
2015-10-21,7.1657996497
2015-10-22,7.3522702726
2015-10-23,7.3589299377
2015-10-26,7.245715631
2015-10-27,7.2390559659
2015-10-28,7.4055475934
2015-10-29,7.3922282632
2015-10-30,7.3586272256
2015-11-02,7.4056686782
2015-11-03,7.3451868106
2015-11-04,7.271264528
2015-11-05,6.6395650219
2015-11-06,6.8546116622
2015-11-09,6.6530054369
2015-11-10,6.7672489646
2015-11-11,6.7538085496
2015-11-12,6.5387619092
2015-11-13,6.5858033618
2015-11-16,6.5925235693
2015-11-17,6.4110779664
2015-11-18,6.5387619092
2015-11-19,6.431238589
2015-11-20,6.4984406641
2015-11-23,6.4917204566
2015-11-24,6.6530054369
2015-11-25,6.6395650219
2015-11-27,6.7134873045
2015-11-30,6.7134873045
2015-12-01,6.706767097
2015-12-02,6.4513992115
2015-12-03,6.3976375514
2015-12-04,6.2632334012
2015-12-07,6.1893111186
2015-12-08,6.182590911
2015-12-09,6.2229121561
2015-12-10,6.2363525711
2015-12-11,6.0280261383
2015-12-14,5.9339432331
2015-12-15,6.2161919486
2015-12-16,6.2968344387
2015-12-17,6.182590911
2015-12-18,6.0885080059
2015-12-21,6.155710081
2015-12-22,6.2430727786
2015-12-23,6.4110779664
2015-12-24,6.4379587965
2015-12-28,6.3573163064
2015-12-29,6.458119419
2015-12-30,6.3841971364
2015-12-31,6.431238589
