date,ABT
2015-11-25,37.1934300081
2015-11-27,37.2016205894
2015-11-30,36.7920915209
2015-12-01,37.2343829149
2015-12-02,37.037808962
2015-12-03,36.1614167552
2015-12-04,37.103333613
2015-12-07,37.3162887286
2015-12-08,37.3080981473
2015-12-09,36.8248538463
2015-12-10,37.1115241943
2015-12-11,36.3334189641
2015-12-14,36.7019951258
2015-12-15,37.3408604727
2015-12-16,37.7176272158
2015-12-17,37.0705712875
2015-12-18,35.7928405935
2015-12-21,36.0713203602
2015-12-22,36.4317059405
2015-12-23,36.9395219855
2015-12-24,36.9395219855
2015-12-28,36.8821879159
2015-12-29,37.5292438443
2015-12-30,37.0787618689
2015-12-31,36.7839009395
