Date,JNJ
2015-01-02,76.54862976074219
2015-01-05,76.01399230957031
2015-01-06,75.64046478271484
2015-01-07,77.3102798461914
2015-01-08,77.91815948486328
2015-01-09,76.85623168945312
2015-01-12,76.5925521850586
2015-01-13,76.72440338134766
2015-01-14,76.16779327392578
2015-01-15,75.0618896484375
2015-01-16,76.19710540771484
2015-01-20,74.18302154541016
2015-01-21,74.62976837158203
2015-01-22,75.99199676513672
2015-01-23,74.84949493408203
2015-01-26,74.8934326171875
2015-01-27,74.76893615722656
2015-01-28,74.32218170166016
2015-01-29,74.9813232421875
2015-01-30,73.34077453613281
2015-02-02,73.84614562988281
2015-02-03,75.03990936279297
2015-02-04,74.23429107666016
2015-02-05,75.03990936279297
2015-02-06,74.04386138916016
2015-02-09,73.07713317871094
2015-02-10,73.49459075927734
2015-02-11,73.51654052734375
2015-02-12,72.09574127197266
2015-02-13,72.95993041992188
2015-02-17,73.56050872802734
2015-02-18,73.20896911621094
2015-02-19,73.75090789794922
2015-02-20,73.94267272949219
2015-02-23,73.8836669921875
2015-02-24,74.26716613769531
2015-02-25,74.64330291748047
2015-02-26,75.8159408569336
2015-02-27,75.60208129882812
2015-03-02,76.12567901611328
2015-03-03,75.47665405273438
2015-03-04,74.96778869628906
2015-03-05,75.60945129394531
2015-03-06,73.83206176757812
2015-03-09,74.2376937866211
2015-03-10,73.40431213378906
2015-03-11,72.51188659667969
2015-03-12,73.62554931640625
2015-03-13,73.16826629638672
2015-03-16,74.53268432617188
2015-03-17,73.6697998046875
2015-03-18,74.82768249511719
2015-03-19,74.997314453125
2015-03-20,75.52094268798828
2015-03-23,75.9487075805664
2015-03-24,75.19644165039062
2015-03-25,74.00167846679688
2015-03-26,73.85415649414062
2015-03-27,74.00167846679688
2015-03-30,74.89407348632812
2015-03-31,74.19342041015625
2015-04-01,73.12401580810547
2015-04-02,73.48541259765625
2015-04-06,73.13143157958984
2015-04-07,73.82466125488281
2015-04-08,73.86892700195312
2015-04-09,74.73179626464844
2015-04-10,75.27021026611328
2015-04-13,74.15654754638672
2015-04-14,74.13440704345703
2015-04-15,74.19342041015625
2015-04-16,73.59606170654297
2015-04-17,73.4411849975586
2015-04-20,73.90581512451172
2015-04-21,73.97213745117188
