Date,DHI
2015-01-02,21.984155654907227
2015-01-05,21.52614402770996
2015-01-06,21.235492706298828
2015-01-07,22.327653884887695
2015-01-08,22.8385009765625
2015-01-09,22.953001022338867
2015-01-12,22.970617294311523
2015-01-13,21.86083984375
2015-01-14,22.14269256591797
2015-01-15,20.41636848449707
2015-01-16,20.927221298217773
2015-01-20,20.213788986206055
2015-01-21,20.618946075439453
2015-01-22,20.865562438964844
2015-01-23,20.345911026000977
2015-01-26,21.473302841186523
2015-01-27,21.279523849487305
2015-01-28,21.032915115356445
2015-01-29,21.87845802307129
2015-01-30,21.59661102294922
2015-02-02,21.88726806640625
2015-02-03,22.433347702026367
2015-02-04,22.87746810913086
2015-02-05,22.7626895904541
2015-02-06,23.38958740234375
2015-02-09,23.35427474975586
2015-02-10,23.751604080200195
2015-02-11,23.69862937927246
2015-02-12,24.14010238647461
2015-02-13,24.007661819458008
2015-02-17,24.166603088378906
2015-02-18,24.034147262573242
2015-02-19,24.13127326965332
2015-02-20,24.122438430786133
2015-02-23,23.96351432800293
2015-02-24,24.396163940429688
2015-02-25,24.17542266845703
2015-02-26,24.034147262573242
2015-02-27,24.11360740661621
2015-03-02,23.96351432800293
2015-03-03,23.460229873657227
2015-03-04,23.725120544433594
2015-03-05,23.857559204101562
2015-03-06,23.10704231262207
2015-03-09,23.14236068725586
2015-03-10,22.87746810913086
2015-03-11,22.948110580444336
2015-03-12,23.486711502075195
2015-03-13,23.26597785949707
2015-03-16,23.504371643066406
2015-03-17,23.274805068969727
2015-03-18,23.928192138671875
2015-03-19,23.79575538635254
2015-03-20,24.13127326965332
2015-03-23,23.945858001708984
2015-03-24,24.219573974609375
2015-03-25,23.76043128967285
2015-03-26,23.56618309020996
2015-03-27,24.219573974609375
2015-03-30,24.731687545776367
2015-03-31,25.146677017211914
2015-04-01,24.943601608276367
2015-04-02,25.61464500427246
2015-04-06,25.349763870239258
2015-04-07,24.749351501464844
2015-04-08,25.199661254882812
2015-04-09,25.146677017211914
2015-04-10,25.261463165283203
2015-04-13,25.058385848999023
2015-04-14,25.37624740600586
2015-04-15,25.641141891479492
2015-04-16,25.12902069091797
2015-04-17,24.96126365661621
2015-04-20,24.758176803588867
2015-04-21,25.217315673828125
2015-04-22,23.866392135620117
2015-04-23,23.089384078979492
2015-04-24,23.460229873657227
2015-04-27,23.186508178710938
2015-04-28,23.310121536254883
2015-04-29,22.903961181640625
2015-04-30,22.427165985107422
2015-05-01,22.771522521972656
2015-05-04,22.62142562866211
2015-05-05,22.232912063598633
2015-05-06,22.312376022338867
2015-05-07,22.7097110748291
2015-05-08,22.886302947998047
2015-05-11,22.462488174438477
2015-05-12,22.462488174438477
2015-05-13,22.37662124633789
2015-05-14,22.828052520751953
2015-05-15,23.2883358001709
2015-05-18,23.421100616455078
2015-05-19,23.69550132751465
2015-05-20,23.828271865844727
2015-05-21,23.81056785583496
2015-05-22,23.589282989501953
2015-05-26,23.25292205810547
