Date,ORCL
2015-01-02,37.35356521606445
2015-01-05,36.829708099365234
2015-01-06,36.449501037597656
2015-01-07,36.45794677734375
2015-01-08,36.6776123046875
2015-01-09,36.66072082519531
2015-01-12,36.5593376159668
2015-01-13,36.272071838378906
2015-01-14,36.38189697265625
2015-01-15,36.01860046386719
2015-01-16,36.762107849121094
2015-01-20,37.09163284301758
2015-01-21,36.7452278137207
2015-01-22,37.21836471557617
2015-01-23,37.3366584777832
2015-01-26,37.09163284301758
2015-01-27,36.66918182373047
2015-01-28,36.06929397583008
2015-01-29,36.21290969848633
2015-01-30,35.393348693847656
2015-02-02,36.06084442138672
2015-02-03,36.36500930786133
2015-02-04,35.84115982055664
2015-02-05,36.466400146484375
2015-02-06,36.31431579589844
2015-02-09,36.66918182373047
2015-02-10,37.16768264770508
2015-02-11,36.63536071777344
2015-02-12,37.08317947387695
2015-02-13,37.11698913574219
2015-02-17,37.040931701660156
2015-02-18,37.26060104370117
2015-02-19,37.2690544128418
2015-02-20,36.98180389404297
2015-02-23,36.9902458190918
2015-02-24,37.07473373413086
2015-02-25,36.94800567626953
2015-02-26,37.08317947387695
2015-02-27,37.0240478515625
2015-03-02,37.20146560668945
2015-03-03,36.65228271484375
2015-03-04,36.84660339355469
2015-03-05,37.00713348388672
2015-03-06,35.807373046875
2015-03-09,36.06929397583008
2015-03-10,35.334228515625
2015-03-11,35.03850173950195
2015-03-12,35.165225982666016
2015-03-13,35.807373046875
2015-03-16,36.6776123046875
2015-03-17,36.22135543823242
2015-03-18,37.28596496582031
2015-03-19,37.31129837036133
2015-03-20,37.52253341674805
2015-03-23,37.38735580444336
2015-03-24,36.93109130859375
2015-03-25,36.272071838378906
2015-03-26,36.322757720947266
2015-03-27,36.02703857421875
2015-03-30,36.702964782714844
2015-03-31,36.45794677734375
2015-04-01,36.28050994873047
2015-04-02,36.1363639831543
2015-04-06,36.42465591430664
2015-04-07,36.42465591430664
2015-04-08,36.55183029174805
2015-04-09,36.62815856933594
2015-04-10,36.8909797668457
2015-04-13,36.526397705078125
2015-04-14,36.229652404785156
2015-04-15,37.2979621887207
2015-04-16,36.84859085083008
2015-04-17,36.45858383178711
2015-04-20,36.729888916015625
2015-04-21,36.81468200683594
2015-04-22,36.924896240234375
2015-04-23,36.789241790771484
2015-04-24,36.526397705078125
2015-04-27,36.975765228271484
2015-04-28,37.730377197265625
2015-04-29,37.92539978027344
2015-04-30,36.9842529296875
2015-05-01,37.620174407958984
2015-05-04,37.806678771972656
2015-05-05,37.238616943359375
2015-05-06,36.67901611328125
2015-05-07,36.86555099487305
2015-05-08,37.314918518066406
2015-05-11,37.170772552490234
2015-05-12,36.941856384277344
2015-05-13,37.12838363647461
2015-05-14,37.62863540649414
2015-05-15,37.43363571166992
2015-05-18,37.50993728637695
2015-05-19,37.577762603759766
2015-05-20,37.552330017089844
2015-05-21,37.54384994506836
2015-05-22,37.24709701538086
2015-05-26,36.738365173339844
2015-05-27,37.4251594543457
2015-05-28,37.18773651123047
2015-05-29,36.8740234375
