Date,VRSN
2015-01-02,56.485233306884766
2015-01-05,55.54694366455078
2015-01-06,54.50000762939453
2015-01-07,54.9543342590332
2015-01-08,56.17905807495117
2015-01-09,56.633384704589844
2015-01-12,56.07040786743164
2015-01-13,56.109920501708984
2015-01-14,55.57657241821289
2015-01-15,54.885196685791016
2015-01-16,55.96176528930664
2015-01-20,55.467926025390625
2015-01-21,55.67533874511719
2015-01-22,55.5074348449707
2015-01-23,56.109920501708984
2015-01-26,55.12224197387695
2015-01-27,54.174072265625
2015-01-28,53.6308479309082
2015-01-29,54.01604080200195
2015-01-30,53.80862808227539
2015-02-02,54.529632568359375
2015-02-03,56.633384704589844
2015-02-04,56.17905807495117
2015-02-05,56.248191833496094
2015-02-06,59.23097229003906
2015-02-09,59.84333801269531
2015-02-10,60.129764556884766
2015-02-11,60.22853088378906
2015-02-12,60.95941162109375
2015-02-13,61.38411331176758
2015-02-17,61.39398956298828
2015-02-18,61.82856369018555
2015-02-19,62.73722839355469
2015-02-20,63.08291244506836
2015-02-23,62.82612228393555
2015-02-24,63.270572662353516
2015-02-25,63.606388092041016
2015-02-26,64.03108978271484
2015-02-27,63.2310676574707
2015-03-02,63.7841682434082
2015-03-03,63.171810150146484
2015-03-04,62.915008544921875
2015-03-05,63.59650802612305
2015-03-06,63.132301330566406
2015-03-09,63.53725051879883
2015-03-10,62.00634765625
2015-03-11,62.43104934692383
2015-03-12,63.023658752441406
2015-03-13,62.84587478637695
2015-03-16,63.26070022583008
2015-03-17,63.191558837890625
2015-03-18,64.1891098022461
2015-03-19,63.47798156738281
2015-03-20,63.95207214355469
2015-03-23,65.17678833007812
2015-03-24,65.47309875488281
2015-03-25,64.32737731933594
2015-03-26,64.1199722290039
2015-03-27,65.48297882080078
2015-03-30,66.16447448730469
2015-03-31,66.14471435546875
2015-04-01,65.74964904785156
2015-04-02,65.8681640625
2015-04-06,65.7792739868164
2015-04-07,65.70026397705078
2015-04-08,66.4015121459961
2015-04-09,66.68792724609375
2015-04-10,66.91510009765625
2015-04-13,66.68792724609375
2015-04-14,66.74720001220703
2015-04-15,66.86572265625
2015-04-16,67.03362274169922
2015-04-17,65.24592590332031
2015-04-20,65.67062377929688
2015-04-21,66.23360443115234
2015-04-22,66.4015121459961
2015-04-23,66.89534759521484
2015-04-24,64.23849487304688
2015-04-27,63.62613296508789
2015-04-28,63.912559509277344
2015-04-29,63.34959030151367
2015-04-30,62.727352142333984
2015-05-01,63.359466552734375
2015-05-04,63.62613296508789
2015-05-05,62.07548141479492
2015-05-06,62.559444427490234
2015-05-07,62.776737213134766
2015-05-08,63.112548828125
2015-05-11,62.81624221801758
2015-05-12,62.885379791259766
2015-05-13,63.06316375732422
2015-05-14,63.329837799072266
2015-05-15,63.300201416015625
2015-05-18,63.774288177490234
2015-05-19,63.517486572265625
2015-05-20,63.4483528137207
2015-05-21,63.71502685546875
2015-05-22,63.72489929199219
2015-05-26,62.727352142333984
2015-05-27,63.685401916503906
2015-05-28,62.87550354003906
2015-05-29,62.411293029785156
2015-06-01,62.480430603027344
2015-06-02,61.54214096069336
2015-06-03,62.20388412475586
