date,BBT
2015-06-11,20.9244538046
2015-06-12,20.7484948378
2015-06-15,20.6825102252
2015-06-16,20.7484948378
2015-06-17,20.4698931403
2015-06-18,20.6825102252
2015-06-19,20.7338315905
2015-06-22,20.7484948378
2015-06-23,20.917122181
2015-06-24,20.8291426975
2015-06-25,20.8877956865
2015-06-26,21.2543768674
2015-06-29,20.763158085
2015-06-30,20.8804640629
2015-07-01,21.1957238784
2015-07-02,20.9391170518
2015-07-06,21.0784179005
2015-07-07,20.7704897086
2015-07-08,20.7191683433
2015-07-09,20.7998162031
2015-07-10,21.0270965352
2015-07-13,21.0490914061
2015-07-14,20.9684435463
2015-07-15,21.0710862769
2015-07-16,21.1810606312
2015-07-17,21.0490914061
2015-07-20,21.1590657603
2015-07-21,21.0710862769
2015-07-22,21.4816571995
2015-07-23,21.2250503729
2015-07-24,21.1883922548
2015-07-27,21.203055502
2015-07-28,21.1957238784
2015-07-29,21.0930811478
2015-07-30,21.1224076422
2015-07-31,21.3350247272
2015-08-03,21.5183153176
2015-08-04,21.760258897
2015-08-05,21.7159857354
2015-08-06,21.5462719495
2015-08-07,21.3175272816
2015-08-10,21.4503467662
2015-08-11,21.3101484213
2015-08-12,21.0740248931
2015-08-13,21.1478134957
2015-08-14,21.4946199277
2015-08-17,21.5388930893
2015-08-18,21.3839370239
2015-08-19,21.2880118406
2015-08-20,20.8600379457
2015-08-21,20.6165355572
2015-08-24,19.8565129508
2015-08-25,19.9081649725
2015-08-26,20.3582754482
2015-08-27,20.3582754482
2015-08-28,20.4468217713
2015-08-31,20.6460509982
2015-09-01,19.9524381341
2015-09-02,20.3140022867
2015-09-03,20.2992445662
2015-09-04,20.12215192
2015-09-08,20.4910949328
2015-09-09,20.3213811469
2015-09-10,20.5206103739
2015-09-11,20.5870201162
2015-09-14,20.6017778367
2015-09-15,20.7050818803
2015-09-16,20.6165355572
2015-09-17,20.3435177277
2015-09-18,19.9081649725
2015-09-21,20.2475925444
2015-09-22,20.1000153392
2015-09-23,20.2033193828
2015-09-24,20.3656543085
2015-09-25,20.4837160726
2015-09-28,20.2402136841
2015-09-29,20.2475925444
2015-09-30,20.3213811469
2015-10-01,20.3213811469
2015-10-02,19.8712706713
2015-10-05,20.2844868456
2015-10-06,20.0262267367
2015-10-07,20.3582754482
2015-10-08,20.5796412559
2015-10-09,20.4173063303
2015-10-12,20.5648835354
2015-10-13,20.3435177277
2015-10-14,19.9376804136
2015-10-15,20.3582754482
2015-10-16,20.3656543085
2015-10-19,20.439442911
2015-10-20,20.5206103739
2015-10-21,20.1369096405
2015-10-22,20.4910949328
2015-10-23,20.8157647841
2015-10-26,20.6903241598
2015-10-27,21.3765581636
2015-10-28,22.048034447
2015-10-29,21.8930783816
2015-10-30,21.1035403341
2015-11-02,21.4355890457
2015-11-03,21.4282101854
2015-11-04,21.56102967
2015-11-05,21.7750166175
2015-11-06,22.1144441893
2015-11-09,21.9299726829
2015-11-10,22.4943742826
2015-11-11,22.3904055668
2015-11-12,22.0933520933
2015-11-13,21.8705619882
2015-11-16,22.108204767
2015-11-17,22.0042360513
2015-11-18,22.063646746
2015-11-19,22.0784994196
2015-11-20,22.338421209
2015-11-23,22.427537251
2015-11-24,22.4126845774
2015-11-25,22.4201109142
2015-11-27,22.4646689352
2015-11-30,22.4572425984
2015-12-01,22.5760639878
2015-12-02,22.2938631879
2015-12-03,22.1601891249
2015-12-04,22.5760639878
2015-12-07,22.0265150618
2015-12-08,21.833430304
2015-12-09,21.7368879251
2015-12-10,21.6997562409
2015-12-11,21.2541760306
2015-12-14,21.2318970201
2015-12-15,21.7071825777
2015-12-16,21.9819570407
2015-12-17,21.9151200092
2015-12-18,21.5363768305
2015-12-21,21.5289504936
2015-12-22,21.5512295041
2015-12-23,21.6923299041
2015-12-24,21.8408566408
2015-12-28,21.7814459461
2015-12-29,22.2047471459
2015-12-30,22.2047471459
2015-12-31,21.6180665357
