Date,MTB
2015-01-02,91.63298034667969
2015-01-05,88.68062591552734
2015-01-06,86.69287872314453
2015-01-07,86.87554931640625
2015-01-08,88.63677978515625
2015-01-09,86.85366821289062
2015-01-12,86.28365325927734
2015-01-13,86.85366821289062
2015-01-14,84.26665496826172
2015-01-15,83.58704376220703
2015-01-16,84.06205749511719
2015-01-20,82.47626495361328
2015-01-21,82.05239868164062
2015-01-22,85.5967025756836
2015-01-23,84.20089721679688
2015-01-26,85.42864990234375
2015-01-27,84.8805160522461
2015-01-28,83.10472106933594
2015-01-29,84.33245086669922
2015-01-30,82.69548034667969
2015-02-02,84.44207000732422
2015-02-03,86.44441986083984
2015-02-04,86.66364288330078
2015-02-05,87.2994384765625
2015-02-06,88.89984893798828
2015-02-09,88.13253784179688
2015-02-10,88.53447723388672
2015-02-11,88.08136749267578
2015-02-12,90.1640853881836
2015-02-13,90.54409790039062
2015-02-17,90.63909912109375
2015-02-18,88.9364013671875
2015-02-19,88.57829284667969
2015-02-20,88.67330169677734
2015-02-23,88.57100677490234
2015-02-24,88.84868621826172
2015-02-25,88.8340835571289
2015-02-26,89.19424438476562
2015-02-27,88.93698120117188
2015-03-02,90.2379379272461
2015-03-03,90.20855712890625
2015-03-04,90.00274658203125
2015-03-05,90.56871795654297
2015-03-06,91.45808410644531
2015-03-09,91.48748779296875
2015-03-10,89.15013122558594
2015-03-11,89.42211151123047
2015-03-12,92.34746551513672
2015-03-13,92.03875732421875
2015-03-16,92.61206817626953
2015-03-17,93.1265640258789
2015-03-18,93.39854431152344
2015-03-19,92.95016479492188
2015-03-20,94.08207702636719
2015-03-23,93.58963012695312
2015-03-24,92.63410949707031
2015-03-25,90.64221954345703
2015-03-26,91.22288513183594
2015-03-27,91.85499572753906
2015-03-30,93.25887298583984
2015-03-31,93.34705352783203
2015-04-01,92.80318450927734
2015-04-02,93.50143432617188
2015-04-06,90.96562194824219
2015-04-07,91.53895568847656
2015-04-08,91.32579803466797
2015-04-09,91.65653991699219
2015-04-10,91.42871856689453
2015-04-13,91.29637145996094
2015-04-14,90.5981216430664
2015-04-15,91.12732696533203
2015-04-16,90.56136322021484
2015-04-17,88.79733276367188
2015-04-20,87.62129211425781
2015-04-21,87.82708740234375
2015-04-22,88.56947326660156
2015-04-23,88.34163665771484
2015-04-24,87.91531372070312
2015-04-27,87.00390625
2015-04-28,88.51800537109375
2015-04-29,88.3269271850586
2015-04-30,87.95939636230469
2015-05-01,87.68008422851562
2015-05-04,89.46619415283203
2015-05-05,88.42247772216797
2015-05-06,88.80467987060547
2015-05-07,88.33427429199219
2015-05-08,89.30449676513672
2015-05-11,89.12073516845703
2015-05-12,89.15748596191406
2015-05-13,89.68670654296875
2015-05-14,90.260009765625
2015-05-15,89.08397674560547
2015-05-18,90.04684448242188
2015-05-19,91.1788101196289
2015-05-20,90.83330535888672
2015-05-21,90.85536193847656
2015-05-22,90.52461242675781
2015-05-26,89.7381820678711
2015-05-27,89.8704605102539
2015-05-28,90.03308868408203
2015-05-29,89.36039733886719
2015-06-01,88.59894561767578
2015-06-02,89.46385955810547
2015-06-03,90.66143798828125
2015-06-04,90.1883316040039
2015-06-05,91.56330108642578
2015-06-08,91.6446533203125
2015-06-09,92.28778076171875
2015-06-10,93.46319580078125
2015-06-11,93.30054473876953
2015-06-12,93.24142456054688
2015-06-15,92.96051788330078
2015-06-16,93.38927459716797
2015-06-17,92.62784576416016
2015-06-18,93.5666732788086
2015-06-19,92.8718032836914
2015-06-22,93.89934539794922
2015-06-23,94.74209594726562
2015-06-24,94.26158142089844
2015-06-25,94.10635375976562
2015-06-26,94.59423828125
2015-06-29,92.15473937988281
2015-06-30,92.35430908203125
2015-07-01,94.09893798828125
2015-07-02,93.07878875732422
2015-07-06,92.87918090820312
2015-07-07,92.42826080322266
2015-07-08,90.93497467041016
2015-07-09,91.80726623535156
2015-07-10,93.30054473876953
2015-07-13,94.11373901367188
2015-07-14,94.01763153076172
2015-07-15,94.60902404785156
2015-07-16,96.70109558105469
2015-07-17,97.00419616699219
2015-07-20,97.58082580566406
2015-07-21,97.47731018066406
2015-07-22,98.46788787841797
2015-07-23,97.7804183959961
2015-07-24,97.29251098632812
2015-07-27,96.6419448852539
2015-07-28,97.44036865234375
2015-07-29,97.6990966796875
2015-07-30,97.74346160888672
2015-07-31,96.95244598388672
2015-08-03,96.58283996582031
