date,AMG
2015-11-04,180.6811626504
2015-11-05,181.3200566624
2015-11-06,182.9269719048
2015-11-09,172.1819362476
2015-11-10,171.3881588387
2015-11-11,171.1267931065
2015-11-12,165.8123565517
2015-11-13,162.1725967255
2015-11-16,166.5674131114
2015-11-17,164.9992187182
2015-11-18,170.7008637651
2015-11-19,171.0590316204
2015-11-20,169.6554008363
2015-11-23,169.229471495
2015-11-24,169.9264467808
2015-11-25,170.5459803683
2015-11-27,171.0396711958
2015-11-30,171.5624026602
2015-12-01,174.1179787084
2015-12-02,170.1103708146
2015-12-03,165.1928229643
2015-12-04,169.9070863562
2015-12-07,167.0804643635
2015-12-08,163.6439889957
2015-12-09,161.2723369812
2015-12-10,160.5560012708
2015-12-11,147.8749231528
2015-12-14,139.404737387
2015-12-15,147.371552113
2015-12-16,153.9928173288
2015-12-17,152.6859886678
2015-12-18,148.8332641709
2015-12-21,149.2979143615
2015-12-22,152.8699127016
2015-12-23,157.4486531212
2015-12-24,157.8842626749
2015-12-28,158.0294658595
2015-12-29,157.4583333336
2015-12-30,155.5997325712
2015-12-31,154.6510717654
