Date,SEE
2015-01-02,35.449180603027344
2015-01-05,34.94277572631836
2015-01-06,35.125423431396484
2015-01-07,35.17522430419922
2015-01-08,35.82276916503906
2015-01-09,35.25825119018555
2015-01-12,35.6650390625
2015-01-13,35.6152229309082
2015-01-14,35.00918197631836
2015-01-15,34.53596496582031
2015-01-16,34.7601318359375
2015-01-20,34.53596496582031
2015-01-21,34.80162811279297
2015-01-22,35.73974609375
2015-01-23,33.24087905883789
2015-01-26,32.72614669799805
2015-01-27,32.80916976928711
2015-01-28,32.73445129394531
2015-01-29,33.81371307373047
2015-01-30,33.62276077270508
2015-02-02,33.62276077270508
2015-02-03,34.46125411987305
2015-02-04,34.57746887207031
2015-02-05,34.843143463134766
2015-02-06,34.42805099487305
2015-02-09,33.97975540161133
2015-02-10,37.582767486572266
2015-02-11,37.54126739501953
2015-02-12,38.3631591796875
2015-02-13,38.23033905029297
2015-02-17,38.72843551635742
2015-02-18,39.06052017211914
2015-02-19,39.58354187011719
2015-02-20,39.998626708984375
2015-02-23,39.77449035644531
2015-02-24,40.09824752807617
2015-02-25,39.47562026977539
2015-02-26,39.93221664428711
2015-02-27,39.126930236816406
2015-03-02,39.44240951538086
2015-03-03,38.877872467041016
2015-03-04,38.777976989746094
2015-03-05,38.41167068481445
2015-03-06,37.68740463256836
2015-03-09,38.37004852294922
2015-03-10,37.8039436340332
2015-03-11,37.845577239990234
2015-03-12,38.436641693115234
2015-03-13,38.04536056518555
2015-03-16,38.478271484375
2015-03-17,38.3450813293457
2015-03-18,38.9361457824707
2015-03-19,38.73635482788086
2015-03-20,38.89453125
2015-03-23,38.65309524536133
2015-03-24,38.36172866821289
2015-03-25,37.54586410522461
2015-03-26,37.50423812866211
2015-03-27,37.68740463256836
2015-03-30,38.228511810302734
2015-03-31,37.92881393432617
2015-04-01,37.70405197143555
2015-04-02,37.53754425048828
2015-04-06,37.92881393432617
2015-04-07,37.645782470703125
2015-04-08,38.48659896850586
2015-04-09,38.819602966308594
2015-04-10,38.54487609863281
2015-04-13,38.32842254638672
2015-04-14,37.645782470703125
2015-04-15,37.0130615234375
2015-04-16,37.029727935791016
2015-04-17,36.67174530029297
2015-04-20,36.75498962402344
2015-04-21,36.463626861572266
2015-04-22,36.90484619140625
2015-04-23,37.28778076171875
2015-04-24,37.24617385864258
2015-04-27,36.79661178588867
2015-04-28,36.988094329833984
2015-04-29,36.73002243041992
2015-04-30,37.962120056152344
2015-05-01,39.0693473815918
2015-05-04,39.47727966308594
2015-05-05,38.8529052734375
2015-05-06,39.04437255859375
2015-05-07,39.93515396118164
2015-05-08,39.88520431518555
2015-05-11,40.35972595214844
2015-05-12,39.918495178222656
2015-05-13,39.951812744140625
2015-05-14,41.100650787353516
2015-05-15,40.750999450683594
2015-05-18,41.39202880859375
2015-05-19,41.317115783691406
2015-05-20,41.32542037963867
2015-05-21,41.150596618652344
2015-05-22,41.05902862548828
2015-05-26,40.825927734375
2015-05-27,41.51689910888672
2015-05-28,41.183921813964844
2015-05-29,40.54288101196289
2015-06-01,40.942481994628906
2015-06-02,40.66775894165039
2015-06-03,40.684452056884766
2015-06-04,40.325523376464844
2015-06-05,40.50080871582031
2015-06-08,40.9932975769043
2015-06-09,41.368919372558594
2015-06-10,41.677772521972656
2015-06-11,42.14522171020508
2015-06-12,42.278778076171875
2015-06-15,41.385623931884766
2015-06-16,42.328853607177734
2015-06-17,42.537540435791016
2015-06-18,43.10515594482422
2015-06-19,43.405662536621094
2015-06-22,43.53919219970703
2015-06-23,43.33888244628906
2015-06-24,43.22200393676758
2015-06-25,43.28042984008789
2015-06-26,43.90647506713867
2015-06-29,43.19696807861328
2015-06-30,42.888126373291016
2015-07-01,43.422340393066406
2015-07-02,43.297142028808594
2015-07-06,43.6226806640625
2015-07-07,43.764591217041016
2015-07-08,42.72953414916992
2015-07-09,42.64604568481445
2015-07-10,43.213661193847656
2015-07-13,44.073421478271484
2015-07-14,44.43236541748047
2015-07-15,44.023345947265625
2015-07-16,44.15690612792969
2015-07-17,43.989959716796875
2015-07-20,44.13186264038086
2015-07-21,43.41400146484375
2015-07-22,43.43070602416992
2015-07-23,42.554237365722656
2015-07-24,41.686126708984375
2015-07-27,41.32719802856445
2015-07-28,41.71117401123047
2015-07-29,42.23702621459961
2015-07-30,44.22367477416992
2015-07-31,44.38227462768555
2015-08-03,44.66608810424805
2015-08-04,45.075096130371094
2015-08-05,46.24372482299805
2015-08-06,45.592628479003906
2015-08-07,46.13520431518555
2015-08-10,46.16025161743164
2015-08-11,45.575927734375
2015-08-12,45.10848617553711
2015-08-13,45.19196319580078
2015-08-14,45.93485641479492
2015-08-17,45.751216888427734
2015-08-18,45.375606536865234
2015-08-19,45.058406829833984
2015-08-20,44.29880905151367
2015-08-21,43.54756164550781
2015-08-24,42.41232681274414
2015-08-25,41.819679260253906
2015-08-26,42.8547248840332
2015-08-27,43.405662536621094
2015-08-28,43.45573806762695
2015-08-31,42.94654846191406
2015-09-01,42.24538040161133
2015-09-02,42.65544891357422
2015-09-03,42.75587463378906
2015-09-04,42.26211166381836
2015-09-08,43.25800704956055
2015-09-09,42.84793472290039
2015-09-10,42.7977180480957
2015-09-11,42.7977180480957
2015-09-14,42.71403503417969
2015-09-15,43.05714797973633
2015-09-16,43.157588958740234
2015-09-17,42.889774322509766
2015-09-18,41.82694625854492
2015-09-21,41.87715530395508
2015-09-22,40.63021469116211
2015-09-23,40.11971664428711
2015-09-24,39.517181396484375
2015-09-25,39.2493782043457
2015-09-28,38.312068939208984
2015-09-29,38.47109603881836
2015-09-30,39.232643127441406
2015-10-01,39.307960510253906
2015-10-02,40.153202056884766
2015-10-05,40.46284866333008
2015-10-06,39.76824188232422
2015-10-07,40.50468063354492
2015-10-08,40.764122009277344
2015-10-09,40.906394958496094
2015-10-12,41.35831069946289
2015-10-13,40.889652252197266
2015-10-14,40.563262939453125
2015-10-15,40.93149185180664
2015-10-16,40.72227096557617
2015-10-19,40.91474914550781
2015-10-20,41.55915069580078
2015-10-21,41.30809020996094
2015-10-22,43.05714797973633
2015-10-23,43.2663688659668
2015-10-26,42.83119201660156
2015-10-27,40.964969635009766
2015-10-28,41.02356719970703
2015-10-29,41.0988655090332
2015-10-30,41.10725021362305
2015-11-02,41.70978927612305
2015-11-03,39.88539505004883
2015-11-04,40.17830276489258
2015-11-05,40.27035903930664
2015-11-06,40.01930236816406
2015-11-09,39.257755279541016
2015-11-10,38.21165084838867
2015-11-11,38.05264663696289
2015-11-12,36.58811569213867
2015-11-13,37.10698699951172
2015-11-16,37.1153450012207
2015-11-17,37.00654983520508
2015-11-18,37.60910415649414
2015-11-19,38.21165084838867
2015-11-20,37.93548583984375
2015-11-23,37.55888748168945
2015-11-24,37.66768264770508
2015-11-25,37.60072326660156
2015-11-27,37.885276794433594
2015-11-30,37.96059036254883
2015-12-01,38.10285568237305
2015-12-02,37.74197769165039
2015-12-03,37.86786651611328
2015-12-04,38.58124542236328
2015-12-07,38.01892852783203
2015-12-08,37.5069694519043
2015-12-09,36.953060150146484
2015-12-10,36.50825881958008
2015-12-11,35.93753433227539
2015-12-14,35.39202880859375
2015-12-15,35.84522247314453
2015-12-16,36.77680969238281
2015-12-17,36.147361755371094
2015-12-18,35.828433990478516
2015-12-21,35.91236114501953
2015-12-22,36.013065338134766
2015-12-23,36.76003646850586
2015-12-24,36.7684211730957
2015-12-28,36.91949462890625
2015-12-29,37.20484924316406
2015-12-30,37.70840072631836
2015-12-31,37.43144607543945
