Date,PPL
2015-01-02,20.5750789642334
2015-01-05,20.099740982055664
2015-01-06,20.094078063964844
2015-01-07,20.18461799621582
2015-01-08,20.10540199279785
2015-01-09,20.0035400390625
2015-01-12,19.90169334411621
2015-01-13,19.692319869995117
2015-01-14,19.929981231689453
2015-01-15,19.986568450927734
2015-01-16,19.992229461669922
2015-01-20,20.13934898376465
2015-01-21,20.382678985595703
2015-01-22,20.201601028442383
2015-01-23,20.241209030151367
2015-01-26,20.20724868774414
2015-01-27,20.201601028442383
2015-01-28,20.099740982055664
2015-01-29,20.314769744873047
2015-01-30,20.088428497314453
2015-02-02,20.314769744873047
2015-02-03,20.58639144897461
2015-02-04,20.26384925842285
2015-02-05,20.55244255065918
2015-02-06,19.929981231689453
2015-02-09,19.60743522644043
2015-02-10,19.975248336791992
2015-02-11,19.6527042388916
2015-02-12,19.720605850219727
2015-02-13,19.630067825317383
2015-02-17,19.56216049194336
2015-02-18,20.043149948120117
2015-02-19,19.896026611328125
2015-02-20,19.794166564941406
2015-02-23,19.90169334411621
2015-02-24,19.94695472717285
2015-02-25,19.590456008911133
2015-02-26,19.398059844970703
2015-02-27,19.296199798583984
2015-03-02,18.90009880065918
2015-03-03,18.956684112548828
2015-03-04,18.815214157104492
2015-03-05,18.9057559967041
2015-03-06,18.163536071777344
2015-03-09,18.163536071777344
2015-03-10,18.100584030151367
2015-03-11,17.96895980834961
2015-03-12,18.260822296142578
2015-03-13,18.19786834716797
2015-03-16,18.483991622924805
2015-03-17,18.478271484375
2015-03-18,19.48545265197754
2015-03-19,19.279443740844727
2015-03-20,19.66285514831543
2015-03-23,19.548402786254883
2015-03-24,19.34811019897461
2015-03-25,18.947528839111328
2015-03-26,18.896020889282227
2015-03-27,18.97041893005371
2015-03-30,19.205045700073242
2015-03-31,19.26227378845215
2015-04-01,19.267995834350586
2015-04-02,19.37100601196289
2015-04-06,19.67429542541504
2015-04-07,19.42250633239746
2015-04-08,19.502622604370117
2015-04-09,19.296607971191406
2015-04-10,19.48545265197754
2015-04-13,19.187877655029297
2015-04-14,19.37672233581543
2015-04-15,19.205045700073242
2015-04-16,19.1478214263916
2015-04-17,19.050533294677734
2015-04-20,19.34238624572754
2015-04-21,19.233657836914062
2015-04-22,19.43967056274414
2015-04-23,19.594179153442383
2015-04-24,19.78875160217285
2015-04-27,19.46828269958496
2015-04-28,19.6685733795166
2015-04-29,19.691463470458984
2015-04-30,19.4740047454834
2015-05-01,19.565568923950195
2015-05-04,19.714353561401367
2015-05-05,19.313777923583984
2015-05-06,19.10203742980957
2015-05-07,19.113487243652344
2015-05-08,19.399616241455078
2015-05-11,19.313777923583984
2015-05-12,19.250829696655273
2015-05-13,19.050533294677734
2015-05-14,19.21648597717285
2015-05-15,19.416780471801758
2015-05-18,19.6170711517334
2015-05-19,19.80019760131836
2015-05-20,19.94325828552246
2015-05-21,19.777297973632812
2015-05-22,19.697193145751953
2015-05-26,19.639963150024414
2015-05-27,19.840248107910156
2015-05-28,19.914653778076172
2015-05-29,19.863147735595703
2015-06-01,19.897476196289062
2015-06-02,19.54433250427246
2015-06-03,19.32929229736328
2015-06-04,19.323143005371094
2015-06-05,19.015939712524414
2015-06-08,18.731731414794922
2015-06-09,18.71929168701172
2015-06-10,18.793916702270508
2015-06-11,18.98671531677246
2015-06-12,18.750385284423828
2015-06-15,18.607351303100586
2015-06-16,18.675762176513672
2015-06-17,18.880992889404297
2015-06-18,19.16706085205078
2015-06-19,18.98671531677246
2015-06-22,19.036466598510742
2015-06-23,18.694416046142578
2015-06-24,18.482967376708984
2015-06-25,18.433218002319336
2015-06-26,18.501625061035156
2015-06-29,18.31505584716797
2015-06-30,18.327495574951172
2015-07-01,18.37724494934082
2015-07-02,18.5327205657959
2015-07-06,18.669540405273438
2015-07-07,19.235469818115234
2015-07-08,19.18572425842285
2015-07-09,19.05512046813965
