Date,YUM
2015-06-03,53.76056671142578
2015-06-04,53.15571975708008
2015-06-05,53.31427764892578
2015-06-08,53.14398956298828
2015-06-09,53.196834564208984
2015-06-10,53.78993225097656
2015-06-11,53.631370544433594
2015-06-12,53.50218963623047
2015-06-15,53.36712646484375
2015-06-16,53.919124603271484
2015-06-17,53.6137580871582
2015-06-18,54.424129486083984
2015-06-19,54.183372497558594
2015-06-22,54.271446228027344
2015-06-23,54.042449951171875
2015-06-24,53.73707580566406
2015-06-25,53.66073989868164
2015-06-26,54.46524429321289
2015-06-29,52.62134552001953
2015-06-30,52.89734649658203
2015-07-01,53.84278106689453
2015-07-02,53.76056671142578
2015-07-06,53.243812561035156
2015-07-07,52.78578186035156
2015-07-08,51.15916442871094
2015-07-09,51.67003631591797
2015-07-10,53.35540008544922
2015-07-13,53.50218963623047
2015-07-14,54.01895523071289
2015-07-15,52.426326751708984
2015-07-16,52.05472183227539
2015-07-17,51.83647537231445
2015-07-20,51.98393630981445
2015-07-21,52.272972106933594
2015-07-22,52.679969787597656
2015-07-23,51.801090240478516
2015-07-24,51.14635467529297
2015-07-27,50.71576690673828
2015-07-28,51.28791809082031
2015-07-29,51.77159881591797
2015-07-30,51.91907501220703
2015-07-31,51.765689849853516
2015-08-03,51.801090240478516
2015-08-04,52.01934051513672
2015-08-05,52.520729064941406
2015-08-06,51.77159881591797
2015-08-07,51.677223205566406
2015-08-10,51.801090240478516
2015-08-11,49.27651596069336
2015-08-12,47.58952331542969
2015-08-13,49.42988586425781
2015-08-14,49.30599594116211
2015-08-17,50.155391693115234
2015-08-18,49.66582107543945
2015-08-19,50.7806396484375
2015-08-20,48.261959075927734
2015-08-21,47.01146697998047
2015-08-24,45.53093338012695
2015-08-25,44.88798904418945
2015-08-26,46.999664306640625
2015-08-27,48.52739715576172
2015-08-28,48.261959075927734
2015-08-31,47.05276107788086
2015-09-01,46.65755081176758
2015-09-02,47.347679138183594
2015-09-03,47.31819152832031
2015-09-04,46.53368377685547
2015-09-08,48.226566314697266
2015-09-09,47.79007339477539
2015-09-10,47.12944793701172
2015-09-11,48.03191375732422
2015-09-14,47.74879837036133
2015-09-15,48.61587905883789
2015-09-16,48.99927520751953
2015-09-17,48.940303802490234
2015-09-18,47.27690887451172
2015-09-21,47.44205856323242
2015-09-22,46.7755126953125
2015-09-23,46.55137634277344
2015-09-24,46.19746780395508
2015-09-25,46.362632751464844
2015-09-28,44.829002380371094
2015-09-29,44.91747283935547
2015-09-30,47.15894317626953
2015-10-01,47.11174392700195
2015-10-02,48.13218688964844
2015-10-05,48.987483978271484
2015-10-06,49.20573425292969
2015-10-07,39.93909454345703
2015-10-08,39.7916374206543
2015-10-09,41.43734359741211
2015-10-12,41.78534698486328
2015-10-13,41.278076171875
2015-10-14,40.719940185546875
2015-10-15,41.129634857177734
2015-10-16,42.84558868408203
2015-10-19,42.57840347290039
2015-10-20,43.3621711730957
2015-10-21,43.67685317993164
2015-10-22,43.154361724853516
2015-10-23,43.27903747558594
2015-10-26,44.04499053955078
2015-10-27,43.44529724121094
2015-10-28,43.326534271240234
2015-10-29,43.053428649902344
2015-10-30,42.103397369384766
2015-11-02,42.649662017822266
2015-11-03,42.87528610229492
2015-11-04,42.477474212646484
2015-11-05,42.257781982421875
2015-11-06,42.29934310913086
2015-11-09,40.969322204589844
2015-11-10,40.826812744140625
2015-11-11,40.63682174682617
2015-11-12,39.853065490722656
2015-11-13,41.24838638305664
2015-11-16,40.86244583129883
2015-11-17,41.5274543762207
2015-11-18,42.22809600830078
2015-11-19,42.56060028076172
2015-11-20,43.20185089111328
2015-11-23,43.1602897644043
2015-11-24,42.97623062133789
2015-11-25,43.10091018676758
2015-11-27,43.320594787597656
2015-11-30,43.053428649902344
2015-12-01,44.22311782836914
2015-12-02,44.5021858215332
2015-12-03,43.42154312133789
2015-12-04,45.208763122558594
2015-12-07,45.36907196044922
2015-12-08,44.88218688964844
2015-12-09,43.81935501098633
2015-12-10,43.45716094970703
2015-12-11,42.3349723815918
2015-12-14,42.542781829833984
2015-12-15,43.112796783447266
2015-12-16,43.66498947143555
2015-12-17,42.869354248046875
2015-12-18,42.65559387207031
2015-12-21,43.58186340332031
2015-12-22,43.344356536865234
2015-12-23,44.009368896484375
2015-12-24,43.93811798095703
2015-12-28,43.843109130859375
2015-12-29,44.08061218261719
2015-12-30,43.82529830932617
2015-12-31,43.37405014038086
