Date,EFX
2015-01-02,72.94828796386719
2015-01-05,72.33831024169922
2015-01-06,71.76419067382812
2015-01-07,72.97518920898438
2015-01-08,74.53607177734375
2015-01-09,74.22211456298828
2015-01-12,74.11449432373047
2015-01-13,74.58991241455078
2015-01-14,74.43739318847656
2015-01-15,74.17726135253906
2015-01-16,74.74237060546875
2015-01-20,74.99358367919922
2015-01-21,75.72019958496094
2015-01-22,76.84152221679688
2015-01-23,76.46473693847656
2015-01-26,76.4109115600586
2015-01-27,76.63518524169922
2015-01-28,76.44681549072266
2015-01-29,76.43781280517578
2015-01-30,75.76504516601562
2015-02-02,75.76504516601562
2015-02-03,76.5185775756836
2015-02-04,76.27635955810547
2015-02-05,76.64415740966797
2015-02-06,76.482666015625
2015-02-09,76.28533172607422
2015-02-10,76.67105102539062
2015-02-11,76.67105102539062
2015-02-12,83.1926498413086
2015-02-13,83.03118896484375
2015-02-17,82.99530029296875
2015-02-18,83.42586517333984
2015-02-19,83.40792846679688
2015-02-20,83.98202514648438
2015-02-23,83.73086547851562
2015-02-24,83.48867797851562
2015-02-25,83.49762725830078
2015-02-26,83.61424255371094
2015-02-27,83.75775909423828
2015-03-02,85.34152221679688
2015-03-03,85.18856048583984
2015-03-04,84.54961395263672
2015-03-05,84.77459716796875
2015-03-06,84.02774047851562
2015-03-09,83.65879821777344
2015-03-10,82.79496002197266
2015-03-11,82.35403442382812
2015-03-12,82.78594970703125
2015-03-13,82.47999572753906
2015-03-16,82.9478988647461
2015-03-17,82.76793670654297
2015-03-18,83.39783477783203
2015-03-19,83.49683380126953
2015-03-20,83.75777435302734
2015-03-23,83.52381896972656
2015-03-24,82.95690155029297
2015-03-25,82.10204315185547
2015-03-26,82.63297271728516
2015-03-27,82.75894165039062
2015-03-30,83.98274230957031
2015-03-31,83.68578338623047
2015-04-01,83.6767807006836
2015-04-02,84.10871124267578
2015-04-06,84.4146499633789
2015-04-07,83.35285186767578
2015-04-08,83.5598373413086
2015-04-09,83.63179779052734
2015-04-10,84.05474090576172
2015-04-13,84.13572692871094
2015-04-14,84.49568176269531
2015-04-15,84.43268585205078
2015-04-16,83.98274230957031
2015-04-17,82.64195251464844
2015-04-20,83.99174499511719
2015-04-21,85.01754760742188
2015-04-22,84.75660705566406
2015-04-23,88.54497528076172
2015-04-24,88.62594604492188
2015-04-27,88.239013671875
2015-04-28,87.92406463623047
2015-04-29,87.65411376953125
2015-04-30,87.22221374511719
2015-05-01,88.427978515625
2015-05-04,89.78675842285156
2015-05-05,88.66197204589844
2015-05-06,88.67095184326172
2015-05-07,88.13103485107422
2015-05-08,88.98588562011719
2015-05-11,89.44480895996094
2015-05-12,88.53598022460938
2015-05-13,88.38298034667969
2015-05-14,89.6337890625
2015-05-15,88.9948959350586
2015-05-18,90.29965209960938
2015-05-19,90.18267059326172
2015-05-20,89.8938980102539
2015-05-21,90.29096984863281
2015-05-22,90.48951721191406
2015-05-26,89.36143493652344
2015-05-27,90.58878326416016
2015-05-28,90.507568359375
2015-05-29,90.54365539550781
2015-06-01,90.2819595336914
2015-06-02,88.66658020019531
2015-06-03,89.14488983154297
2015-06-04,88.0619125366211
2015-06-05,88.27851104736328
2015-06-08,87.80020904541016
2015-06-09,88.55829620361328
2015-06-10,89.18095397949219
2015-06-11,89.67731475830078
2015-06-12,88.92826080322266
2015-06-15,88.03482818603516
2015-06-16,87.98970031738281
2015-06-17,88.1250991821289
2015-06-18,89.6141586303711
2015-06-19,89.9841537475586
2015-06-22,90.77830505371094
2015-06-23,90.44439697265625
2015-06-24,89.6141586303711
2015-06-25,89.91194152832031
2015-06-26,90.1556167602539
2015-06-29,87.9355697631836
2015-06-30,87.61972045898438
2015-07-01,88.80193328857422
2015-07-02,88.63047790527344
2015-07-06,88.26042938232422
2015-07-07,88.39582824707031
2015-07-08,86.89773559570312
2015-07-09,87.0511703491211
2015-07-10,88.2333755493164
2015-07-13,89.6141586303711
2015-07-14,88.94633483886719
2015-07-15,89.00949096679688
2015-07-16,90.3631591796875
2015-07-17,88.93730163574219
2015-07-20,89.11779022216797
2015-07-21,88.52216339111328
2015-07-22,89.19901275634766
2015-07-23,90.3631591796875
2015-07-24,90.2819595336914
2015-07-27,88.9012222290039
2015-07-28,90.40830993652344
2015-07-29,92.24031066894531
2015-07-30,92.1951675415039
2015-07-31,92.16810607910156
2015-08-03,92.05078887939453
2015-08-04,92.61028289794922
2015-08-05,93.42250061035156
2015-08-06,92.33055114746094
2015-08-07,93.03445434570312
2015-08-10,94.43328094482422
2015-08-11,93.4315414428711
2015-08-12,92.65542602539062
2015-08-13,93.72933959960938
2015-08-14,94.28887176513672
2015-08-17,95.18231201171875
2015-08-18,94.94766998291016
2015-08-19,94.77574920654297
2015-08-20,92.142333984375
2015-08-21,89.91614532470703
2015-08-24,84.91172790527344
2015-08-25,83.8891372680664
2015-08-26,87.2103271484375
2015-08-27,89.45460510253906
2015-08-28,89.09262084960938
2015-08-31,88.59492492675781
2015-09-01,86.18773651123047
2015-09-02,88.3053207397461
2015-09-03,88.96591186523438
2015-09-04,87.78948974609375
2015-09-08,89.98854064941406
2015-09-09,89.13787841796875
2015-09-10,88.55868530273438
2015-09-11,88.68539428710938
2015-09-14,88.53156280517578
2015-09-15,89.9794692993164
2015-09-16,89.7894515991211
2015-09-17,89.01116180419922
2015-09-18,87.81664276123047
2015-09-21,88.79400634765625
2015-09-22,88.44104766845703
2015-09-23,88.82115173339844
2015-09-24,88.13339233398438
2015-09-25,88.18768310546875
2015-09-28,86.2691879272461
2015-09-29,86.69448852539062
2015-09-30,87.94336700439453
2015-10-01,89.02925872802734
2015-10-02,89.87992095947266
2015-10-05,91.3550033569336
2015-10-06,91.345947265625
2015-10-07,92.96585845947266
2015-10-08,94.74858856201172
2015-10-09,95.45445251464844
2015-10-12,95.72593688964844
2015-10-13,94.18750762939453
2015-10-14,94.27799224853516
2015-10-15,95.77122497558594
2015-10-16,96.25080871582031
2015-10-19,96.70329284667969
2015-10-20,97.43630981445312
2015-10-21,95.83453369140625
2015-10-22,93.47261810302734
2015-10-23,95.95218658447266
2015-10-26,96.52227783203125
2015-10-27,96.75757598876953
2015-10-28,96.69420623779297
2015-10-29,96.52227783203125
2015-10-30,96.44084930419922
2015-11-02,97.43630981445312
2015-11-03,96.57659149169922
2015-11-04,96.24174499511719
2015-11-05,96.0064468383789
2015-11-06,95.97930908203125
2015-11-09,94.93860626220703
2015-11-10,95.41825103759766
2015-11-11,96.57659149169922
2015-11-12,95.87976837158203
2015-11-13,94.72139739990234
2015-11-16,96.78474426269531
2015-11-17,97.30960845947266
2015-11-18,100.05156707763672
2015-11-19,99.69773864746094
2015-11-20,100.00625610351562
2015-11-23,100.75025939941406
2015-11-24,99.85199737548828
2015-11-25,100.69581604003906
2015-11-27,101.9116439819336
2015-11-30,101.16761779785156
2015-12-01,102.0931167602539
2015-12-02,101.58499908447266
