Date,O
2015-01-02,27.71858787536621
2015-01-05,28.288681030273438
2015-01-06,28.659250259399414
2015-01-07,29.126739501953125
2015-01-08,28.357097625732422
2015-01-09,28.693462371826172
2015-01-12,29.092538833618164
2015-01-13,29.14954376220703
2015-01-14,29.47452163696289
2015-01-15,29.7652587890625
2015-01-16,30.090206146240234
2015-01-20,30.06743049621582
2015-01-21,30.0731258392334
2015-01-22,30.323972702026367
2015-01-23,30.523488998413086
2015-01-26,31.19621467590332
2015-01-27,31.384342193603516
2015-01-28,31.41286849975586
2015-01-29,31.543867111206055
2015-01-30,31.069047927856445
2015-02-02,30.62856101989746
2015-02-03,30.491262435913086
2015-02-04,30.216663360595703
2015-02-05,30.519868850708008
2015-02-06,29.083980560302734
2015-02-09,29.26703453063965
2015-02-10,29.341392517089844
2015-02-11,29.375741958618164
2015-02-12,29.570236206054688
2015-02-13,29.75330352783203
2015-02-17,29.621728897094727
2015-02-18,30.119430541992188
2015-02-19,29.398603439331055
2015-02-20,29.73040008544922
2015-02-23,29.987838745117188
2015-02-24,29.101144790649414
2015-02-25,29.232702255249023
2015-02-26,28.60051727294922
2015-02-27,28.744070053100586
2015-03-02,29.08285140991211
2015-03-03,29.02543830871582
2015-03-04,28.90485382080078
2015-03-05,29.168973922729492
2015-03-06,27.980398178100586
2015-03-09,28.267499923706055
2015-03-10,28.29046058654785
2015-03-11,28.439754486083984
2015-03-12,28.790006637573242
2015-03-13,28.73833465576172
2015-03-16,29.05414581298828
2015-03-17,29.031158447265625
2015-03-18,29.863752365112305
2015-03-19,29.995800018310547
2015-03-20,30.805431365966797
2015-03-23,30.696332931518555
2015-03-24,30.191022872924805
2015-03-25,29.708723068237305
2015-03-26,29.42736053466797
2015-03-27,29.31828498840332
2015-03-30,29.756269454956055
2015-03-31,29.738994598388672
2015-04-01,29.669841766357422
2015-04-02,29.99834632873535
2015-04-06,29.139589309692383
2015-04-07,29.191476821899414
2015-04-08,29.139589309692383
2015-04-09,28.447999954223633
2015-04-10,28.534456253051758
2015-04-13,28.309673309326172
2015-04-14,28.782270431518555
2015-04-15,28.442232131958008
2015-04-16,28.453763961791992
2015-04-17,28.390356063842773
2015-04-20,28.298154830932617
2015-04-21,28.447999954223633
2015-04-22,28.54022789001465
2015-04-23,28.465295791625977
2015-04-24,28.453763961791992
2015-04-27,28.373079299926758
2015-04-28,28.2578125
2015-04-29,27.667659759521484
2015-04-30,27.175851821899414
2015-05-01,27.193214416503906
2015-05-04,27.291584014892578
2015-05-05,26.65514373779297
2015-05-06,26.568347930908203
2015-05-07,26.909725189208984
2015-05-08,27.39570426940918
2015-05-11,26.921283721923828
2015-05-12,27.123788833618164
2015-05-13,26.770858764648438
2015-05-14,27.37260627746582
2015-05-15,27.713953018188477
2015-05-18,27.476722717285156
2015-05-19,27.37260627746582
2015-05-20,27.39570426940918
2015-05-21,27.181644439697266
2015-05-22,27.170080184936523
2015-05-26,26.840280532836914
2015-05-27,26.86921501159668
2015-05-28,26.74721336364746
2015-05-29,26.474159240722656
2015-06-01,26.671688079833984
2015-06-02,26.607786178588867
2015-06-03,26.288265228271484
2015-06-04,26.49156951904297
2015-06-05,26.288265228271484
2015-06-08,26.503219604492188
2015-06-09,26.14882469177246
2015-06-10,26.235980987548828
2015-06-11,26.485776901245117
2015-06-12,26.340545654296875
