Date,URI
2015-01-02,100.1017837524414
2015-01-05,89.14363861083984
2015-01-06,86.37994384765625
2015-01-07,85.59722900390625
2015-01-08,87.423583984375
2015-01-09,86.28331756591797
2015-01-12,82.8915023803711
2015-01-13,82.92050170898438
2015-01-14,81.17144775390625
2015-01-15,80.3114013671875
2015-01-16,79.53834533691406
2015-01-20,81.62561798095703
2015-01-21,84.611572265625
2015-01-22,83.13310241699219
2015-01-23,85.45227813720703
2015-01-26,87.4139175415039
2015-01-27,85.73249816894531
2015-01-28,83.35533905029297
2015-01-29,83.413330078125
2015-01-30,80.06016540527344
2015-02-02,82.28272247314453
2015-02-03,87.05638122558594
2015-02-04,86.00306701660156
2015-02-05,86.00306701660156
2015-02-06,86.69884490966797
2015-02-09,87.90674591064453
2015-02-10,88.00337219238281
2015-02-11,87.02738952636719
2015-02-12,88.4865493774414
2015-02-13,89.84906768798828
2015-02-17,91.11495208740234
2015-02-18,92.17790985107422
2015-02-19,91.61743927001953
2015-02-20,92.74803161621094
2015-02-23,91.35652160644531
2015-02-24,90.69943237304688
2015-02-25,90.8927001953125
2015-02-26,91.08596801757812
2015-02-27,89.9263687133789
2015-03-02,91.47250366210938
2015-03-03,91.13427734375
2015-03-04,89.23059844970703
2015-03-05,88.96003723144531
2015-03-06,87.45257568359375
2015-03-09,87.76179504394531
2015-03-10,84.11875915527344
2015-03-11,84.65987396240234
2015-03-12,85.23001861572266
2015-03-13,84.84349822998047
2015-03-16,84.83383178710938
2015-03-17,84.38931274414062
2015-03-18,85.92578125
2015-03-19,85.5006103515625
2015-03-20,85.85813903808594
2015-03-23,85.7035140991211
2015-03-24,85.91612243652344
2015-03-25,86.1673583984375
2015-03-26,88.02269744873047
2015-03-27,87.01773071289062
2015-03-30,88.76677703857422
2015-03-31,88.0903549194336
2015-04-01,88.39958190917969
2015-04-02,87.59751892089844
2015-04-06,90.47716522216797
2015-04-07,89.81040954589844
2015-04-08,90.03266143798828
2015-04-09,91.47250366210938
2015-04-10,92.72870635986328
2015-04-13,92.60309600830078
2015-04-14,94.28449249267578
2015-04-15,95.95623016357422
2015-04-16,94.20719909667969
2015-04-17,93.21187591552734
2015-04-20,95.53105926513672
2015-04-21,94.6033706665039
2015-04-22,92.56443786621094
2015-04-23,95.2121810913086
2015-04-24,93.38583374023438
2015-04-27,93.26984405517578
2015-04-28,92.9992904663086
2015-04-29,94.46809387207031
2015-04-30,93.32783508300781
2015-05-01,95.92726135253906
2015-05-04,95.68568420410156
2015-05-05,97.14482116699219
2015-05-06,96.48773193359375
2015-05-07,95.95623016357422
2015-05-08,97.99519348144531
