Date,CAG
2015-01-02,18.28653335571289
2015-01-05,18.08742904663086
2015-01-06,17.908761978149414
2015-01-07,18.332483291625977
2015-01-08,18.730680465698242
2015-01-09,18.50094985961914
2015-01-12,18.215065002441406
2015-01-13,18.28653335571289
2015-01-14,18.128278732299805
2015-01-15,18.552000045776367
2015-01-16,18.495845794677734
2015-01-20,18.516263961791992
2015-01-21,18.50094985961914
2015-01-22,18.975725173950195
2015-01-23,18.76641845703125
2015-01-26,18.858304977416992
2015-01-27,18.71536636352539
2015-01-28,18.77705192565918
2015-01-29,18.746204376220703
2015-01-30,18.211624145507812
2015-02-02,18.37611961364746
2015-02-03,18.494338989257812
2015-02-04,18.638259887695312
2015-02-05,18.735919952392578
2015-02-06,18.73077964782715
2015-02-09,18.58685874938965
2015-02-10,18.725650787353516
2015-02-11,18.591999053955078
2015-02-12,18.72049903869629
2015-02-13,17.903217315673828
2015-02-17,17.35321807861328
2015-02-18,17.255558013916016
2015-02-19,17.718172073364258
2015-02-20,17.74387550354004
2015-02-23,17.749011993408203
2015-02-24,17.841533660888672
2015-02-25,17.856956481933594
2015-02-26,17.820981979370117
2015-02-27,17.980321884155273
2015-03-02,18.042001724243164
2015-03-03,17.970046997070312
2015-03-04,17.74387550354004
2015-03-05,17.91864013671875
2015-03-06,17.610227584838867
2015-03-09,17.65135383605957
2015-03-10,17.430316925048828
2015-03-11,17.260692596435547
2015-03-12,17.5639705657959
2015-03-13,17.44574737548828
2015-03-16,17.697608947753906
2015-03-17,17.728452682495117
2015-03-18,17.759292602539062
2015-03-19,17.661630630493164
2015-03-20,17.970046997070312
2015-03-23,18.01630210876465
2015-03-24,17.800411224365234
2015-03-25,17.95975685119629
2015-03-26,17.862096786499023
2015-03-27,18.89527130126953
2015-03-30,18.96723175048828
2015-03-31,18.77705192565918
2015-04-01,18.946674346923828
2015-04-02,19.44013023376465
2015-04-06,19.553218841552734
2015-04-07,19.5120906829834
2015-04-08,19.491525650024414
2015-04-09,19.47610855102539
2015-04-10,19.455549240112305
2015-04-13,19.327049255371094
2015-04-14,19.42470932006836
2015-04-15,19.31163215637207
2015-04-16,19.213966369628906
2015-04-17,19.172842025756836
2015-04-20,19.35274314880371
2015-04-21,19.332181930541992
2015-04-22,19.28592300415039
2015-04-23,19.28078269958496
2015-04-24,19.28592300415039
2015-04-27,19.19854736328125
2015-04-28,19.14161491394043
2015-04-29,18.841482162475586
2015-04-30,18.706933975219727
2015-05-01,18.919103622436523
2015-05-04,19.208894729614258
2015-05-05,19.151966094970703
2015-05-06,19.250288009643555
2015-05-07,19.333087921142578
2015-05-08,19.41071128845215
2015-05-11,19.3382625579834
2015-05-12,19.49868392944336
2015-05-13,19.384830474853516
2015-05-14,19.6280517578125
2015-05-15,19.917842864990234
2015-05-18,19.933364868164062
2015-05-19,19.938541412353516
2015-05-20,20.130008697509766
2015-05-21,20.119661331176758
2015-05-22,20.1041316986084
2015-05-26,19.8919677734375
2015-05-27,20.026508331298828
2015-05-28,20.026508331298828
2015-05-29,19.979938507080078
2015-06-01,20.114484786987305
2015-06-02,19.7470703125
2015-06-03,19.835044860839844
2015-06-04,19.617700576782227
2015-06-05,19.3641357421875
2015-06-08,19.50385856628418
2015-06-09,19.643577575683594
2015-06-10,19.679798126220703
2015-06-11,19.76776695251465
2015-06-12,19.72119903564453
2015-06-15,19.68497657775879
2015-06-16,19.985111236572266
2015-06-17,20.07826042175293
2015-06-18,20.24385643005371
2015-06-19,22.44314956665039
2015-06-22,22.282730102539062
2015-06-23,22.453493118286133
2015-06-24,22.696720123291016
2015-06-25,22.691545486450195
2015-06-26,22.769155502319336
2015-06-29,22.474201202392578
2015-06-30,22.6242618560791
2015-07-01,23.079647064208984
2015-07-02,23.0589542388916
2015-07-06,23.089998245239258
2015-07-07,23.540206909179688
2015-07-08,23.105525970458984
2015-07-09,23.038249969482422
2015-07-10,23.198671340942383
2015-07-13,23.14174461364746
2015-07-14,23.14174461364746
2015-07-15,22.991676330566406
2015-07-16,23.089998245239258
2015-07-17,22.99685287475586
2015-07-20,22.91922950744629
2015-07-21,22.779508590698242
2015-07-22,22.851957321166992
2015-07-23,22.769155502319336
2015-07-24,22.598386764526367
2015-07-27,22.52593994140625
2015-07-28,22.869462966918945
2015-07-29,22.968339920043945
2015-07-30,23.12969207763672
2015-07-31,22.93191146850586
2015-08-03,22.937116622924805
2015-08-04,22.98915672302246
2015-08-05,23.291032791137695
2015-08-06,23.405536651611328
2015-08-07,23.499225616455078
2015-08-10,23.41594886779785
2015-08-11,23.405536651611328
2015-08-12,23.259807586669922
2015-08-13,23.12969207763672
2015-08-14,23.551271438598633
2015-08-17,23.488815307617188
2015-08-18,23.337879180908203
2015-08-19,23.176532745361328
2015-08-20,22.87466049194336
2015-08-21,22.375009536743164
2015-08-24,21.59430503845215
2015-08-25,20.995758056640625
2015-08-26,21.75044822692871
2015-08-27,21.80769157409668
2015-08-28,21.719215393066406
2015-08-31,21.693191528320312
2015-09-01,21.271608352661133
2015-09-02,21.391321182250977
2015-09-03,21.714014053344727
2015-09-04,21.458980560302734
2015-09-08,21.72442054748535
2015-09-09,21.40693473815918
2015-09-10,21.41734504699707
2015-09-11,21.687992095947266
2015-09-14,21.516231536865234
2015-09-15,21.78687858581543
2015-09-16,22.109567642211914
2015-09-17,22.250097274780273
2015-09-18,21.97425079345703
2015-09-21,22.06793785095215
2015-09-22,20.50652313232422
2015-09-23,20.558574676513672
2015-09-24,21.37570571899414
2015-09-25,21.615123748779297
2015-09-28,21.037395477294922
2015-09-29,20.850032806396484
2015-09-30,21.08424186706543
2015-10-01,21.292428970336914
2015-10-02,21.771263122558594
2015-10-05,22.0471134185791
2015-10-06,21.812891006469727
2015-10-07,21.308042526245117
2015-10-08,21.74003791809082
2015-10-09,21.734832763671875
2015-10-12,21.880563735961914
2015-10-13,21.604711532592773
2015-10-14,21.193544387817383
2015-10-15,21.51103401184082
2015-10-16,21.69839859008789
2015-10-19,21.6463565826416
2015-10-20,21.37570571899414
2015-10-21,21.49541473388672
2015-10-22,22.06272315979004
2015-10-23,21.48500633239746
2015-10-26,21.53184700012207
2015-10-27,21.089441299438477
2015-10-28,21.178482055664062
2015-10-29,21.31463623046875
2015-10-30,21.236083984375
2015-11-02,21.424617767333984
2015-11-03,21.4508056640625
2015-11-04,21.482227325439453
2015-11-05,21.607913970947266
2015-11-06,21.309406280517578
2015-11-09,21.639339447021484
2015-11-10,21.550304412841797
2015-11-11,21.414138793945312
2015-11-12,20.53432273864746
2015-11-13,20.340560913085938
2015-11-16,20.827600479125977
2015-11-17,20.612878799438477
2015-11-18,21.435089111328125
2015-11-19,21.52412223815918
2015-11-20,21.3931941986084
2015-11-23,21.780736923217773
2015-11-24,21.759788513183594
2015-11-25,21.791208267211914
2015-11-27,21.812158584594727
2015-11-30,21.435089111328125
2015-12-01,21.414138793945312
2015-12-02,21.37224769592285
2015-12-03,20.94805335998535
2015-12-04,21.550304412841797
2015-12-07,21.351299285888672
2015-12-08,21.241315841674805
2015-12-09,21.157533645629883
2015-12-10,21.115633010864258
2015-12-11,20.586692810058594
2015-12-14,20.57621955871582
2015-12-15,20.743810653686523
2015-12-16,21.36701011657715
2015-12-17,21.27798080444336
2015-12-18,21.257034301757812
2015-12-21,21.46651268005371
2015-12-22,21.69693946838379
2015-12-23,22.21540641784668
2015-12-24,22.063535690307617
2015-12-28,22.18922996520996
2015-12-29,22.362043380737305
2015-12-30,22.3044376373291
2015-12-31,22.079242706298828
