Date,BK
2015-01-02,30.539148330688477
2015-01-05,29.7541561126709
2015-01-06,28.8936767578125
2015-01-07,29.48996925354004
2015-01-08,29.89756202697754
2015-01-09,29.459781646728516
2015-01-12,29.037099838256836
2015-01-13,28.984262466430664
2015-01-14,28.252103805541992
2015-01-15,28.116241455078125
2015-01-16,28.274747848510742
2015-01-20,28.108684539794922
2015-01-21,28.34267807006836
2015-01-22,29.225797653198242
2015-01-23,27.852060317993164
2015-01-26,28.244548797607422
2015-01-27,27.731298446655273
2015-01-28,26.916107177734375
2015-01-29,27.504850387573242
2015-01-30,27.30010986328125
2015-02-02,27.808189392089844
2015-02-03,28.361778259277344
2015-02-04,28.187358856201172
2015-02-05,28.61202049255371
2015-02-06,29.17319107055664
2015-02-09,29.180774688720703
2015-02-10,29.63577651977539
2015-02-11,29.673707962036133
2015-02-12,29.88602066040039
2015-02-13,29.726776123046875
2015-02-17,29.9239444732666
2015-02-18,29.567527770996094
2015-02-19,29.666107177734375
2015-02-20,29.908775329589844
2015-02-23,29.704025268554688
2015-02-24,30.166610717773438
2015-02-25,30.22728157043457
2015-02-26,29.908775329589844
2015-02-27,29.6812801361084
2015-03-02,30.068031311035156
2015-03-03,30.068031311035156
2015-03-04,29.908775329589844
2015-03-05,29.719186782836914
2015-03-06,29.787433624267578
2015-03-09,30.17418670654297
2015-03-10,29.719186782836914
2015-03-11,29.893611907958984
2015-03-12,30.667129516601562
2015-03-13,31.046279907226562
2015-03-16,31.129697799682617
2015-03-17,31.197948455810547
2015-03-18,30.962862014770508
2015-03-19,30.560941696166992
2015-03-20,30.76570701599121
2015-03-23,30.65195083618164
2015-03-24,30.40928077697754
2015-03-25,29.969446182250977
2015-03-26,30.18936538696289
2015-03-27,30.143857955932617
2015-03-30,30.553363800048828
2015-03-31,30.515453338623047
2015-04-01,30.492700576782227
2015-04-02,30.750537872314453
2015-04-06,30.705032348632812
2015-04-07,30.76570701599121
2015-04-08,30.856704711914062
2015-04-09,30.97044563293457
2015-04-10,30.985624313354492
2015-04-13,31.05386734008789
2015-04-14,31.137287139892578
2015-04-15,31.19037628173828
2015-04-16,31.137287139892578
2015-04-17,30.71261978149414
2015-04-20,30.924938201904297
2015-04-21,31.122108459472656
2015-04-22,32.17619705200195
2015-04-23,32.28997039794922
2015-04-24,31.903202056884766
2015-04-27,31.827360153198242
2015-04-28,32.426448822021484
2015-04-29,32.50228500366211
2015-04-30,32.235809326171875
2015-05-01,32.54035186767578
2015-05-04,32.951499938964844
2015-05-05,32.662174224853516
2015-05-06,32.692626953125
2015-05-07,32.974334716796875
2015-05-08,33.05046844482422
2015-05-11,32.92865753173828
2015-05-12,32.8753547668457
2015-05-13,32.94388198852539
2015-05-14,33.020015716552734
2015-05-15,32.806819915771484
2015-05-18,33.09615707397461
2015-05-19,33.14943313598633
2015-05-20,33.21034622192383
2015-05-21,33.22557067871094
2015-05-22,33.09615707397461
2015-05-26,33.088531494140625
2015-05-27,33.408302307128906
2015-05-28,33.46160888671875
2015-05-29,33.01239776611328
2015-06-01,32.677398681640625
2015-06-02,32.662174224853516
2015-06-03,33.05046844482422
