Date,XEL
2015-01-02,25.351816177368164
2015-01-05,25.064048767089844
2015-01-06,25.197399139404297
2015-01-07,25.414981842041016
2015-01-08,25.709774017333984
2015-01-09,25.393939971923828
2015-01-12,25.169330596923828
2015-01-13,25.372880935668945
2015-01-14,25.597475051879883
2015-01-15,25.822071075439453
2015-01-16,25.983509063720703
2015-01-20,26.158973693847656
2015-01-21,26.37656021118164
2015-01-22,26.334442138671875
2015-01-23,26.502891540527344
2015-01-26,26.432710647583008
2015-01-27,26.48183822631836
2015-01-28,26.285314559936523
2015-01-29,26.748546600341797
2015-01-30,26.341459274291992
2015-02-02,26.369537353515625
2015-02-03,26.418670654296875
2015-02-04,26.109844207763672
2015-02-05,26.362516403198242
2015-02-06,25.064048767089844
2015-02-09,24.804351806640625
2015-02-10,25.443058013916016
2015-02-11,24.95173454284668
2015-02-12,24.937707901000977
2015-02-13,24.565715789794922
2015-02-17,24.69906997680664
2015-02-18,25.4781494140625
2015-02-19,25.422000885009766
2015-02-20,25.211441040039062
2015-02-23,25.534303665161133
2015-02-24,25.513254165649414
2015-02-25,25.000873565673828
2015-02-26,24.860504150390625
2015-02-27,24.76224136352539
2015-03-02,24.151599884033203
2015-03-03,24.348134994506836
2015-03-04,24.270923614501953
2015-03-05,24.516584396362305
2015-03-06,23.618181228637695
2015-03-09,23.919986724853516
2015-03-10,23.976133346557617
2015-03-11,23.758554458618164
2015-03-12,24.17967987060547
2015-03-13,23.903377532958984
2015-03-16,24.243436813354492
2015-03-17,24.179677963256836
2015-03-18,24.7677059173584
2015-03-19,24.427644729614258
2015-03-20,24.640180587768555
2015-03-23,24.79604148864746
2015-03-24,24.59058380126953
2015-03-25,24.3851318359375
2015-03-26,24.300113677978516
2015-03-27,24.363880157470703
2015-03-30,24.611846923828125
2015-03-31,24.661426544189453
2015-04-01,24.703937530517578
2015-04-02,24.626001358032227
2015-04-06,24.831464767456055
2015-04-07,24.44889259338379
2015-04-08,24.39221954345703
2015-04-09,24.314289093017578
2015-04-10,24.5622501373291
2015-04-13,24.27886199951172
2015-04-14,24.42055892944336
2015-04-15,24.434730529785156
2015-04-16,24.300113677978516
2015-04-17,24.349708557128906
2015-04-20,24.633094787597656
2015-04-21,24.285947799682617
2015-04-22,24.307201385498047
2015-04-23,24.455978393554688
2015-04-24,24.703937530517578
2015-04-27,24.3780517578125
2015-04-28,24.59058380126953
2015-04-29,24.455978393554688
2015-04-30,24.023820877075195
2015-05-01,24.05923843383789
2015-05-04,24.342626571655273
2015-05-05,23.83962059020996
2015-05-06,23.740436553955078
2015-05-07,23.719181060791016
2015-05-08,23.81836700439453
2015-05-11,23.676671981811523
2015-05-12,23.52790069580078
2015-05-13,23.272850036621094
2015-05-14,23.719181060791016
2015-05-15,23.910463333129883
2015-05-18,24.200929641723633
2015-05-19,24.349708557128906
2015-05-20,24.526824951171875
2015-05-21,24.44889259338379
2015-05-22,24.413467407226562
2015-05-26,24.080493927001953
2015-05-27,24.15842628479004
2015-05-28,24.179677963256836
2015-05-29,24.123010635375977
2015-06-01,24.137174606323242
2015-06-02,23.662513732910156
2015-06-03,23.26576805114746
2015-06-04,23.21617317199707
2015-06-05,22.918622970581055
2015-06-08,22.90445327758789
