Date,FDX
2015-01-02,146.2512664794922
2015-01-05,144.00390625
2015-01-06,143.99533081054688
2015-01-07,145.05551147460938
2015-01-08,148.4478302001953
2015-01-09,146.42942810058594
2015-01-12,146.35301208496094
2015-01-13,145.44561767578125
2015-01-14,146.5056915283203
2015-01-15,147.4386444091797
2015-01-16,149.90655517578125
2015-01-20,151.91644287109375
2015-01-21,151.54335021972656
2015-01-22,153.84161376953125
2015-01-23,149.27049255371094
2015-01-26,149.82168579101562
2015-01-27,147.4640655517578
2015-01-28,145.4031982421875
2015-01-29,146.6244354248047
2015-01-30,143.41871643066406
2015-02-02,145.23361206054688
2015-02-03,146.69229125976562
2015-02-04,145.9375457763672
2015-02-05,147.0315399169922
2015-02-06,146.9297332763672
2015-02-09,145.5643768310547
2015-02-10,146.97219848632812
2015-02-11,147.49798583984375
2015-02-12,149.51638793945312
2015-02-13,149.6605224609375
2015-02-17,152.26414489746094
2015-02-18,152.4677276611328
2015-02-19,151.5093536376953
2015-02-20,151.38218688964844
2015-02-23,151.2125701904297
2015-02-24,150.7884979248047
2015-02-25,148.95668029785156
2015-02-26,148.07473754882812
2015-02-27,150.0931396484375
2015-03-02,149.9403839111328
2015-03-03,149.3892059326172
2015-03-04,148.09165954589844
2015-03-05,148.26129150390625
2015-03-06,146.8788604736328
2015-03-09,146.81092834472656
2015-03-10,144.3402099609375
2015-03-11,145.6647491455078
2015-03-12,147.3798065185547
2015-03-13,147.1590576171875
2015-03-16,150.55532836914062
2015-03-17,149.1882781982422
2015-03-18,147.14208984375
2015-03-19,147.60903930664062
2015-03-20,146.0722198486328
2015-03-23,144.88357543945312
2015-03-24,143.62692260742188
2015-03-25,140.4600067138672
2015-03-26,140.51095581054688
2015-03-27,139.74676513671875
2015-03-30,141.5807342529297
2015-03-31,140.47694396972656
2015-04-01,141.14772033691406
2015-04-02,141.1307373046875
2015-04-06,141.51284790039062
2015-04-07,145.32510375976562
2015-04-08,145.9024658203125
2015-04-09,146.81944274902344
2015-04-10,148.05056762695312
2015-04-13,146.99777221679688
2015-04-14,145.61375427246094
2015-04-15,143.9326171875
2015-04-16,143.69491577148438
2015-04-17,142.64207458496094
