date,MMC
2015-01-02,53.58199983964
2015-01-05,53.205787799341
2015-01-06,52.490984922772
2015-01-07,53.186977197326
2015-01-08,54.080480793037
2015-01-09,53.337462013446
2015-01-12,52.763738651989
2015-01-13,52.867196963071
2015-01-14,52.641469738892
2015-01-15,52.396931912697
2015-01-16,53.356272615461
2015-01-20,53.440920324528
2015-01-21,53.224598401356
2015-01-22,54.014643685984
2015-01-23,53.542074624865
2015-01-26,53.48536633753
2015-01-27,52.880477939297
2015-01-28,51.415513849826
2015-01-29,51.661249761608
2015-01-30,50.820076832815
2015-02-02,51.604541474274
2015-02-03,52.086561916616
2015-02-04,52.294492303509
2015-02-05,52.757609983406
2015-02-06,52.389006115733
2015-02-09,52.266138159842
2015-02-10,52.445714403067
2015-02-11,53.012797276411
2015-02-12,53.428658050196
2015-02-13,53.220727663303
2015-02-17,53.409755287751
2015-02-18,53.853970205204
2015-02-19,53.95793539865
2015-02-20,53.99574092354
2015-02-23,53.882324348871
2015-02-24,54.317087885101
2015-02-25,54.128060260653
2015-02-26,53.882324348871
2015-02-27,53.768907774202
2015-03-02,54.099706116986
2015-03-03,53.882324348871
2015-03-04,53.353047000417
2015-03-05,53.863421586426
2015-03-06,53.258533188193
2015-03-09,53.428658050196
2015-03-10,52.578033740181
2015-03-11,52.663096171182
2015-03-12,53.371949762862
2015-03-13,53.031700038855
2015-03-16,54.042997829652
2015-03-17,53.986289542317
2015-03-18,54.581726559328
2015-03-19,54.354893409991
2015-03-20,54.685691752775
2015-03-23,54.525018271994
2015-03-24,54.033546448429
2015-03-25,52.85212379563
2015-03-26,52.549679596513
2015-03-27,52.568582358958
2015-03-30,53.447560812641
2015-03-31,53.012797276411
2015-04-01,53.08840832619
2015-04-02,53.457012193863
2015-04-06,53.863421586426
2015-04-07,53.627137055866
2015-04-08,54.137511641876
2015-04-09,53.985546696916
2015-04-10,54.251485350595
2015-04-13,54.289476586835
2015-04-14,54.545917431455
2015-04-15,54.555415240515
2015-04-16,54.336965632135
2015-04-17,53.368189108017
2015-04-20,53.795590515716
2015-04-21,53.738603661357
2015-04-22,53.596136525457
2015-04-23,53.719608043237
2015-04-24,54.099520405636
2015-04-27,53.833581751956
2015-04-28,54.071026978456
2015-04-29,54.033035742216
2015-04-30,53.339695680837
2015-05-01,53.814586133836
2015-05-04,54.185000687176
2015-05-05,53.634127761697
2015-05-06,53.615132143577
2015-05-07,54.298974395895
2015-05-08,55.049301311634
2015-05-11,55.020807884454
2015-05-12,54.583908667695
2015-05-13,54.536419622395
2015-05-14,55.239257492833
2015-05-15,54.954323221034
2015-05-18,55.552685191812
2015-05-19,55.847117272672
2015-05-20,56.113055926351
2015-05-21,56.132051544471
2015-05-22,56.037073453871
2015-05-26,55.543187382752
2015-05-27,55.904104127032
2015-05-28,55.771134800192
2015-05-29,55.305742156253
2015-06-01,55.239257492833
2015-06-02,55.305742156253
2015-06-03,55.657161091472
2015-06-04,54.982816648214
2015-06-05,54.944825411974
2015-06-08,54.811856085134
2015-06-09,55.030305693514
2015-06-10,55.913601936092
2015-06-11,56.36949677097
2015-06-12,56.151047162591
2015-06-15,55.866112890792
2015-06-16,56.065566881051
2015-06-17,56.236527444131
2015-06-18,56.834889414909
2015-06-19,56.44547924345
2015-06-22,56.160544971651
2015-06-23,56.189038398831
2015-06-24,55.628667664292
2015-06-25,55.305742156253
2015-06-26,55.381724628733
2015-06-29,53.947555460676
2015-06-30,53.852577370076
2015-07-01,54.346463441195
2015-07-02,54.317970014015
2015-07-06,54.213494114355
2015-07-07,54.602904285815
2015-07-08,53.748101470417
2015-07-09,54.053705458877
2015-07-10,54.598062563321
2015-07-13,55.066018670651
2015-07-14,55.190170290963
2015-07-15,55.094669044569
2015-07-16,55.915979763555
2015-07-17,55.744077520046
2015-07-20,55.820478517161
2015-07-21,55.810928392522
2015-07-22,55.954180262113
2015-07-23,55.810928392522
2015-07-24,55.629476024374
2015-07-27,55.457573780865
2015-07-28,54.789065056109
2015-07-29,55.342972285193
2015-07-30,55.524424653341
2015-07-31,55.333422160553
2015-08-03,55.276121412717
2015-08-04,55.295221661996
2015-08-05,55.667676522931
2015-08-06,55.22837078952
2015-08-07,55.209270540241
2015-08-10,55.944630137473
2015-08-11,55.524424653341
2015-08-12,55.161519917044
2015-08-13,55.132869543126
2015-08-14,55.543524902619
2015-08-17,55.677226647571
2015-08-18,55.667676522931
2015-08-19,55.07556879529
