Date,TWX
2015-01-02,79.68315124511719
2015-01-05,78.0975570678711
2015-01-06,77.21562957763672
2015-01-07,78.0318832397461
2015-01-08,80.20855712890625
2015-01-09,79.00762176513672
2015-01-12,78.85751342773438
2015-01-13,79.89895629882812
2015-01-14,77.3000717163086
2015-01-15,77.3282241821289
2015-01-16,78.04126739501953
2015-01-20,75.38610076904297
2015-01-21,75.74263000488281
2015-01-22,76.67146301269531
2015-01-23,75.02957153320312
2015-01-26,75.96778869628906
2015-01-27,75.65818786621094
2015-01-28,74.01630401611328
2015-01-29,74.8044204711914
2015-01-30,73.1156005859375
2015-02-02,73.73482513427734
2015-02-03,75.36732482910156
2015-02-04,75.18907165527344
2015-02-05,75.03897094726562
2015-02-06,75.41424560546875
2015-02-09,75.5643539428711
2015-02-10,75.81768035888672
2015-02-11,76.00532531738281
2015-02-12,78.16323852539062
2015-02-13,78.68863677978516
2015-02-17,78.88565826416016
2015-02-18,78.41654205322266
2015-02-19,78.73554229736328
2015-02-20,79.307861328125
2015-02-23,78.5948257446289
2015-02-24,78.45408630371094
2015-02-25,77.71919250488281
2015-02-26,77.65324401855469
2015-02-27,77.12564086914062
2015-03-02,77.9830093383789
2015-03-03,78.35044860839844
2015-03-04,78.27508544921875
2015-03-05,78.44466400146484
2015-03-06,79.25493621826172
2015-03-09,80.27245330810547
2015-03-10,78.55770874023438
2015-03-11,78.14318084716797
2015-03-12,79.67890930175781
2015-03-13,79.22665405273438
2015-03-16,80.50800323486328
2015-03-17,80.80007934570312
2015-03-18,82.15678405761719
2015-03-19,81.80819702148438
2015-03-20,82.806884765625
2015-03-23,82.0437240600586
2015-03-24,81.34651947021484
2015-03-25,80.24420166015625
2015-03-26,79.82964324951172
2015-03-27,80.18766021728516
2015-03-30,80.36668395996094
2015-03-31,79.55641174316406
2015-04-01,78.01128387451172
2015-04-02,80.08402252197266
2015-04-06,80.34783172607422
2015-04-07,80.3760986328125
2015-04-08,80.25360107421875
2015-04-09,80.65873718261719
2015-04-10,80.54568481445312
2015-04-13,79.62236785888672
2015-04-14,79.51875305175781
2015-04-15,80.01809692382812
2015-04-16,79.72600555419922
2015-04-17,78.5765609741211
2015-04-20,79.20782470703125
2015-04-21,79.17955780029297
2015-04-22,79.57524871826172
2015-04-23,79.97095489501953
2015-04-24,80.4232177734375
2015-04-27,79.85790252685547
2015-04-28,80.06520080566406
2015-04-29,80.50800323486328
2015-04-30,79.52815246582031
2015-05-01,80.6304931640625
2015-05-04,80.94141387939453
2015-05-05,79.56584930419922
2015-05-06,78.79326629638672
2015-05-07,78.84037017822266
2015-05-08,79.35858917236328
2015-05-11,78.20912170410156
2015-05-12,78.41639709472656
2015-05-13,78.58600616455078
2015-05-14,79.23607635498047
2015-05-15,80.35725402832031
2015-05-18,80.36668395996094
2015-05-19,80.75297546386719
2015-05-20,80.61163330078125
2015-05-21,80.2253646850586
2015-05-22,80.27245330810547
2015-05-26,79.77311706542969
2015-05-27,80.62458038330078
2015-05-28,80.20831298828125
2015-05-29,79.92447662353516
2015-06-01,79.8393325805664
2015-06-02,80.15155029296875
2015-06-03,81.33413696289062
2015-06-04,80.48267364501953
2015-06-05,80.32184600830078
2015-06-08,81.38143920898438
2015-06-09,80.91786193847656
2015-06-10,81.01246643066406
2015-06-11,81.92070770263672
2015-06-12,81.37198638916016
2015-06-15,81.53282165527344
2015-06-16,82.34644317626953
2015-06-17,82.5167465209961
2015-06-18,83.54795837402344
2015-06-19,83.25467681884766
2015-06-22,83.27359008789062
2015-06-23,82.96138763427734
2015-06-24,82.40320587158203
2015-06-25,83.44388580322266
2015-06-26,83.37764739990234
2015-06-29,81.86394500732422
2015-06-30,82.69648742675781
2015-07-01,83.54795837402344
2015-07-02,83.71824645996094
2015-07-06,82.66809844970703
2015-07-07,82.65865325927734
2015-07-08,81.1827621459961
2015-07-09,82.39373016357422
2015-07-10,83.85070037841797
2015-07-13,85.04275512695312
2015-07-14,85.13735961914062
2015-07-15,85.60094451904297
2015-07-16,86.10236358642578
2015-07-17,84.85354614257812
2015-07-20,84.5508041381836
2015-07-21,83.96422576904297
2015-07-22,83.93585968017578
2015-07-23,82.96138763427734
2015-07-24,82.66809844970703
2015-07-27,81.87340545654297
2015-07-28,83.02762603759766
2015-07-29,83.35873413085938
2015-07-30,83.67094421386719
2015-07-31,83.29251861572266
2015-08-03,83.0465316772461
2015-08-04,82.92355346679688
2015-08-05,75.4968490600586
2015-08-06,74.88191223144531
2015-08-07,75.8090591430664
2015-08-10,77.7295913696289
2015-08-11,75.4684829711914
2015-08-12,75.60092163085938
2015-08-13,74.76837158203125
2015-08-14,74.01152038574219
2015-08-17,75.1184310913086
2015-08-18,74.74945831298828
2015-08-19,73.62362670898438
2015-08-20,69.9150161743164
2015-08-21,68.77971649169922
2015-08-24,66.0455551147461
2015-08-25,65.93202209472656
2015-08-26,67.80525970458984
2015-08-27,69.23133087158203
2015-08-28,68.81301879882812
2015-08-31,67.59610748291016
2015-09-01,66.01790618896484
2015-09-02,67.01615905761719
2015-09-03,67.21580505371094
2015-09-04,66.559814453125
2015-09-08,68.14751434326172
2015-09-09,66.6548843383789
2015-09-10,67.2253189086914
2015-09-11,66.559814453125
2015-09-14,66.19853973388672
2015-09-15,66.54080200195312
2015-09-16,67.09222412109375
2015-09-17,66.78799438476562
2015-09-18,66.20803833007812
2015-09-21,66.14148712158203
2015-09-22,65.97037506103516
2015-09-23,65.61860656738281
2015-09-24,64.28760528564453
2015-09-25,64.52527618408203
2015-09-28,63.18475341796875
2015-09-29,63.31787109375
