date,COG
2015-08-20,24.581256055933
2015-08-21,24.116525953508
2015-08-24,21.753323943303
2015-08-25,21.061172726925
2015-08-26,21.427024084154
2015-08-27,22.821214391429
2015-08-28,23.038747630862
2015-08-31,23.40459898809
2015-09-01,22.771775018831
2015-09-02,23.058523379902
2015-09-03,23.147514250579
2015-09-04,22.524578155839
2015-09-08,22.593793277476
2015-09-09,22.247717669287
2015-09-10,22.79155076787
2015-09-11,22.890429513067
2015-09-14,22.010408680815
2015-09-15,22.514690281319
2015-09-16,23.454038360689
2015-09-17,23.434262611649
2015-09-18,23.226617246736
2015-09-21,23.641907976563
2015-09-22,23.651795851083
2015-09-23,23.315608117413
2015-09-24,23.849553341476
2015-09-25,23.552917105886
2015-09-28,22.445475159681
2015-09-29,21.298481715398
2015-09-30,21.614893700028
2015-10-01,20.982069730768
2015-10-02,21.674220947146
2015-10-05,22.643232650075
2015-10-06,23.236505121256
2015-10-07,22.989308258264
2015-10-08,22.890429513067
2015-10-09,22.979420383744
2015-10-12,22.672896273634
2015-10-13,22.099399551492
2015-10-14,22.682784148154
2015-10-15,23.454038360689
2015-10-16,22.949756760185
2015-10-19,22.850878014988
2015-10-20,23.177177874138
2015-10-21,22.089511676973
2015-10-22,21.84231481398
2015-10-23,20.863415236532
2015-10-26,20.5964426245
2015-10-27,20.902966734611
2015-10-28,21.575342201949
2015-10-29,21.288593840878
2015-10-30,21.466575582233
2015-11-02,22.059848053413
2015-11-03,21.812429389737
2015-11-04,22.188505758525
2015-11-05,22.406234182561
2015-11-06,22.069744799961
2015-11-09,22.336956956731
2015-11-10,22.406234182561
2015-11-11,20.664406790277
2015-11-12,20.120085730188
2015-11-13,20.525852338618
2015-11-16,22.327060210184
2015-11-17,20.783167748842
2015-11-18,20.65451004373
2015-11-19,20.288330421488
2015-11-20,19.67473213557
2015-11-23,19.179894808217
2015-11-24,19.00175337037
2015-11-25,19.140307822029
2015-11-27,18.882992411805
2015-11-30,18.635573748128
2015-12-01,18.407948577546
2015-12-02,17.744866558892
2015-12-03,16.953126835127
2015-12-04,17.04219755405
2015-12-07,16.626534199073
2015-12-08,17.378686936651
2015-12-09,17.190648752256
2015-12-10,17.497447895215
2015-12-11,15.933761940779
2015-12-14,15.488408346161
2015-12-15,14.874810060242
2015-12-16,15.231092935937
2015-12-17,15.191505949749
2015-12-18,15.330060401408
2015-12-21,16.072316392438
2015-12-22,16.349425295756
2015-12-23,17.457860909027
2015-12-24,17.51724138831
2015-12-28,17.061991047144
2015-12-29,17.51724138831
2015-12-30,16.834365876562
2015-12-31,17.507344641762
