date,ABBV
2015-08-18,44.2278983648
2015-08-19,44.0544808139
2015-08-20,43.3415419933
2015-08-21,42.3267281766
2015-08-24,40.7531244735
2015-08-25,38.993257475
2015-08-26,40.5540154336
2015-08-27,41.4339489328
2015-08-28,41.0935367032
2015-08-31,40.0851457588
2015-09-01,38.8583771576
2015-09-02,39.1666750259
2015-09-03,39.5520473614
2015-09-04,38.3895074828
2015-09-08,38.9033372634
2015-09-09,38.0619409977
2015-09-10,38.2674729099
2015-09-11,38.119746848
2015-09-14,37.8564090854
2015-09-15,38.0234037641
2015-09-16,38.2225128041
2015-09-17,38.4473133331
2015-09-18,39.3208239601
2015-09-21,38.145438337
2015-09-22,37.0856644145
2015-09-23,36.8865553745
2015-09-24,36.3341883604
2015-09-25,35.801089963
2015-09-28,33.7200793516
2015-09-29,33.9063426471
2015-09-30,34.9468479528
2015-10-01,35.4092947553
2015-10-02,35.8524729411
2015-10-05,36.4048399552
2015-10-06,35.377180394
2015-10-07,35.7304383682
2015-10-08,35.9937761308
2015-10-09,35.7368612405
2015-10-12,35.8203585798
2015-10-13,34.8826192302
2015-10-14,34.9733918453
2015-10-15,36.399818654
2015-10-16,36.6526852246
2015-10-19,36.4127861704
2015-10-20,35.550446327
2015-10-21,34.9020705049
2015-10-22,31.2971009339
2015-10-23,32.6392388857
2015-10-26,33.6312538935
2015-10-27,34.0916007272
2015-10-28,34.5324962863
2015-10-29,35.0771319769
2015-10-30,38.6107802074
2015-11-02,41.0940596062
2015-11-03,40.4781025751
2015-11-04,41.3663774515
2015-11-05,40.6985503547
2015-11-06,41.5803414728
2015-11-09,40.9968032328
2015-11-10,40.3938137183
2015-11-11,39.4601525344
2015-11-12,39.0516757665
2015-11-13,38.8117767123
2015-11-16,38.9090330856
2015-11-17,39.1489321398
2015-11-18,39.5444413913
2015-11-19,39.2591560296
2015-11-20,39.6222464899
2015-11-23,39.6481815228
2015-11-24,39.6352140064
2015-11-25,39.0905783158
2015-11-27,38.9025493274
2015-11-30,37.7030540565
2015-12-01,38.2671410217
2015-12-02,37.4242524529
2015-12-03,36.3868511375
2015-12-04,37.074129509
2015-12-07,36.4841075109
2015-12-08,36.7434578397
2015-12-09,36.3284973136
2015-12-10,36.166403358
2015-12-11,35.0382294275
2015-12-14,35.9459555785
2015-12-15,36.5619126095
2015-12-16,37.365898629
2015-12-17,36.5554288513
2015-12-18,36.1404683251
2015-12-21,36.4387212033
2015-12-22,37.3399635961
2015-12-23,37.98185566
2015-12-24,37.9040505613
2015-12-28,38.0920795497
2015-12-29,38.5459426252
2015-12-30,38.772874163
2015-12-31,38.4097837026
