date,TMK
2015-01-02,52.86246145486
2015-01-05,51.915700236041
2015-01-06,51.21294964063
2015-01-07,51.271512190247
2015-01-08,52.062106610086
2015-01-09,51.310553889992
2015-01-12,50.851813917988
2015-01-13,50.568761594836
2015-01-14,50.080740348022
2015-01-15,49.778167174997
2015-01-16,50.607803294581
2015-01-20,50.129542472703
2015-01-21,50.197865447257
2015-01-22,51.017741141904
2015-01-23,50.519959470154
2015-01-26,50.588282444708
2015-01-27,50.090500772958
2015-01-28,49.114458279331
2015-01-29,49.631760800953
2015-01-30,48.870447655924
2015-02-02,49.836729724615
2015-02-03,49.768406750061
2015-02-04,50.685886694071
2015-02-05,51.261751765311
2015-02-06,51.740012587188
2015-02-09,51.661929187698
2015-02-10,51.740012587188
2015-02-11,52.159710859448
2015-02-12,52.413481907791
2015-02-13,52.755096780561
2015-02-17,52.686773806007
2015-02-18,52.4427631826
2015-02-19,52.540367431963
2015-02-20,52.881982304733
2015-02-23,52.4427631826
2015-02-24,52.569648706772
2015-02-25,52.325638083365
2015-02-26,52.188992134257
2015-02-27,51.974262785659
2015-03-02,52.696534230943
2015-03-03,52.667252956134
2015-03-04,52.120669159703
2015-03-05,52.374440208046
2015-03-06,52.501325732218
2015-03-09,52.78437805537
2015-03-10,52.042585760213
2015-03-11,52.130429584639
2015-03-12,52.881982304733
2015-03-13,52.28659638362
2015-03-16,53.01862825384
2015-03-17,53.135753353076
2015-03-18,53.916587347978
2015-03-19,53.584732900144
2015-03-20,54.326525195301
2015-03-23,54.189879246193
2015-03-24,54.043472872149
2015-03-25,53.36024312661
2015-03-26,53.448086951036
2015-03-27,53.36024312661
2015-03-30,53.897066498105
2015-03-31,53.736019486656
2015-04-01,53.794725990101
2015-04-02,53.921923414232
2015-04-06,53.980629917677
2015-04-07,53.873001328028
2015-04-08,54.381791024551
2015-04-09,54.724245627981
2015-04-10,54.655754707295
2015-04-13,54.626401455572
2015-04-14,54.792736548666
2015-04-15,55.193897655541
2015-04-16,55.458076921043
2015-04-17,55.272172993467
2015-04-20,55.438508086561
2015-04-21,54.890580721075
2015-04-22,55.164544403818
2015-04-23,54.988424893483
2015-04-24,54.880796303834
2015-04-27,54.665539124536
2015-04-28,55.056915814169
2015-04-29,55.291741827949
2015-04-30,54.900365138316
2015-05-01,55.164544403818
2015-05-04,55.575489927933
2015-05-05,55.360232748635
2015-05-06,55.614627596896
2015-05-07,55.751609438268
2015-05-08,55.966866617566
2015-05-11,55.947297783085
2015-05-12,55.448292503802
2015-05-13,55.379801583116
2015-05-14,55.526567841729
2015-05-15,55.233035324504
2015-05-18,55.722256186546
2015-05-19,56.416949810645
2015-05-20,56.690913493388
2015-05-21,56.622422572702
2015-05-22,56.436518645126
2015-05-26,55.761393855509
2015-05-27,56.133201710661
2015-05-28,56.201692631346
2015-05-29,55.839669193436
2015-06-01,55.712471769305
2015-06-02,55.986435452048
2015-06-03,56.348458889959
2015-06-04,56.035357538252
2015-06-05,56.279967969273
2015-06-08,56.035357538252
2015-06-09,56.299536803755
2015-06-10,56.749619996833
2015-06-11,57.082290183021
2015-06-12,56.935523924409
2015-06-15,56.661560241666
2015-06-16,57.013799262336
2015-06-17,57.170349938189
2015-06-18,57.669355217471
2015-06-19,57.444313620932
2015-06-22,57.757414972639
2015-06-23,57.786768224361
2015-06-24,57.444313620932
2015-06-25,57.424744786451
2015-06-26,57.874827979529
2015-06-29,56.583284903739
2015-06-30,57.096966808883
2015-07-01,57.773657071647
2015-07-02,57.68539312433
2015-07-06,57.440215492894
2015-07-07,57.616743387528
2015-07-08,56.420276546119
2015-07-09,56.655647072297
2015-07-10,57.616743387528
2015-07-13,57.989413387311
2015-07-14,58.293433650292
2015-07-15,59.038773649858
