Date,RL
2015-01-02,146.99232482910156
2015-01-05,142.8017578125
2015-01-06,140.01605224609375
2015-01-07,143.52423095703125
2015-01-08,143.3556671142578
2015-01-09,141.284423828125
2015-01-12,140.02401733398438
2015-01-13,139.39785766601562
2015-01-14,138.32211303710938
2015-01-15,136.0421600341797
2015-01-16,136.5158233642578
2015-01-20,135.0467071533203
2015-01-21,136.09033203125
2015-01-22,137.1420135498047
2015-01-23,135.48826599121094
2015-01-26,135.90567016601562
2015-01-27,134.46864318847656
2015-01-28,133.42498779296875
2015-01-29,136.49974060058594
2015-01-30,133.97897338867188
2015-02-02,134.7095184326172
2015-02-03,137.1420135498047
2015-02-04,112.1589126586914
2015-02-05,113.81269836425781
2015-02-06,111.4845962524414
2015-02-09,109.25276184082031
2015-02-10,108.46607208251953
2015-02-11,108.51421356201172
2015-02-12,109.01996612548828
2015-02-13,108.5383071899414
2015-02-17,109.45348358154297
2015-02-18,109.51770782470703
2015-02-19,109.9592514038086
2015-02-20,111.82978057861328
2015-02-23,111.32402038574219
2015-02-24,110.85836791992188
2015-02-25,111.13937377929688
2015-02-26,110.36866760253906
2015-02-27,110.31246948242188
2015-03-02,110.83430480957031
2015-03-03,109.12434387207031
2015-03-04,108.3295669555664
2015-03-05,107.80773162841797
2015-03-06,105.91314697265625
2015-03-09,106.65973663330078
2015-03-10,104.73302459716797
2015-03-11,102.4852066040039
2015-03-12,104.74909210205078
2015-03-13,104.37178802490234
2015-03-16,104.12291717529297
2015-03-17,103.6412582397461
2015-03-18,106.2101821899414
2015-03-19,106.4831314086914
2015-03-20,106.9166259765625
2015-03-23,107.4705810546875
2015-03-24,107.35816192626953
2015-03-25,107.06004333496094
2015-03-26,106.3428726196289
2015-03-27,105.7385025024414
2015-03-30,106.5845947265625
2015-03-31,105.96412658691406
2015-04-01,106.9311294555664
2015-04-02,108.51854705810547
2015-04-06,111.05690002441406
2015-04-07,112.16083526611328
2015-04-08,112.3622817993164
2015-04-09,113.0230484008789
2015-04-10,111.29856872558594
2015-04-13,110.82315826416016
2015-04-14,110.46859741210938
2015-04-15,110.85543060302734
2015-04-16,110.65398406982422
2015-04-17,107.80140686035156
2015-04-20,110.35579681396484
2015-04-21,109.54998779296875
2015-04-22,109.90454864501953
2015-04-23,110.6942367553711
2015-04-24,109.96903991699219
2015-04-27,109.34856414794922
2015-04-28,108.6716537475586
2015-04-29,108.03508758544922
2015-04-30,107.50321197509766
2015-05-01,109.68695831298828
2015-05-04,109.54998779296875
2015-05-05,109.10680389404297
2015-05-06,107.9303207397461
2015-05-07,108.04315185546875
2015-05-08,108.2929458618164
2015-05-11,108.49441528320312
2015-05-12,107.33399200439453
2015-05-13,104.09464263916016
2015-05-14,106.11726379394531
2015-05-15,107.26148223876953
2015-05-18,106.79411315917969
2015-05-19,105.31948852539062
2015-05-20,105.87550354003906
2015-05-21,105.98828887939453
2015-05-22,107.1970443725586
2015-05-26,103.49837493896484
2015-05-27,103.3532943725586
2015-05-28,106.24616241455078
2015-05-29,105.07774353027344
2015-06-01,106.04473114013672
2015-06-02,109.0826187133789
2015-06-03,110.28327941894531
2015-06-04,110.46055603027344
2015-06-05,110.47664642333984
2015-06-08,109.93677520751953
2015-06-09,109.84009552001953
2015-06-10,109.2518310546875
2015-06-11,109.40495300292969
2015-06-12,108.98595428466797
2015-06-15,108.01895141601562
2015-06-16,108.27682495117188
2015-06-17,108.55078887939453
2015-06-18,112.41061401367188
2015-06-19,113.0069580078125
2015-06-22,112.21723175048828
2015-06-23,112.45896911621094
2015-06-24,111.31867980957031
2015-06-25,110.1218490600586
2015-06-26,110.6798095703125
2015-06-29,108.22943115234375
2015-06-30,107.04063415527344
2015-07-01,107.7684555053711
2015-07-02,108.98150634765625
2015-07-06,107.2508773803711
2015-07-07,108.19706726074219
2015-07-08,104.76006317138672
2015-07-09,104.3152847290039
2015-07-10,104.88946533203125
2015-07-13,108.58527374267578
2015-07-14,109.40203857421875
2015-07-15,107.22662353515625
2015-07-16,107.55010223388672
2015-07-17,105.7467041015625
2015-07-20,105.54452514648438
2015-07-21,105.35041046142578
2015-07-22,105.1563491821289
2015-07-23,104.17780303955078
2015-07-24,102.58464813232422
2015-07-27,101.08854675292969
2015-07-28,102.39056396484375
2015-07-29,102.6412353515625
2015-07-30,102.80297088623047
2015-07-31,101.80828094482422
2015-08-03,99.70565032958984
2015-08-04,99.72180938720703
2015-08-05,98.25804901123047
2015-08-06,97.18247985839844
2015-08-07,97.20673370361328
2015-08-10,97.4817123413086
2015-08-11,96.23628234863281
2015-08-12,95.42756652832031
2015-08-13,94.85338592529297
2015-08-14,95.42756652832031
2015-08-17,95.41949462890625
2015-08-18,94.80489349365234
2015-08-19,93.583740234375
2015-08-20,91.30316925048828
2015-08-21,89.47549438476562
2015-08-24,87.0089340209961
2015-08-25,84.9305419921875
2015-08-26,86.3619613647461
2015-08-27,88.29476165771484
2015-08-28,89.67764282226562
2015-08-31,89.92028045654297
2015-09-01,87.69632720947266
2015-09-02,88.55357360839844
2015-09-03,89.73429107666016
2015-09-04,88.13301849365234
2015-09-08,89.80705261230469
2015-09-09,88.01981353759766
2015-09-10,88.24625396728516
2015-09-11,88.72339630126953
2015-09-14,87.2677230834961
2015-09-15,88.72339630126953
2015-09-16,92.67797088623047
2015-09-17,92.1523208618164
2015-09-18,88.45653533935547
2015-09-21,90.1790771484375
2015-09-22,89.24095153808594
2015-09-23,87.79491424560547
2015-09-24,88.71288299560547
2015-09-25,87.99801635742188
2015-09-28,85.20339965820312
2015-09-29,84.52909088134766
2015-09-30,95.99191284179688
2015-10-01,94.69207000732422
2015-10-02,95.34200286865234
2015-10-05,96.90179443359375
2015-10-06,97.47857666015625
2015-10-07,96.36563873291016
2015-10-08,98.502197265625
2015-10-09,97.9254150390625
2015-10-12,97.95787048339844
2015-10-13,96.45496368408203
2015-10-14,96.45496368408203
2015-10-15,95.28512573242188
2015-10-16,95.01707458496094
2015-10-19,95.22013092041016
2015-10-20,95.65882873535156
2015-10-21,94.08277893066406
2015-10-22,94.78958892822266
2015-10-23,92.36053466796875
2015-10-26,92.29554748535156
2015-10-27,91.13382720947266
2015-10-28,91.33694458007812
2015-10-29,89.63092803955078
2015-10-30,89.98836517333984
2015-11-02,90.05332946777344
2015-11-03,92.75047302246094
2015-11-04,92.26305389404297
2015-11-05,106.01679229736328
2015-11-06,111.49229431152344
2015-11-09,109.1363754272461
2015-11-10,108.21024322509766
2015-11-11,101.51615905761719
2015-11-12,99.21708679199219
2015-11-13,97.25924682617188
2015-11-16,98.00665283203125
2015-11-17,96.93429565429688
2015-11-18,96.99114990234375
2015-11-19,99.68829345703125
2015-11-20,100.50067138671875
2015-11-23,102.52352142333984
2015-11-24,101.54054260253906
2015-11-25,102.04419708251953
2015-11-27,100.72809600830078
2015-11-30,100.90686798095703
2015-12-01,101.41055297851562
2015-12-02,102.13359069824219
2015-12-03,99.24959564208984
2015-12-04,98.16909790039062
2015-12-07,97.15365600585938
2015-12-08,96.40624237060547
2015-12-09,96.01628875732422
2015-12-10,94.11530303955078
2015-12-11,91.78372955322266
2015-12-14,91.83248138427734
2015-12-15,93.05107116699219
2015-12-16,94.12342834472656
2015-12-17,91.59688568115234
2015-12-18,90.71138763427734
2015-12-21,89.8583755493164
2015-12-22,91.24568939208984
2015-12-23,93.44910430908203
2015-12-24,92.52693939208984
2015-12-28,91.71903991699219
2015-12-29,93.01660919189453
2015-12-30,91.93937683105469
2015-12-31,90.9764175415039
