Date,PNC
2015-01-02,63.35319137573242
2015-01-05,61.41395568847656
2015-01-06,59.8234977722168
2015-01-07,60.51409149169922
2015-01-08,61.67900085449219
2015-01-09,60.52802658081055
2015-01-12,60.102535247802734
2015-01-13,59.288795471191406
2015-01-14,58.222557067871094
2015-01-15,57.81571578979492
2015-01-16,59.23269271850586
2015-01-20,59.358943939208984
2015-01-21,59.47117233276367
2015-01-22,61.070533752441406
2015-01-23,60.52340316772461
2015-01-26,60.874141693115234
2015-01-27,59.97624969482422
2015-01-28,58.678524017333984
2015-01-29,60.0042839050293
2015-01-30,59.30284118652344
2015-02-02,60.45326614379883
2015-02-03,61.456390380859375
2015-02-04,61.5545654296875
2015-02-05,62.305145263671875
2015-02-06,63.44154739379883
2015-02-09,62.78915023803711
2015-02-10,63.2732048034668
2015-02-11,62.9855842590332
2015-02-12,64.22721099853516
2015-02-13,64.80239868164062
2015-02-17,64.80239868164062
2015-02-18,64.05182647705078
2015-02-19,64.26929473876953
2015-02-20,64.72522735595703
2015-02-23,64.26929473876953
2015-02-24,64.77433776855469
2015-02-25,64.72522735595703
2015-02-26,64.64808654785156
2015-02-27,64.50778198242188
2015-03-02,65.20223999023438
2015-03-03,64.76732635498047
2015-03-04,64.5849609375
2015-03-05,64.91464233398438
2015-03-06,65.7494125366211
2015-03-09,66.31058502197266
2015-03-10,65.15313720703125
2015-03-11,65.46180725097656
2015-03-12,67.78369140625
2015-03-13,67.12427520751953
2015-03-16,67.31369018554688
2015-03-17,67.21549987792969
2015-03-18,67.36277770996094
2015-03-19,66.54906463623047
2015-03-20,67.32073211669922
2015-03-23,66.71744537353516
2015-03-24,66.25447845458984
2015-03-25,64.88658905029297
2015-03-26,64.87957000732422
2015-03-27,64.56391143798828
2015-03-30,65.83356475830078
2015-03-31,65.40567016601562
2015-04-01,64.88658905029297
2015-04-02,65.44073486328125
2015-04-06,64.87957000732422
2015-04-07,65.25133514404297
2015-04-08,65.12509155273438
2015-04-09,65.59510040283203
2015-04-10,65.57404327392578
2015-04-13,65.82089233398438
2015-04-14,66.03250885009766
2015-04-15,65.03093719482422
2015-04-16,64.7205810546875
2015-04-17,64.13517761230469
2015-04-20,64.48783111572266
2015-04-21,64.32560729980469
2015-04-22,64.4737548828125
2015-04-23,64.46668243408203
2015-04-24,64.18456268310547
2015-04-27,64.0575942993164
2015-04-28,64.4737548828125
2015-04-29,64.7911148071289
2015-04-30,64.69940948486328
2015-05-01,64.8898696899414
2015-05-04,65.78564453125
2015-05-05,65.67278289794922
2015-05-06,65.35538482666016
2015-05-07,65.15084075927734
2015-05-08,66.05364227294922
2015-05-11,66.05364227294922
2015-05-12,66.20883178710938
2015-05-13,66.43456268310547
2015-05-14,66.97763061523438
2015-05-15,66.11712646484375
2015-05-18,66.74486541748047
2015-05-19,67.4008560180664
2015-05-20,67.03404235839844
2015-05-21,66.97763061523438
2015-05-22,67.16101837158203
2015-05-26,66.73075866699219
2015-05-27,67.63361358642578
2015-05-28,67.71117401123047
2015-05-29,67.49250030517578
2015-06-01,66.73780822753906
2015-06-02,66.75196075439453
2015-06-03,67.72528076171875
2015-06-04,66.97058868408203
2015-06-05,68.07086944580078
2015-06-08,67.91570281982422
2015-06-09,68.81853485107422
2015-06-10,69.95411682128906
2015-06-11,69.6719741821289
2015-06-12,69.41803741455078
2015-06-15,69.00190734863281
2015-06-16,69.50269317626953
2015-06-17,68.74092864990234
2015-06-18,69.04422760009766
2015-06-19,68.50818634033203
2015-06-22,69.2699203491211
2015-06-23,69.8271484375
2015-06-24,69.04422760009766
2015-06-25,68.69859313964844
2015-06-26,68.85380554199219
2015-06-29,67.47135925292969
2015-06-30,67.46432495117188
2015-07-01,68.45175170898438
2015-07-02,68.04269409179688
2015-07-06,67.83811950683594
2015-07-07,67.49956512451172
2015-07-08,66.39926147460938
2015-07-09,66.93529510498047
2015-07-10,67.92276000976562
2015-07-13,68.73110961914062
2015-07-14,69.13529205322266
2015-07-15,69.71673583984375
2015-07-16,70.35489654541016
2015-07-17,70.0641860961914
2015-07-20,70.57475280761719
2015-07-21,70.34072875976562
2015-07-22,70.75912475585938
2015-07-23,70.2131118774414
