Date,EMR
2015-01-02,45.76415252685547
2015-01-05,44.823543548583984
2015-01-06,44.74947738647461
2015-01-07,44.6531982421875
2015-01-08,45.82339859008789
2015-01-09,45.104984283447266
2015-01-12,44.56431579589844
2015-01-13,44.49764633178711
2015-01-14,44.156959533691406
2015-01-15,43.97920608520508
2015-01-16,44.69761657714844
2015-01-20,44.79389190673828
2015-01-21,45.16423416137695
2015-01-22,44.29768371582031
2015-01-23,43.04600143432617
2015-01-26,44.01625061035156
2015-01-27,42.43866729736328
2015-01-28,41.64619445800781
2015-01-29,42.12761688232422
2015-01-30,42.17204284667969
2015-02-02,43.67555236816406
2015-02-03,44.023651123046875
2015-02-04,42.460899353027344
2015-02-05,42.327579498291016
2015-02-06,42.238704681396484
2015-02-09,42.475704193115234
2015-02-10,42.98674774169922
2015-02-11,43.07636260986328
2015-02-12,43.75584030151367
2015-02-13,43.81555938720703
2015-02-17,43.53184509277344
2015-02-18,43.9425163269043
2015-02-19,43.823036193847656
2015-02-20,43.80809783935547
2015-02-23,43.86037063598633
2015-02-24,43.71849822998047
2015-02-25,43.53184509277344
2015-02-26,43.26301956176758
2015-02-27,43.24809646606445
2015-03-02,43.554229736328125
2015-03-03,43.59157180786133
2015-03-04,43.143558502197266
2015-03-05,43.367557525634766
2015-03-06,42.23259353637695
2015-03-09,42.635807037353516
2015-03-10,41.88166046142578
2015-03-11,41.44855880737305
2015-03-12,41.85178756713867
2015-03-13,41.26190948486328
2015-03-16,41.98619079589844
2015-03-17,41.58298873901367
2015-03-18,42.3968620300293
2015-03-19,42.016056060791016
2015-03-20,42.32966613769531
2015-03-23,42.508872985839844
2015-03-24,42.41926956176758
2015-03-25,42.26247787475586
2015-03-26,42.1654052734375
2015-03-27,42.21766662597656
2015-03-30,42.25499725341797
2015-03-31,42.277400970458984
2015-04-01,41.73231887817383
2015-04-02,41.47097396850586
2015-04-06,42.55368423461914
2015-04-07,42.1654052734375
2015-04-08,42.36700439453125
2015-04-09,42.35206604003906
2015-04-10,42.44913101196289
2015-04-13,43.60650634765625
2015-04-14,43.554229736328125
2015-04-15,44.173973083496094
2015-04-16,43.9873161315918
2015-04-17,43.6288948059082
2015-04-20,43.830509185791016
2015-04-21,43.472103118896484
2015-04-22,43.41982650756836
2015-04-23,43.46463394165039
2015-04-24,43.04649353027344
2015-04-27,43.651309967041016
2015-04-28,43.80064392089844
2015-04-29,44.1217041015625
2015-04-30,43.92757797241211
2015-05-01,44.300926208496094
2015-05-04,44.420387268066406
2015-05-05,43.60650634765625
2015-05-06,43.472103118896484
2015-05-07,43.382503509521484
2015-05-08,43.8977165222168
2015-05-11,44.278526306152344
2015-05-12,44.93560791015625
2015-05-13,45.40972137451172
2015-05-14,45.55270004272461
2015-05-15,45.296817779541016
2015-05-18,45.304359436035156
2015-05-19,45.07859420776367
2015-05-20,45.25169372558594
2015-05-21,46.4482536315918
2015-05-22,46.493404388427734
2015-05-26,45.77848434448242
2015-05-27,45.8687858581543
2015-05-28,45.921451568603516
2015-05-29,45.38713455200195
2015-06-01,45.3344612121582
2015-06-02,45.379615783691406
2015-06-03,45.40972137451172
2015-06-04,44.341068267822266
2015-06-05,44.5593147277832
2015-06-08,44.49158477783203
2015-06-09,44.536739349365234
2015-06-10,44.98075485229492
2015-06-11,45.25920104980469
2015-06-12,44.87540817260742
2015-06-15,44.17551803588867
2015-06-16,44.10778045654297
2015-06-17,43.91212463378906
2015-06-18,44.21314239501953
2015-06-19,43.73149108886719
2015-06-22,43.84437942504883
2015-06-23,43.55841064453125
2015-06-24,43.264915466308594
2015-06-25,42.61017990112305
2015-06-26,42.580074310302734
2015-06-29,41.81247329711914
2015-06-30,41.714622497558594
2015-07-01,41.729679107666016
2015-07-02,42.03822708129883
2015-07-06,41.58669662475586
2015-07-07,41.428646087646484
2015-07-08,40.62340545654297
2015-07-09,40.457847595214844
2015-07-10,40.51053237915039
2015-07-13,40.86423873901367
2015-07-14,40.788978576660156
2015-07-15,40.247127532958984
2015-07-16,40.16433334350586
2015-07-17,39.577335357666016
2015-07-20,39.69023132324219
2015-07-21,39.23868942260742
2015-07-22,38.952720642089844
2015-07-23,38.7720947265625
2015-07-24,38.139949798583984
2015-07-27,37.97439193725586
2015-07-28,38.982826232910156
2015-07-29,39.2913818359375
2015-07-30,39.11827850341797
2015-07-31,38.94519805908203
2015-08-03,38.62911605834961
2015-08-04,37.35726547241211
2015-08-05,37.56047058105469
2015-08-06,37.432533264160156
2015-08-07,37.01863479614258
2015-08-10,37.643253326416016
2015-08-11,36.822967529296875
2015-08-12,37.29407501220703
2015-08-13,37.54483413696289
2015-08-14,37.689208984375
2015-08-17,38.25151443481445
2015-08-18,38.07673645019531
2015-08-19,37.78799057006836
2015-08-20,37.286476135253906
2015-08-21,36.443023681640625
2015-08-24,35.22724914550781
2015-08-25,34.31542205810547
2015-08-26,35.26523971557617
2015-08-27,36.19988250732422
2015-08-28,36.51142501831055
2015-08-31,36.26066970825195
2015-09-01,35.15886306762695
2015-09-02,35.55398178100586
2015-09-03,35.28044128417969
2015-09-04,34.81692123413086
2015-09-08,35.59959411621094
2015-09-09,35.34883117675781
2015-09-10,35.2348518371582
2015-09-11,34.984100341796875
2015-09-14,34.58897018432617
2015-09-15,35.19684982299805
2015-09-16,35.7591552734375
2015-09-17,35.59959411621094
2015-09-18,34.27741241455078
2015-09-21,34.28501510620117
2015-09-22,33.927886962890625
2015-09-23,33.1832160949707
2015-09-24,33.175621032714844
2015-09-25,33.26679611206055
2015-09-28,32.70450210571289
2015-09-29,33.023651123046875
2015-09-30,33.563148498535156
2015-10-01,32.5069465637207
2015-10-02,33.5783576965332
2015-10-05,34.96890640258789
2015-10-06,35.10566329956055
2015-10-07,35.21966552734375
2015-10-08,36.108707427978516
2015-10-09,35.82754898071289
2015-10-12,35.675575256347656
2015-10-13,35.3260383605957
2015-10-14,35.15886306762695
2015-10-15,35.5767936706543
2015-10-16,34.39899826049805
2015-10-19,34.558563232421875
2015-10-20,35.044883728027344
2015-10-21,35.174068450927734
2015-10-22,36.30625534057617
2015-10-23,36.61020278930664
2015-10-26,36.48102569580078
2015-10-27,35.629974365234375
2015-10-28,36.02510452270508
2015-10-29,35.85033416748047
2015-10-30,35.88832473754883
2015-11-02,36.7393684387207
2015-11-03,37.71958541870117
2015-11-04,37.749996185302734
2015-11-05,37.347259521484375
2015-11-06,37.40806579589844
2015-11-09,36.71658706665039
2015-11-10,36.67437744140625
2015-11-11,36.8125114440918
2015-11-12,36.25997543334961
2015-11-13,36.59763717651367
2015-11-16,37.48782730102539
2015-11-17,37.35737228393555
2015-11-18,38.378021240234375
2015-11-19,38.477787017822266
2015-11-20,38.49312973022461
2015-11-23,38.38568878173828
2015-11-24,38.424072265625
2015-11-25,38.55452346801758
2015-11-27,38.592899322509766
2015-11-30,38.37034225463867
2015-12-01,38.0787353515625
2015-12-02,37.53386306762695
2015-12-03,37.280635833740234
2015-12-04,37.7333984375
2015-12-07,37.22690200805664
2015-12-08,36.282997131347656
2015-12-09,36.175575256347656
2015-12-10,36.045108795166016
2015-12-11,34.90166091918945
2015-12-14,34.52564239501953
2015-12-15,34.70213317871094
2015-12-16,35.37746047973633
2015-12-17,34.53330993652344
2015-12-18,34.218666076660156
2015-12-21,35.20862579345703
2015-12-22,35.953006744384766
2015-12-23,37.08877944946289
2015-12-24,37.035057067871094
2015-12-28,37.035057067871094
2015-12-29,37.2115592956543
2015-12-30,37.24225997924805
2015-12-31,36.70506286621094
