Date,BWA
2015-12-11,29.967620849609375
2015-12-14,30.080503463745117
2015-12-15,30.690088272094727
2015-12-16,31.69854736328125
2015-12-17,30.90833854675293
2015-12-18,30.720197677612305
2015-12-21,31.292156219482422
2015-12-22,31.706058502197266
2015-12-23,32.78977584838867
2015-12-24,32.74462127685547
2015-12-28,32.654327392578125
2015-12-29,33.14348602294922
2015-12-30,33.053184509277344
2015-12-31,32.53390121459961
