Date,BWA
2015-01-02,40.777191162109375
2015-01-05,39.60021209716797
2015-01-06,39.3245964050293
2015-01-07,40.248294830322266
2015-01-08,40.93363952636719
2015-01-09,39.86838912963867
2015-01-12,38.825504302978516
2015-01-13,38.31893539428711
2015-01-14,38.534976959228516
2015-01-15,37.58891677856445
2015-01-16,37.84219741821289
2015-01-20,39.302242279052734
2015-01-21,39.86838912963867
2015-01-22,41.060272216796875
2015-01-23,40.8069953918457
2015-01-26,40.84424591064453
2015-01-27,40.88148880004883
2015-01-28,39.719398498535156
2015-01-29,40.74739074707031
2015-01-30,40.2333984375
2015-02-02,41.365692138671875
2015-02-03,42.48308181762695
2015-02-04,42.788490295410156
2015-02-05,43.43658447265625
2015-02-06,43.62281799316406
2015-02-09,42.46071243286133
2015-02-10,43.131160736083984
2015-02-11,43.220558166503906
2015-02-12,45.72349166870117
2015-02-13,44.822147369384766
2015-02-17,45.112667083740234
2015-02-18,44.91899490356445
2015-02-19,45.13501739501953
2015-02-20,45.66391372680664
2015-02-23,45.60430908203125
2015-02-24,45.4851188659668
2015-02-25,46.028926849365234
2015-02-26,45.946807861328125
2015-02-27,45.8796272277832
2015-03-02,47.03669357299805
2015-03-03,47.006839752197266
2015-03-04,46.409645080566406
2015-03-05,46.312591552734375
2015-03-06,45.28242111206055
2015-03-09,45.33466720581055
2015-03-10,44.34931564331055
2015-03-11,43.75957489013672
2015-03-12,44.849456787109375
2015-03-13,43.89394760131836
2015-03-16,44.924102783203125
2015-03-17,44.364227294921875
2015-03-18,45.30482482910156
2015-03-19,44.894248962402344
2015-03-20,45.13313293457031
2015-03-23,45.18537902832031
2015-03-24,44.78227233886719
2015-03-25,44.07310485839844
2015-03-26,44.14027786254883
2015-03-27,44.33437728881836
2015-03-30,45.610877990722656
2015-03-31,45.1480598449707
2015-04-01,44.85692596435547
2015-04-02,45.603416442871094
2015-04-06,46.342445373535156
2015-04-07,45.52877426147461
2015-04-08,45.961734771728516
2015-04-09,46.06624984741211
2015-04-10,45.767635345458984
2015-04-13,45.17044448852539
2015-04-14,45.19285583496094
2015-04-15,45.34214782714844
2015-04-16,45.45411682128906
2015-04-17,45.327205657958984
2015-04-20,45.64820098876953
2015-04-21,45.4989128112793
2015-04-22,45.52877426147461
2015-04-23,45.30482482910156
2015-04-24,45.37946319580078
2015-04-27,45.70793151855469
2015-04-28,45.5885009765625
2015-04-29,45.47650909423828
2015-04-30,44.19253921508789
2015-05-01,44.41649627685547
2015-05-04,45.17793655395508
2015-05-05,45.18537902832031
2015-05-06,45.2525634765625
2015-05-07,45.19285583496094
2015-05-08,45.737796783447266
2015-05-11,45.33466720581055
2015-05-12,45.49144744873047
2015-05-13,45.7452507019043
2015-05-14,46.028926849365234
2015-05-15,46.14836120605469
2015-05-18,46.051326751708984
2015-05-19,45.52877426147461
2015-05-20,45.37946319580078
2015-05-21,45.946807861328125
2015-05-22,45.610877990722656
2015-05-26,45.09580612182617
2015-05-27,45.37946319580078
2015-05-28,45.17000961303711
2015-05-29,44.9979362487793
2015-06-01,45.52908706665039
2015-06-02,45.775962829589844
2015-06-03,46.097625732421875
2015-06-04,45.28221893310547
2015-06-05,44.93060302734375
2015-06-08,44.803436279296875
2015-06-09,44.87824630737305
2015-06-10,45.60390853881836
2015-06-11,45.484214782714844
2015-06-12,45.259769439697266
2015-06-15,44.923126220703125
2015-06-16,45.027862548828125
2015-06-17,45.259769439697266
2015-06-18,45.56649398803711
2015-06-19,45.162513732910156
2015-06-22,45.469234466552734
2015-06-23,45.199913024902344
2015-06-24,44.68374252319336
2015-06-25,44.466796875
2015-06-26,44.50420379638672
2015-06-29,42.98554992675781
2015-06-30,42.52174377441406
2015-07-01,42.95562744140625
2015-07-02,43.1276969909668
2015-07-06,42.491825103759766
2015-07-07,42.357154846191406
2015-07-08,39.99317932128906
2015-07-09,39.85852813720703
2015-07-10,40.1203498840332
2015-07-13,40.9881477355957
2015-07-14,40.80860900878906
2015-07-15,40.269989013671875
2015-07-16,38.751346588134766
2015-07-17,39.06553649902344
2015-07-20,38.93088912963867
2015-07-21,39.12538146972656
2015-07-22,38.56430435180664
2015-07-23,38.684017181396484
2015-07-24,38.04813003540039
2015-07-27,37.68903732299805
2015-07-28,38.45210266113281
2015-07-29,39.222633361816406
2015-07-30,37.29255676269531
2015-07-31,37.18782043457031
2015-08-03,36.6417121887207
2015-08-04,36.23774719238281
2015-08-05,35.72903823852539
2015-08-06,35.669193267822266
2015-08-07,35.80384063720703
2015-08-10,36.200340270996094
2015-08-11,34.86124801635742
2015-08-12,34.995914459228516
2015-08-13,34.69667053222656
2015-08-14,34.68918228149414
2015-08-17,35.00339126586914
2015-08-18,35.272701263427734
2015-08-19,34.77895736694336
2015-08-20,33.88872528076172
2015-08-21,33.080787658691406
2015-08-24,32.44490432739258
2015-08-25,32.27283477783203
2015-08-26,32.96107482910156
2015-08-27,33.080787658691406
2015-08-28,33.24584197998047
2015-08-31,32.74314498901367
2015-09-01,31.865293502807617
2015-09-02,32.20293045043945
2015-09-03,32.232940673828125
2015-09-04,31.93280601501465
2015-09-08,32.96073532104492
2015-09-09,32.99824523925781
2015-09-10,32.818172454833984
2015-09-11,32.390499114990234
2015-09-14,32.33799362182617
2015-09-15,32.63810729980469
2015-09-16,33.4859504699707
2015-09-17,33.313377380371094
2015-09-18,32.225433349609375
2015-09-21,31.970327377319336
2015-09-22,29.53936195373535
2015-09-23,29.246755599975586
2015-09-24,29.17921257019043
2015-09-25,30.012056350708008
2015-09-28,29.877002716064453
2015-09-29,30.32717514038086
2015-09-30,31.20502471923828
2015-10-01,31.31005859375
2015-10-02,31.692718505859375
2015-10-05,32.4205207824707
2015-10-06,32.63810729980469
2015-10-07,33.613487243652344
2015-10-08,33.718544006347656
2015-10-09,33.9061164855957
2015-10-12,33.643497467041016
2015-10-13,32.63059997558594
2015-10-14,32.555580139160156
2015-10-15,33.028263092041016
2015-10-16,32.74314498901367
2015-10-19,32.10538864135742
2015-10-20,32.345481872558594
2015-10-21,32.172916412353516
2015-10-22,31.707731246948242
2015-10-23,32.758155822753906
2015-10-26,33.4709358215332
2015-10-27,32.773155212402344
2015-10-28,34.16121292114258
2015-10-29,31.190017700195312
2015-10-30,32.127906799316406
2015-11-02,32.112892150878906
2015-11-03,32.12039566040039
2015-11-04,31.887800216674805
2015-11-05,31.73773765563965
2015-11-06,31.28006362915039
2015-11-09,31.715234756469727
2015-11-10,31.550182342529297
2015-11-11,31.115007400512695
2015-11-12,30.657310485839844
2015-11-13,29.914514541625977
2015-11-16,30.432214736938477
2015-11-17,30.492237091064453
2015-11-18,31.985328674316406
2015-11-19,31.797760009765625
2015-11-20,32.42802429199219
2015-11-23,32.300472259521484
2015-11-24,32.32295608520508
2015-11-25,32.25545120239258
2015-11-27,32.19523620605469
2015-11-30,32.12751770019531
2015-12-01,32.676902770996094
2015-12-02,32.19523620605469
2015-12-03,31.781322479248047
2015-12-04,32.586570739746094
2015-12-07,32.18019485473633
2015-12-08,31.07390785217285
2015-12-09,31.058847427368164
2015-12-10,30.94595718383789
