Date,OMC
2015-05-26,52.13966369628906
2015-05-27,52.2225227355957
2015-05-28,52.04298782348633
2015-05-29,51.46294403076172
2015-06-01,51.57343292236328
2015-06-02,51.51820373535156
2015-06-03,51.76676940917969
2015-06-04,51.083194732666016
2015-06-05,50.80009460449219
2015-06-08,50.66200256347656
2015-06-09,50.275299072265625
2015-06-10,50.901039123535156
2015-06-11,50.838470458984375
2015-06-12,50.40739440917969
2015-06-15,49.86508560180664
2015-06-16,50.28919982910156
2015-06-17,50.490840911865234
2015-06-18,50.581214904785156
2015-06-19,50.164058685302734
2015-06-22,50.595130920410156
2015-06-23,49.95547103881836
2015-06-24,49.32276916503906
2015-06-25,49.10029602050781
2015-06-26,49.253238677978516
2015-06-29,48.11299133300781
2015-06-30,48.31462860107422
2015-07-01,48.599700927734375
2015-07-02,48.224246978759766
2015-07-06,48.154701232910156
2015-07-07,49.03770065307617
2015-07-08,48.50234603881836
2015-07-09,49.35753631591797
2015-07-10,50.53950500488281
2015-07-13,50.511688232421875
2015-07-14,50.511688232421875
2015-07-15,50.755043029785156
2015-07-16,51.06791305541992
2015-07-17,51.311248779296875
2015-07-20,51.49202346801758
2015-07-21,50.86628723144531
2015-07-22,51.241729736328125
2015-07-23,50.7828483581543
2015-07-24,49.94852066040039
2015-07-27,49.6912727355957
2015-07-28,50.34482192993164
2015-07-29,50.89408493041992
2015-07-30,50.671600341796875
2015-07-31,50.810672760009766
2015-08-03,50.560367584228516
2015-08-04,50.60207748413086
2015-08-05,51.408599853515625
2015-08-06,50.24747848510742
2015-08-07,50.379581451416016
2015-08-10,51.44335174560547
2015-08-11,50.664649963378906
2015-08-12,50.755043029785156
2015-08-13,50.831520080566406
2015-08-14,51.15135955810547
2015-08-17,51.35994338989258
2015-08-18,50.93579864501953
2015-08-19,50.44217300415039
2015-08-20,48.947330474853516
2015-08-21,47.911376953125
2015-08-24,46.444339752197266
2015-08-25,45.99936294555664
2015-08-26,46.87539291381836
2015-08-27,47.13266372680664
2015-08-28,47.09789276123047
2015-08-31,46.56948471069336
2015-09-01,45.311031341552734
2015-09-02,46.20794677734375
2015-09-03,46.472137451171875
2015-09-04,45.91592788696289
2015-09-08,47.31343078613281
2015-09-09,46.62510681152344
2015-09-10,46.861507415771484
2015-09-11,47.042274475097656
2015-09-14,46.68767547607422
2015-09-15,47.42466354370117
2015-09-16,48.44672393798828
2015-09-17,48.015655517578125
2015-09-18,47.17523956298828
2015-09-21,47.37833786010742
2015-09-22,46.76904296875
2015-09-23,46.79706573486328
2015-09-24,46.48889923095703
2015-09-25,46.04067611694336
2015-09-28,45.37535858154297
2015-09-29,45.41738510131836
2015-09-30,46.152732849121094
2015-10-01,46.159751892089844
2015-10-02,47.62346267700195
2015-10-05,48.14871597290039
2015-10-06,48.09968566894531
2015-10-07,48.975120544433594
2015-10-08,49.68947982788086
2015-10-09,49.6824951171875
2015-10-12,49.79452133178711
2015-10-13,49.6684684753418
2015-10-14,49.633460998535156
2015-10-15,50.22173309326172
2015-10-16,50.550899505615234
2015-10-19,50.58591079711914
2015-10-20,50.676971435546875
2015-10-21,50.99210739135742
2015-10-22,52.070640563964844
2015-10-23,51.643436431884766
2015-10-26,52.21072769165039
2015-10-27,52.46984100341797
2015-10-28,52.413814544677734
2015-10-29,52.756988525390625
2015-10-30,52.46984100341797
2015-11-02,52.52587890625
2015-11-03,52.3928108215332
2015-11-04,51.496368408203125
2015-11-05,51.300270080566406
2015-11-06,51.475345611572266
2015-11-09,50.78901290893555
2015-11-10,51.209224700927734
2015-11-11,51.174217224121094
2015-11-12,50.866050720214844
2015-11-13,50.09568786621094
2015-11-16,51.11818313598633
2015-11-17,50.44586181640625
2015-11-18,51.04814147949219
2015-11-19,51.23023223876953
2015-11-20,51.65042495727539
2015-11-23,51.741493225097656
2015-11-24,51.1321907043457
2015-11-25,51.853538513183594
2015-11-27,51.60843276977539
2015-11-30,51.769500732421875
2015-12-01,52.52587890625
2015-12-02,51.92357635498047
2015-12-03,51.89557647705078
2015-12-04,52.69396209716797
2015-12-07,53.59739685058594
2015-12-08,53.443321228027344
2015-12-09,52.53287124633789
2015-12-10,52.83401107788086
2015-12-11,51.9655876159668
2015-12-14,51.88855743408203
2015-12-15,51.81153106689453
2015-12-16,52.692909240722656
2015-12-17,51.945499420166016
2015-12-18,51.910240173339844
2015-12-21,52.453182220458984
2015-12-22,53.17239761352539
2015-12-23,53.82107162475586
2015-12-24,53.64481735229492
2015-12-28,53.9480094909668
2015-12-29,54.39927291870117
2015-12-30,54.03262710571289
2015-12-31,53.348670959472656
