Date,DG
2015-01-02,61.00736618041992
2015-01-05,60.61088562011719
2015-01-06,59.84376907348633
2015-01-07,60.56777572631836
2015-01-08,59.912715911865234
2015-01-09,58.71464920043945
2015-01-12,57.84408950805664
2015-01-13,58.43883514404297
2015-01-14,58.30955123901367
2015-01-15,56.77531814575195
2015-01-16,58.292301177978516
2015-01-20,58.04235076904297
2015-01-21,57.930301666259766
2015-01-22,60.136810302734375
2015-01-23,59.90412521362305
2015-01-26,59.335243225097656
2015-01-27,58.30955123901367
2015-01-28,57.85272979736328
2015-01-29,58.52503204345703
2015-01-30,57.800987243652344
2015-02-02,57.757896423339844
2015-02-03,59.05079650878906
2015-02-04,59.30937576293945
2015-02-05,59.03356170654297
2015-02-06,58.75773239135742
2015-02-09,58.292301177978516
2015-02-10,58.45606994628906
2015-02-11,58.36124801635742
2015-02-12,58.25780487060547
2015-02-13,59.317996978759766
2015-02-17,59.955833435058594
2015-02-18,60.61088562011719
2015-02-19,60.938411712646484
2015-02-20,61.7917366027832
2015-02-23,61.602108001708984
2015-02-24,61.998592376708984
2015-02-25,62.47264099121094
2015-02-26,62.22273254394531
2015-02-27,62.59331512451172
2015-03-02,62.99842834472656
2015-03-03,61.75727462768555
2015-03-04,62.01584243774414
2015-03-05,61.80896759033203
2015-03-06,61.47283172607422
2015-03-09,61.843441009521484
2015-03-10,61.22288131713867
2015-03-11,61.584842681884766
2015-03-12,64.02411651611328
2015-03-13,64.0413818359375
2015-03-16,64.9894790649414
2015-03-17,64.40337371826172
2015-03-18,64.98088836669922
2015-03-19,64.56714630126953
2015-03-20,65.31700897216797
2015-03-23,65.03258514404297
2015-03-24,65.08430480957031
2015-03-25,63.92933654785156
2015-03-26,64.45510864257812
2015-03-27,64.63607788085938
2015-03-30,64.57576751708984
2015-03-31,64.97223663330078
2015-04-01,64.8171157836914
2015-04-02,65.12740325927734
2015-04-06,65.11009216308594
2015-04-07,63.91716003417969
2015-04-08,65.76704406738281
2015-04-09,65.41265106201172
2015-04-10,65.75846862792969
2015-04-13,64.97178649902344
2015-04-14,65.08416748046875
2015-04-15,64.40989685058594
2015-04-16,65.21382141113281
2015-04-17,64.33209228515625
2015-04-20,65.07550811767578
2015-04-21,65.7065658569336
2015-04-22,65.55098724365234
2015-04-23,65.91404724121094
2015-04-24,66.22525024414062
2015-04-27,65.8708267211914
2015-04-28,65.11875915527344
2015-04-29,63.83937072753906
2015-04-30,62.85390090942383
2015-05-01,63.51087951660156
2015-05-04,63.882591247558594
2015-05-05,63.381221771240234
2015-05-06,63.55411911010742
2015-05-07,64.17652130126953
2015-05-08,64.70381927490234
2015-05-11,64.69515228271484
2015-05-12,64.66059875488281
2015-05-13,63.74428176879883
2015-05-14,63.50222396850586
2015-05-15,64.58280181884766
2015-05-18,64.3926010131836
2015-05-19,63.82209777832031
2015-05-20,63.000858306884766
2015-05-21,63.355281829833984
2015-05-22,63.58869552612305
2015-05-26,63.06136703491211
2015-05-27,63.052711486816406
2015-05-28,63.19969177246094
2015-05-29,62.75014877319336
2015-06-01,62.940364837646484
2015-06-02,64.81619262695312
2015-06-03,65.69794464111328
2015-06-04,65.30891418457031
2015-06-05,65.26570129394531
2015-06-08,65.1274185180664
2015-06-09,65.62876892089844
2015-06-10,66.74390411376953
2015-06-11,67.36632537841797
2015-06-12,67.2625732421875
2015-06-15,67.00251007080078
2015-06-16,67.40992736816406
2015-06-17,67.44462585449219
2015-06-18,67.89541625976562
2015-06-19,67.98210906982422
2015-06-22,68.1554946899414
2015-06-23,67.97343444824219
2015-06-24,67.94744110107422
2015-06-25,68.23350524902344
2015-06-26,68.96170043945312
2015-06-29,67.51396179199219
2015-06-30,67.39261627197266
2015-07-01,68.20750427246094
2015-07-02,68.36355590820312
2015-07-06,68.3028564453125
2015-07-07,68.7883071899414
2015-07-08,67.97343444824219
2015-07-09,67.78270721435547
2015-07-10,68.89234161376953
2015-07-13,69.50784301757812
2015-07-14,68.97036743164062
2015-07-15,68.88368225097656
2015-07-16,69.59452056884766
2015-07-17,69.73323822021484
2015-07-20,70.37474060058594
2015-07-21,69.49916076660156
2015-07-22,69.7072525024414
2015-07-23,69.19577026367188
2015-07-24,68.84034729003906
2015-07-27,68.38954162597656
2015-07-28,68.22486114501953
2015-07-29,68.54560852050781
2015-07-30,69.44715881347656
2015-07-31,69.67257690429688
2015-08-03,69.2911148071289
2015-08-04,69.3604736328125
2015-08-05,69.94129943847656
2015-08-06,68.69296264648438
2015-08-07,67.93876647949219
2015-08-10,68.27684020996094
2015-08-11,68.23350524902344
2015-08-12,67.82605743408203
2015-08-13,68.64962768554688
2015-08-14,68.68428802490234
2015-08-17,68.83168029785156
2015-08-18,69.4298095703125
2015-08-19,69.76789855957031
2015-08-20,69.54252624511719
2015-08-21,66.72510528564453
2015-08-24,64.73126220703125
2015-08-25,63.916358947753906
2015-08-26,66.49971771240234
2015-08-27,64.38447570800781
2015-08-28,64.87859344482422
2015-08-31,64.57518768310547
2015-09-01,62.260581970214844
2015-09-02,62.633358001708984
2015-09-03,62.55533981323242
2015-09-04,62.9021110534668
2015-09-08,63.32687759399414
2015-09-09,62.3993034362793
2015-09-10,60.59613800048828
2015-09-11,60.994903564453125
2015-09-14,60.09049606323242
2015-09-15,60.92533493041992
2015-09-16,61.75146484375
2015-09-17,62.08194351196289
2015-09-18,61.06449508666992
2015-09-21,61.612335205078125
2015-09-22,61.90801239013672
2015-09-23,62.39500427246094
2015-09-24,62.90806198120117
2015-09-25,62.4384880065918
2015-09-28,61.27320098876953
2015-09-29,61.1601448059082
2015-09-30,62.99504470825195
2015-10-01,62.125396728515625
2015-10-02,62.02107620239258
2015-10-05,61.873233795166016
2015-10-06,59.76008224487305
2015-10-07,58.655635833740234
2015-10-08,57.568626403808594
2015-10-09,58.46433639526367
2015-10-12,59.586124420166016
2015-10-13,59.107845306396484
2015-10-14,56.62074661254883
2015-10-15,57.73386001586914
2015-10-16,58.39476776123047
2015-10-19,58.333885192871094
2015-10-20,58.29042053222656
2015-10-21,58.74259948730469
2015-10-22,58.2208366394043
2015-10-23,57.17729187011719
2015-10-26,57.35990524291992
2015-10-27,56.82076644897461
2015-10-28,58.68172073364258
2015-10-29,58.51651382446289
2015-10-30,58.933929443359375
2015-11-02,59.77745819091797
2015-11-03,59.60354232788086
2015-11-04,58.94260787963867
2015-11-05,59.33393859863281
2015-11-06,58.97740936279297
2015-11-09,58.23823547363281
2015-11-10,57.429500579833984
2015-11-11,54.48148727416992
2015-11-12,55.0902214050293
2015-11-13,52.194393157958984
2015-11-16,53.08140182495117
2015-11-17,54.58584213256836
2015-11-18,54.91630172729492
2015-11-19,54.44668960571289
2015-11-20,55.7076416015625
2015-11-23,55.925052642822266
2015-11-24,57.046844482421875
2015-11-25,56.672916412353516
2015-11-27,56.533782958984375
2015-11-30,56.881622314453125
2015-12-01,57.151206970214844
2015-12-02,56.82944869995117
2015-12-03,59.23830032348633
2015-12-04,60.107906341552734
2015-12-07,60.52531433105469
2015-12-08,61.925411224365234
2015-12-09,61.74278259277344
2015-12-10,61.864532470703125
2015-12-11,61.17755126953125
2015-12-14,61.75146484375
2015-12-15,61.7080078125
2015-12-16,62.46456527709961
2015-12-17,62.2123908996582
2015-12-18,62.2123908996582
2015-12-21,62.421722412109375
2015-12-22,62.857879638671875
2015-12-23,62.91022872924805
2015-12-24,62.99742889404297
2015-12-28,62.79680252075195
2015-12-29,63.407432556152344
2015-12-30,62.89277648925781
2015-12-31,62.692108154296875
