Date,BBY
2015-01-02,25.56722068786621
2015-01-05,24.908105850219727
2015-01-06,24.68400001525879
2015-01-07,25.395858764648438
2015-01-08,25.778135299682617
2015-01-09,25.086069107055664
2015-01-12,25.76496124267578
2015-01-13,25.77155113220215
2015-01-14,26.305442810058594
2015-01-15,22.607776641845703
2015-01-16,23.062578201293945
2015-01-20,22.4364070892334
2015-01-21,22.4759578704834
2015-01-22,22.99665641784668
2015-01-23,23.075754165649414
2015-01-26,23.61623191833496
2015-01-27,23.33281135559082
2015-01-28,23.154844284057617
2015-01-29,23.7876033782959
2015-01-30,23.200992584228516
2015-02-02,23.049396514892578
2015-02-03,23.695329666137695
2015-02-04,23.866697311401367
2015-02-05,23.7876033782959
2015-02-06,24.624683380126953
2015-02-09,24.43353843688965
2015-02-10,25.092653274536133
2015-02-11,25.211301803588867
2015-02-12,25.830862045288086
2015-02-13,25.778135299682617
2015-02-17,25.89018440246582
2015-02-18,25.784732818603516
2015-02-19,25.791322708129883
2015-02-20,25.89018440246582
2015-02-23,25.699050903320312
2015-02-24,25.217885971069336
2015-02-25,25.244251251220703
2015-02-26,24.74991798400879
2015-02-27,25.1124267578125
2015-03-02,25.461767196655273
2015-03-03,25.824275970458984
2015-03-04,26.22634506225586
2015-03-05,26.12088966369629
2015-03-06,26.173606872558594
2015-03-09,26.25271224975586
2015-03-10,26.34497833251953
2015-03-11,26.50977325439453
2015-03-12,26.92500877380371
2015-03-13,26.714092254638672
2015-03-16,27.439115524291992
2015-03-17,27.445714950561523
2015-03-18,27.531400680541992
2015-03-19,27.419342041015625
2015-03-20,27.37238311767578
2015-03-23,27.419343948364258
2015-03-24,27.412635803222656
2015-03-25,26.453027725219727
2015-03-26,25.768550872802734
2015-03-27,25.822235107421875
2015-03-30,26.003419876098633
2015-03-31,25.359209060668945
2015-04-01,24.96999740600586
2015-04-02,25.64776611328125
2015-04-06,25.64105224609375
2015-04-07,25.540393829345703
2015-04-08,25.74171257019043
2015-04-09,25.976577758789062
2015-04-10,25.889345169067383
2015-04-13,25.728290557861328
2015-04-14,25.365921020507812
2015-04-15,25.19815444946289
2015-04-16,24.956571578979492
2015-04-17,24.46670150756836
2015-04-20,24.547231674194336
2015-04-21,24.459993362426758
2015-04-22,24.278804779052734
2015-04-23,24.24525260925293
2015-04-24,23.748676300048828
2015-04-27,23.70840835571289
2015-04-28,23.970125198364258
2015-04-29,23.39301300048828
2015-04-30,23.252090454101562
2015-05-01,23.607742309570312
2015-05-04,23.91643714904785
2015-05-05,23.80236053466797
2015-05-06,23.70170021057129
2015-05-07,24.23854637145996
2015-05-08,24.567359924316406
2015-05-11,24.808935165405273
2015-05-12,24.694862365722656
2015-05-13,24.292232513427734
2015-05-14,23.366172790527344
2015-05-15,23.211828231811523
2015-05-18,23.5473575592041
2015-05-19,23.47353172302246
2015-05-20,22.66826629638672
2015-05-21,23.560771942138672
2015-05-22,23.037351608276367
2015-05-26,22.748796463012695
2015-05-27,23.057483673095703
2015-05-28,22.936695098876953
2015-05-29,23.285642623901367
2015-06-01,23.06418800354004
2015-06-02,23.332618713378906
2015-06-03,23.533931732177734
2015-06-04,23.17156219482422
2015-06-05,23.17156219482422
2015-06-08,23.01051902770996
2015-06-09,22.855127334594727
2015-06-10,23.118606567382812
2015-06-11,23.105083465576172
2015-06-12,23.105083465576172
2015-06-15,23.05104637145996
2015-06-16,23.23345184326172
2015-06-17,22.976730346679688
2015-06-18,23.652318954467773
2015-06-19,23.61178207397461
2015-06-22,23.591514587402344
2015-06-23,23.5577335357666
2015-06-24,22.92268180847168
2015-06-25,22.855127334594727
2015-06-26,22.9497013092041
2015-06-29,22.11197853088379
2015-06-30,22.030912399291992
2015-07-01,22.61191749572754
2015-07-02,22.63218116760254
2015-07-06,22.517330169677734
2015-07-07,22.834854125976562
2015-07-08,22.645694732666016
2015-07-09,22.747028350830078
2015-07-10,22.92268180847168
2015-07-13,23.213186264038086
2015-07-14,23.361818313598633
2015-07-15,23.253713607788086
2015-07-16,23.578006744384766
2015-07-17,22.21331787109375
2015-07-20,22.206560134887695
2015-07-21,22.11197853088379
2015-07-22,22.321407318115234
2015-07-23,22.199804306030273
2015-07-24,21.929567337036133
2015-07-27,21.65933609008789
2015-07-28,21.706626892089844
2015-07-29,21.69987678527832
2015-07-30,21.69987678527832
2015-07-31,21.814716339111328
2015-08-03,21.59853172302246
2015-08-04,21.59177589416504
2015-08-05,21.61880111694336
2015-08-06,21.017528533935547
2015-08-07,20.781068801879883
2015-08-10,21.139131546020508
2015-08-11,21.26749610900879
2015-08-12,21.422876358032227
2015-08-13,21.422876358032227
2015-08-14,22.051176071166992
2015-08-17,21.875520706176758
2015-08-18,21.90254020690918
2015-08-19,21.77418327331543
2015-08-20,21.233715057373047
2015-08-21,20.38922882080078
2015-08-24,19.774438858032227
2015-08-25,22.26061248779297
2015-08-26,23.81446075439453
2015-08-27,24.186033248901367
2015-08-28,24.30087661743164
2015-08-31,24.821081161499023
2015-09-01,23.94281768798828
2015-09-02,24.61165428161621
2015-09-03,24.80756950378418
2015-09-04,24.740020751953125
2015-09-08,25.469642639160156
2015-09-09,25.348047256469727
2015-09-10,25.212926864624023
2015-09-11,25.838321685791016
2015-09-14,26.157819747924805
2015-09-15,26.15101432800293
2015-09-16,26.484106063842773
2015-09-17,25.98787498474121
2015-09-18,25.51201629638672
2015-09-21,25.53241729736328
2015-09-22,25.131345748901367
2015-09-23,25.049781799316406
2015-09-24,24.886632919311523
2015-09-25,24.832244873046875
2015-09-28,24.145675659179688
2015-09-29,24.451566696166992
2015-09-30,25.233322143554688
2015-10-01,25.260507583618164
2015-10-02,25.68197250366211
2015-10-05,25.61399269104004
2015-10-06,25.369266510009766
2015-10-07,25.348880767822266
2015-10-08,25.32169532775879
2015-10-09,25.117759704589844
2015-10-12,25.260507583618164
2015-10-13,25.178939819335938
2015-10-14,23.676631927490234
2015-10-15,24.118488311767578
2015-10-16,23.588254928588867
2015-10-19,23.83977699279785
