Date,SRE
2015-06-18,37.14760971069336
2015-06-19,36.89564514160156
2015-06-22,36.842411041259766
2015-06-23,36.388179779052734
2015-06-24,35.83812713623047
2015-06-25,35.520103454589844
2015-06-26,35.53439712524414
2015-06-29,35.47721862792969
2015-06-30,35.355712890625
2015-07-01,35.319984436035156
2015-07-02,35.87029266357422
2015-07-06,35.70234680175781
2015-07-07,36.1633186340332
2015-07-08,36.249080657958984
2015-07-09,35.78095245361328
2015-07-10,36.127593994140625
2015-07-13,36.35986328125
2015-07-14,36.442039489746094
2015-07-15,36.64216613769531
2015-07-16,37.12815475463867
2015-07-17,36.592124938964844
2015-07-20,36.45634841918945
2015-07-21,35.981082916259766
2015-07-22,36.07755661010742
2015-07-23,35.62730026245117
2015-07-24,35.59872817993164
2015-07-27,35.85957336425781
2015-07-28,35.866729736328125
2015-07-29,35.945343017578125
2015-07-30,36.04180908203125
2015-07-31,36.37057876586914
2015-08-03,36.717201232910156
2015-08-04,35.720218658447266
2015-08-05,35.981082916259766
2015-08-06,35.82026672363281
2015-08-07,36.39202880859375
2015-08-10,36.57426452636719
2015-08-11,36.7529296875
2015-08-12,37.639156341552734
2015-08-13,37.54981994628906
2015-08-14,37.925025939941406
2015-08-17,38.014366149902344
2015-08-18,37.735626220703125
2015-08-19,37.485496520996094
2015-08-20,37.27109146118164
2015-08-21,36.434906005859375
2015-08-24,35.28424072265625
2015-08-25,34.51595687866211
2015-08-26,34.63744354248047
2015-08-27,34.96263122558594
2015-08-28,34.791114807128906
2015-08-31,33.89418029785156
2015-09-01,32.95436096191406
2015-09-02,32.8757438659668
2015-09-03,33.3724479675293
2015-09-04,33.10444641113281
2015-09-08,33.215213775634766
2015-09-09,32.6899299621582
2015-09-10,32.19321060180664
2015-09-11,32.27540588378906
2015-09-14,32.271827697753906
2015-09-15,32.46480178833008
2015-09-16,32.68278121948242
2015-09-17,33.20807647705078
2015-09-18,33.0294075012207
2015-09-21,33.25453186035156
2015-09-22,33.23308563232422
2015-09-23,33.1646842956543
2015-09-24,33.391502380371094
2015-09-25,33.82359313964844
2015-09-28,33.85598373413086
2015-09-29,34.01080322265625
2015-09-30,34.82453536987305
2015-10-01,34.70933532714844
2015-10-02,34.81012725830078
2015-10-05,35.41501998901367
2015-10-06,35.16658401489258
2015-10-07,35.209800720214844
2015-10-08,35.88310241699219
2015-10-09,35.90468978881836
2015-10-12,36.12433624267578
2015-10-13,36.19633865356445
2015-10-14,35.785884857177734
2015-10-15,36.26115417480469
2015-10-16,36.58521270751953
2015-10-19,36.66801834106445
2015-10-20,36.531192779541016
2015-10-21,36.41597366333008
2015-10-22,36.90925979614258
2015-10-23,36.5348014831543
2015-10-26,36.5275993347168
2015-10-27,36.36917495727539
2015-10-28,36.333168029785156
2015-10-29,36.47358703613281
2015-10-30,36.87324142456055
2015-11-02,36.86604309082031
2015-11-03,37.60776138305664
2015-11-04,37.993011474609375
2015-11-05,37.48894119262695
2015-11-06,36.33676528930664
2015-11-09,36.13154220581055
2015-11-10,36.47358703613281
2015-11-11,36.53839874267578
2015-11-12,35.825496673583984
2015-11-13,35.595054626464844
2015-11-16,36.53839874267578
2015-11-17,36.04513168334961
2015-11-18,36.40157699584961
2015-11-19,36.603214263916016
2015-11-20,36.786834716796875
2015-11-23,36.394378662109375
2015-11-24,36.106319427490234
2015-11-25,35.71027755737305
2015-11-27,35.87588119506836
2015-11-30,35.728271484375
2015-12-01,36.0271110534668
2015-12-02,35.42222213745117
2015-12-03,34.91094970703125
2015-12-04,35.16658401489258
2015-12-07,34.20522689819336
2015-12-08,33.85237503051758
2015-12-09,33.755165100097656
2015-12-10,33.31229782104492
2015-12-11,32.86582565307617
2015-12-14,33.08906173706055
2015-12-15,33.41312789916992
2015-12-16,34.65531539916992
2015-12-17,34.54729461669922
2015-12-18,33.9928092956543
2015-12-21,33.906394958496094
2015-12-22,33.81638717651367
2015-12-23,35.0207405090332
2015-12-24,34.832088470458984
2015-12-28,34.84299087524414
2015-12-29,34.77043151855469
2015-12-30,34.40766906738281
2015-12-31,34.10295486450195
