Date,CVS
2015-01-02,68.43498992919922
2015-01-05,67.75853729248047
2015-01-06,67.80894470214844
2015-01-07,69.03224182128906
2015-01-08,70.5002670288086
2015-01-09,70.46427917480469
2015-01-12,69.9461441040039
2015-01-13,69.97493743896484
2015-01-14,70.03974151611328
2015-01-15,69.92457580566406
2015-01-16,71.05436706542969
2015-01-20,71.03994750976562
2015-01-21,71.85597229003906
2015-01-22,72.41927337646484
2015-01-23,72.6648178100586
2015-01-26,72.94644165039062
2015-01-27,72.80923461914062
2015-01-28,71.92815399169922
2015-01-29,72.29651641845703
2015-01-30,70.88825988769531
2015-02-02,71.5743408203125
2015-02-03,72.31095123291016
2015-02-04,72.54927825927734
2015-02-05,72.76591491699219
2015-02-06,72.65760040283203
2015-02-09,71.89930725097656
2015-02-10,73.43032836914062
2015-02-11,74.08747863769531
2015-02-12,74.3835678100586
2015-02-13,74.11637115478516
2015-02-17,74.78076934814453
2015-02-18,75.1779556274414
2015-02-19,74.10916137695312
2015-02-20,74.16692352294922
2015-02-23,74.57135772705078
2015-02-24,74.64356994628906
2015-02-25,74.70132446289062
2015-02-26,75.228515625
2015-02-27,75.0118637084961
2015-03-02,75.24295806884766
2015-03-03,74.70855712890625
2015-03-04,74.44135284423828
2015-03-05,74.64356994628906
2015-03-06,73.58918762207031
2015-03-09,74.0224838256836
2015-03-10,73.32200622558594
2015-03-11,73.34365844726562
2015-03-12,74.35469055175781
2015-03-13,74.57135772705078
2015-03-16,75.38741302490234
2015-03-17,74.39801788330078
2015-03-18,74.73746490478516
2015-03-19,74.62911224365234
2015-03-20,75.004638671875
2015-03-23,75.51016235351562
2015-03-24,75.4596176147461
2015-03-25,74.1885757446289
2015-03-26,73.65418243408203
2015-03-27,74.0224838256836
2015-03-30,74.9830093383789
2015-03-31,74.53524017333984
2015-04-01,73.84916687011719
2015-04-02,74.17414855957031
2015-04-06,74.6941146850586
2015-04-07,74.47744750976562
2015-04-08,74.3330307006836
2015-04-09,73.9286117553711
2015-04-10,74.05137634277344
2015-04-13,73.76251220703125
2015-04-14,73.74083709716797
2015-04-15,73.4664077758789
2015-04-16,73.06201934814453
2015-04-17,72.49871826171875
2015-04-20,73.14144134521484
2015-04-21,73.23532104492188
2015-04-22,73.3585205078125
2015-04-23,73.10488891601562
2015-04-24,73.61214447021484
2015-04-27,73.35128021240234
2015-04-28,73.89479064941406
2015-04-29,72.95271301269531
2015-04-30,71.95263671875
2015-05-01,72.80052947998047
2015-05-04,72.58313751220703
2015-05-05,71.55408477783203
2015-05-06,71.6482925415039
2015-05-07,72.0033950805664
2015-05-08,72.94547271728516
2015-05-11,72.82228088378906
2015-05-12,72.64110565185547
2015-05-13,72.32947540283203
2015-05-14,73.88751983642578
2015-05-15,73.96723175048828
2015-05-18,74.23536682128906
2015-05-19,74.14842987060547
2015-05-20,73.38749694824219
2015-05-21,75.14119720458984
2015-05-22,75.32962799072266
2015-05-26,74.5324935913086
2015-05-27,74.9890365600586
2015-05-28,74.77888488769531
2015-05-29,74.19187927246094
2015-06-01,74.2861099243164
2015-06-02,73.79331970214844
2015-06-03,73.85128784179688
2015-06-04,73.0976791381836
2015-06-05,72.43094635009766
2015-06-08,72.03960418701172
2015-06-09,72.45268249511719
2015-06-10,74.01071166992188
2015-06-11,74.37306213378906
2015-06-12,74.07595825195312
2015-06-15,74.33682250976562
2015-06-16,74.76439666748047
2015-06-17,75.23542785644531
2015-06-18,76.13400268554688
2015-06-19,76.43113708496094
2015-06-22,76.91665649414062
2015-06-23,77.15579223632812
2015-06-24,76.32968139648438
2015-06-25,76.09778594970703
2015-06-26,76.69927215576172
2015-06-29,75.95281219482422
2015-06-30,76.00354766845703
2015-07-01,76.60505676269531
2015-07-02,76.48908996582031
2015-07-06,75.95281219482422
2015-07-07,77.090576171875
2015-07-08,75.5035400390625
2015-07-09,76.59779357910156
2015-07-10,77.85871124267578
2015-07-13,79.10516357421875
2015-07-14,79.58345794677734
2015-07-15,79.64141845703125
2015-07-16,80.10519409179688
2015-07-17,79.81535339355469
2015-07-20,80.42404174804688
2015-07-21,80.00970458984375
2015-07-22,80.6784896850586
2015-07-23,80.10423278808594
2015-07-24,80.32231140136719
2015-07-27,79.79888153076172
2015-07-28,81.15830993652344
2015-07-29,82.47412109375
2015-07-30,82.10335540771484
2015-07-31,81.7616958618164
2015-08-03,82.01610565185547
2015-08-04,79.93700408935547
2015-08-05,80.83841705322266
2015-08-06,78.59940338134766
2015-08-07,78.32313537597656
2015-08-10,78.96287536621094
2015-08-11,78.57030487060547
2015-08-12,78.74478912353516
2015-08-13,78.27226257324219
2015-08-14,78.27226257324219
2015-08-17,79.05010223388672
2015-08-18,78.84654998779297
2015-08-19,77.61070251464844
2015-08-20,77.07275390625
2015-08-21,74.30301666259766
2015-08-24,72.84909057617188
2015-08-25,72.69646453857422
2015-08-26,74.78284454345703
2015-08-27,76.47663879394531
2015-08-28,75.73516082763672
2015-08-31,74.44114685058594
2015-09-01,72.89273834228516
2015-09-02,73.50337219238281
2015-09-03,73.85231018066406
2015-09-04,72.78365325927734
2015-09-08,74.25212860107422
2015-09-09,72.8636474609375
2015-09-10,73.27801513671875
2015-09-11,73.80140686035156
2015-09-14,72.81275939941406
2015-09-15,73.85956573486328
2015-09-16,73.81595611572266
2015-09-17,73.67056274414062
2015-09-18,71.99129486083984
2015-09-21,73.35798645019531
2015-09-22,72.71826171875
2015-09-23,73.15443420410156
2015-09-24,72.09306335449219
2015-09-25,71.68596649169922
2015-09-28,70.04301452636719
2015-09-29,69.14884948730469
2015-09-30,70.13751983642578
2015-10-01,70.45011901855469
2015-10-02,71.94041442871094
2015-10-05,74.12857055664062
2015-10-06,72.5655746459961
2015-10-07,73.4306640625
2015-10-08,74.27395629882812
2015-10-09,74.15037536621094
2015-10-12,74.92821502685547
2015-10-13,74.18671417236328
2015-10-14,73.02354431152344
2015-10-15,74.44840240478516
2015-10-16,75.15355682373047
2015-10-19,75.24810791015625
2015-10-20,75.56902313232422
2015-10-21,75.34291076660156
2015-10-22,76.07234191894531
2015-10-23,75.8243408203125
2015-10-26,75.47420501708984
2015-10-27,76.8017807006836
2015-10-28,75.7221908569336
2015-10-29,75.71491241455078
2015-10-30,72.05318450927734
2015-11-02,73.22025299072266
2015-11-03,72.86283874511719
2015-11-04,72.62942504882812
2015-11-05,72.60752868652344
2015-11-06,71.99483489990234
2015-11-09,71.4769287109375
2015-11-10,71.36751556396484
2015-11-11,69.1865234375
2015-11-12,67.92462158203125
2015-11-13,66.96904754638672
2015-11-16,68.289306640625
2015-11-17,68.41331481933594
2015-11-18,69.43451690673828
2015-11-19,67.46505737304688
2015-11-20,67.05657196044922
2015-11-23,66.78668975830078
2015-11-24,67.28998565673828
2015-11-25,68.49353790283203
2015-11-27,69.02605438232422
2015-11-30,68.63212585449219
2015-12-01,69.62417602539062
2015-12-02,68.93119049072266
2015-12-03,67.72764587402344
2015-12-04,69.63145446777344
2015-12-07,70.27335357666016
2015-12-08,69.7773666381836
2015-12-09,69.28132629394531
2015-12-10,69.10627746582031
2015-12-11,68.01214599609375
2015-12-14,68.64673614501953
2015-12-15,67.5379867553711
2015-12-16,71.16325378417969
2015-12-17,69.08436584472656
2015-12-18,69.19380950927734
2015-12-21,69.98890686035156
2015-12-22,71.68116760253906
2015-12-23,71.856201171875
2015-12-24,72.11151885986328
2015-12-28,71.79057312011719
2015-12-29,72.47627258300781
2015-12-30,72.02400207519531
2015-12-31,71.31645965576172
