Date,HPQ
2015-01-02,12.578248023986816
2015-01-05,12.368820190429688
2015-01-06,12.275045394897461
2015-01-07,12.418831825256348
2015-01-08,12.71578311920166
2015-01-09,12.712657928466797
2015-01-12,12.478224754333496
2015-01-13,12.443840026855469
2015-01-14,12.33443832397461
2015-01-15,11.937458992004395
2015-01-16,11.984347343444824
2015-01-20,12.071870803833008
2015-01-21,12.056242942810059
2015-01-22,12.521984100341797
2015-01-23,12.528239250183105
2015-01-26,12.140637397766113
2015-01-27,11.678018569946289
2015-01-28,11.61550235748291
2015-01-29,11.79680061340332
2015-01-30,11.293540000915527
2015-02-02,11.399821281433105
2015-02-03,11.806175231933594
2015-02-04,11.846808433532715
2015-02-05,11.86243724822998
2015-02-06,11.86243724822998
2015-02-09,11.765539169311523
2015-02-10,11.843684196472168
2015-02-11,11.934333801269531
2015-02-12,11.99372386932373
2015-02-13,12.053117752075195
2015-02-17,12.043734550476074
2015-02-18,11.924958229064941
2015-02-19,11.996849060058594
2015-02-20,11.999975204467773
2015-02-23,11.937458992004395
2015-02-24,12.031230926513672
2015-02-25,10.837174415588379
2015-02-26,10.630870819091797
2015-02-27,10.890311241149902
2015-03-02,10.915321350097656
2015-03-03,10.805916786193848
2015-03-04,10.68713665008545
2015-03-05,10.627745628356934
2015-03-06,10.371428489685059
2015-03-09,10.349441528320312
2015-03-10,10.26149845123291
2015-03-11,10.242650032043457
2015-03-12,10.277201652526855
2015-03-13,10.186113357543945
2015-03-16,10.170411109924316
2015-03-17,10.186113357543945
2015-03-18,10.374570846557617
2015-03-19,10.314892768859863
2015-03-20,10.453093528747559
2015-03-23,10.506487846374512
2015-03-24,10.462514877319336
2015-03-25,10.113871574401855
2015-03-26,10.054192543029785
2015-03-27,9.890864372253418
2015-03-30,9.915992736816406
2015-03-31,9.787214279174805
2015-04-01,9.828046798706055
2015-04-02,9.862595558166504
2015-04-06,9.997655868530273
2015-04-07,9.868877410888672
2015-04-08,9.900283813476562
2015-04-09,9.909710884094238
2015-04-10,10.08560562133789
2015-04-13,10.270918846130371
2015-04-14,10.214384078979492
2015-04-15,10.377710342407227
2015-04-16,10.305468559265137
2015-04-17,10.217522621154785
2015-04-20,10.493925094604492
2015-04-21,10.431109428405762
2015-04-22,10.525336265563965
2015-04-23,10.484503746032715
2015-04-24,10.446813583374023
2015-04-27,10.387133598327637
2015-04-28,10.440531730651855
2015-04-29,10.465656280517578
2015-04-30,10.355722427368164
2015-05-01,10.616425514221191
2015-05-04,10.569310188293457
2015-05-05,10.4154052734375
2015-05-06,10.208100318908691
2015-05-07,10.308609962463379
2015-05-08,10.493925094604492
2015-05-11,10.585012435913086
2015-05-12,10.340019226074219
2015-05-13,10.45937442779541
2015-05-14,10.585012435913086
2015-05-15,10.553605079650879
2015-05-18,10.443669319152832
2015-05-19,10.4907865524292
2015-05-20,10.387133598327637
2015-05-21,10.625848770141602
2015-05-22,10.917954444885254
2015-05-26,10.484503746032715
2015-05-27,10.610142707824707
2015-05-28,10.569310188293457
2015-05-29,10.4907865524292
2015-06-01,10.60385799407959
2015-06-02,10.64155101776123
2015-06-03,10.666679382324219
2015-06-04,10.45937442779541
