Date,NDAQ
2015-01-02,13.30889892578125
2015-01-05,13.23938274383545
2015-01-06,13.231036186218262
2015-01-07,13.420133590698242
2015-01-08,13.628695487976074
2015-01-09,13.486873626708984
2015-01-12,13.167078971862793
2015-01-13,12.989105224609375
2015-01-14,12.697122573852539
2015-01-15,12.724933624267578
2015-01-16,12.872316360473633
2015-01-20,12.7777681350708
2015-01-21,12.708250045776367
2015-01-22,12.941839218139648
2015-01-23,12.947395324707031
2015-01-26,12.950176239013672
2015-01-27,12.813919067382812
2015-01-28,12.524713516235352
2015-01-29,12.56086540222168
2015-01-30,12.68044376373291
2015-02-02,13.01691722869873
2015-02-03,13.083653450012207
2015-02-04,13.236600875854492
2015-02-05,13.431257247924805
2015-02-06,13.692647933959961
2015-02-09,13.484090805053711
2015-02-10,13.500773429870605
2015-02-11,13.675965309143066
2015-02-12,13.834470748901367
2015-02-13,13.759393692016602
2015-02-17,13.881741523742676
2015-02-18,13.878962516784668
2015-02-19,13.987414360046387
2015-02-20,14.165386199951172
2015-02-23,14.123676300048828
2015-02-24,14.08474349975586
2015-02-25,14.123676300048828
2015-02-26,14.081962585449219
2015-02-27,13.948485374450684
2015-03-02,14.159823417663574
2015-03-03,14.070841789245605
2015-03-04,14.187631607055664
2015-03-05,14.120896339416504
2015-03-06,13.956826210021973
2015-03-09,14.09864616394043
2015-03-10,13.80388355255127
2015-03-11,13.762042045593262
2015-03-12,13.94334888458252
2015-03-13,14.015861511230469
2015-03-16,14.172061920166016
2015-03-17,14.208320617675781
2015-03-18,13.812248229980469
2015-03-19,14.060491561889648
2015-03-20,14.068856239318848
2015-03-23,14.038175582885742
2015-03-24,13.993550300598145
2015-03-25,13.711837768554688
2015-03-26,13.820619583129883
2015-03-27,13.862456321716309
2015-03-30,14.141379356384277
2015-03-31,14.208320617675781
2015-04-01,14.074440956115723
2015-04-02,13.976813316345215
2015-04-06,14.10791015625
2015-04-07,13.948923110961914
2015-04-08,13.923818588256836
2015-04-09,13.98517894744873
2015-04-10,14.10791015625
2015-04-13,14.03538990020752
2015-04-14,13.86524486541748
2015-04-15,13.809456825256348
2015-04-16,13.890347480773926
2015-04-17,13.577958106994629
2015-04-20,13.483120918273926
2015-04-21,13.589109420776367
2015-04-22,13.62258243560791
2015-04-23,13.879191398620605
2015-04-24,13.54727554321289
2015-04-27,13.460810661315918
2015-04-28,13.756464004516602
2015-04-29,13.65605640411377
2015-04-30,13.564009666442871
2015-05-01,13.681158065795898
2015-05-04,13.840143203735352
2015-05-05,13.78714656829834
2015-05-06,13.658843994140625
2015-05-07,13.915450096130371
2015-05-08,14.099543571472168
2015-05-11,14.172061920166016
2015-05-12,14.085591316223145
2015-05-13,14.155322074890137
