Date,PAYX
2015-01-02,32.734657287597656
2015-01-05,32.79128646850586
2015-01-06,32.55768585205078
2015-01-07,33.15233612060547
2015-01-08,33.66912841796875
2015-01-09,33.371795654296875
2015-01-12,33.329322814941406
2015-01-13,33.329322814941406
2015-01-14,33.371795654296875
2015-01-15,33.329322814941406
2015-01-16,33.48506164550781
2015-01-20,33.65498352050781
2015-01-21,33.52045822143555
2015-01-22,33.95230484008789
2015-01-23,34.24962615966797
2015-01-26,34.108055114746094
2015-01-27,33.747005462646484
2015-01-28,33.18773651123047
2015-01-29,33.10210037231445
2015-01-30,32.3027229309082
2015-02-02,32.802330017089844
2015-02-03,33.4803581237793
2015-02-04,33.59455490112305
2015-02-05,33.89431381225586
2015-02-06,34.06560516357422
2015-02-09,33.85862350463867
2015-02-10,34.208343505859375
2015-02-11,34.37249755859375
2015-02-12,34.55093765258789
2015-02-13,34.800743103027344
2015-02-17,34.800743103027344
2015-02-18,34.94347381591797
2015-02-19,35.13618087768555
2015-02-20,35.371700286865234
2015-02-23,35.350303649902344
2015-02-24,35.66433334350586
2015-02-25,35.62864303588867
2015-02-26,35.642913818359375
2015-02-27,35.57154846191406
2015-03-02,35.971221923828125
2015-03-03,35.20754623413086
2015-03-04,34.822147369384766
2015-03-05,35.10049057006836
2015-03-06,34.93634033203125
2015-03-09,35.1718635559082
2015-03-10,34.97202682495117
2015-03-11,34.96488952636719
2015-03-12,35.871299743652344
2015-03-13,35.62864303588867
2015-03-16,36.406585693359375
2015-03-17,36.406585693359375
2015-03-18,36.61356735229492
2015-03-19,36.57075500488281
2015-03-20,36.841949462890625
2015-03-23,36.585018157958984
2015-03-24,36.61356735229492
2015-03-25,35.114768981933594
2015-03-26,34.979164123535156
2015-03-27,35.36457061767578
2015-03-30,35.6928825378418
2015-03-31,35.414527893066406
2015-04-01,35.32888412475586
2015-04-02,35.150455474853516
2015-04-06,35.12190246582031
2015-04-07,35.07194519042969
2015-04-08,35.21469497680664
2015-04-09,35.250389099121094
2015-04-10,35.1718635559082
2015-04-13,35.014835357666016
2015-04-14,34.9006462097168
2015-04-15,34.95773696899414
2015-04-16,35.000572204589844
2015-04-17,34.4581413269043
2015-04-20,34.95773696899414
2015-04-21,35.014835357666016
2015-04-22,35.1718635559082
2015-04-23,35.3431510925293
2015-04-24,35.13618087768555
