Date,PH
2015-01-02,107.15238952636719
2015-01-05,102.55635070800781
2015-01-06,101.05474090576172
2015-01-07,101.84291076660156
2015-01-08,105.06177520751953
2015-01-09,104.40637969970703
2015-01-12,104.35660552978516
2015-01-13,103.01262664794922
2015-01-14,101.51933288574219
2015-01-15,99.4951171875
2015-01-16,99.55317687988281
2015-01-20,100.48233032226562
2015-01-21,101.30363464355469
2015-01-22,102.0337142944336
2015-01-23,101.1875
2015-01-26,101.84291076660156
2015-01-27,100.67314910888672
2015-01-28,97.1224136352539
2015-01-29,98.39173126220703
2015-01-30,96.61636352539062
2015-02-02,99.25450897216797
2015-02-03,100.59019470214844
2015-02-04,99.32090759277344
2015-02-05,99.82693481445312
2015-02-06,100.56082916259766
2015-02-09,100.77764892578125
2015-02-10,101.16963195800781
2015-02-11,100.38569641113281
2015-02-12,101.60330963134766
2015-02-13,103.46306610107422
2015-02-17,102.74585723876953
2015-02-18,102.4539794921875
2015-02-19,102.78755187988281
2015-02-20,103.15450286865234
2015-02-23,102.6957778930664
2015-02-24,103.02107238769531
2015-02-25,102.94599914550781
2015-02-26,102.75418090820312
2015-02-27,102.32051086425781
2015-03-02,103.22122955322266
2015-03-03,102.88760375976562
2015-03-04,101.31139373779297
2015-03-05,101.92855834960938
2015-03-06,98.63433837890625
2015-03-09,98.7511215209961
2015-03-10,97.4500961303711
2015-03-11,98.10897827148438
2015-03-12,98.7511215209961
2015-03-13,98.17564392089844
2015-03-16,100.1104965209961
2015-03-17,99.60174560546875
2015-03-18,101.44483947753906
2015-03-19,99.718505859375
2015-03-20,100.22723388671875
2015-03-23,99.27651977539062
2015-03-24,99.6851577758789
2015-03-25,97.56685638427734
2015-03-26,97.87541198730469
2015-03-27,98.53428649902344
2015-03-30,99.50167846679688
2015-03-31,99.05966186523438
2015-04-01,98.7511215209961
2015-04-02,98.40918731689453
2015-04-06,101.29473876953125
2015-04-07,100.02711486816406
2015-04-08,99.83528137207031
2015-04-09,99.88530731201172
2015-04-10,100.5191650390625
2015-04-13,100.49412536621094
2015-04-14,101.06123352050781
2015-04-15,102.99601745605469
2015-04-16,102.8459243774414
2015-04-17,101.30308532714844
2015-04-20,102.43732452392578
2015-04-21,101.86185455322266
2015-04-22,102.9710464477539
2015-04-23,102.93767547607422
2015-04-24,102.15373992919922
2015-04-27,104.1552963256836
2015-04-28,100.31062316894531
2015-04-29,99.81028747558594
2015-04-30,99.54336547851562
2015-05-01,100.66092681884766
2015-05-04,101.4365005493164
2015-05-05,101.92855834960938
2015-05-06,101.48426055908203
2015-05-07,101.40042877197266
2015-05-08,101.84473419189453
2015-05-11,102.5153579711914
2015-05-12,101.9537124633789
2015-05-13,103.2530746459961
2015-05-14,104.44342803955078
2015-05-15,102.54889678955078
2015-05-18,102.86744689941406
2015-05-19,102.36445617675781
2015-05-20,102.86744689941406
2015-05-21,104.91288757324219
2015-05-22,104.56916809082031
2015-05-26,102.80037689208984
2015-05-27,103.40396881103516
2015-05-28,102.49858856201172
2015-05-29,100.95613861083984
2015-06-01,100.98126220703125
2015-06-02,101.14057159423828
2015-06-03,101.6435546875
2015-06-04,100.20166015625
2015-06-05,100.40283966064453
2015-06-08,99.69029235839844
2015-06-09,99.8914794921875
2015-06-10,100.77169036865234
2015-06-11,100.77169036865234
2015-06-12,99.89985656738281
2015-06-15,99.08673858642578
2015-06-16,98.9693603515625
2015-06-17,99.2208480834961
2015-06-18,99.62324523925781
2015-06-19,99.3550033569336
2015-06-22,99.86631774902344
2015-06-23,99.62324523925781
2015-06-24,100.21003723144531
2015-06-25,99.12026977539062
2015-06-26,99.06159973144531
2015-06-29,96.97419738769531
2015-06-30,97.51911926269531
2015-07-01,98.20648193359375
2015-07-02,97.50235748291016
2015-07-06,96.6640396118164
2015-07-07,96.94905090332031
2015-07-08,94.51802062988281
2015-07-09,94.73596954345703
2015-07-10,94.92875671386719
2015-07-13,95.4736557006836
2015-07-14,96.08563232421875
2015-07-15,94.76111602783203
2015-07-16,95.64131927490234
2015-07-17,94.89521789550781
2015-07-20,95.23056030273438
2015-07-21,93.9479751586914
2015-07-22,93.47015380859375
2015-07-23,92.98393249511719
2015-07-24,92.23783111572266
2015-07-27,91.50852966308594
2015-07-28,92.00310516357422
2015-07-29,93.66292572021484
2015-07-30,94.3755111694336
2015-07-31,94.51802062988281
2015-08-03,94.23301696777344
2015-08-04,90.45227813720703
2015-08-05,92.88334655761719
2015-08-06,93.0677719116211
2015-08-07,93.21864318847656
2015-08-10,96.22816467285156
2015-08-11,94.38389587402344
2015-08-12,94.92037963867188
2015-08-13,94.96231842041016
2015-08-14,95.28925323486328
2015-08-17,94.4006576538086
2015-08-18,94.51802062988281
2015-08-19,93.30247497558594
2015-08-20,90.67023468017578
2015-08-21,88.86788940429688
2015-08-24,86.05118560791016
2015-08-25,84.18180084228516
2015-08-26,86.95722961425781
2015-08-27,90.44123840332031
2015-08-28,90.24722290039062
2015-08-31,90.82084655761719
2015-09-01,89.15054321289062
2015-09-02,89.8929214477539
2015-09-03,88.81309509277344
2015-09-04,87.56458282470703
2015-09-08,90.27250671386719
2015-09-09,88.973388671875
2015-09-10,88.70343780517578
2015-09-11,89.63139343261719
2015-09-14,88.5262680053711
2015-09-15,91.25109100341797
2015-09-16,91.82471466064453
2015-09-17,89.99413299560547
2015-09-18,85.99552154541016
2015-09-21,86.4510498046875
2015-09-22,85.80992126464844
2015-09-23,84.8566665649414
2015-09-24,82.59583282470703
2015-09-25,81.59197998046875
2015-09-28,80.0313491821289
2015-09-29,81.40637969970703
2015-09-30,82.08125305175781
2015-10-01,81.02680206298828
2015-10-02,82.78987121582031
2015-10-05,86.15581512451172
2015-10-06,86.4510498046875
2015-10-07,87.7670669555664
2015-10-08,90.10377502441406
2015-10-09,89.3023681640625
2015-10-12,89.69886779785156
2015-10-13,87.36211395263672
2015-10-14,86.29920959472656
2015-10-15,86.3582534790039
2015-10-16,84.88200378417969
2015-10-19,84.40115356445312
2015-10-20,86.16425323486328
2015-10-21,85.83523559570312
2015-10-22,85.00851440429688
2015-10-23,86.9487533569336
2015-10-26,85.86898040771484
2015-10-27,85.61589813232422
2015-10-28,86.87286376953125
2015-10-29,88.16354370117188
2015-10-30,88.32380676269531
2015-11-02,90.0953598022461
